Wavelength,Panchromatic,NIR1,Red,Green,Blue,Red Edge,Yellow,Coastal,NIR2
561,7.560E-01,6.370E-06,1.323E-06,9.738E-01,3.898E-06,3.589E-09,1.904E-06,1.132E-07,1.760E-07
562,7.579E-01,7.059E-06,1.584E-06,9.732E-01,3.692E-06,2.446E-08,2.274E-06,5.872E-08,5.686E-08
563,7.601E-01,6.331E-06,2.350E-06,9.709E-01,3.324E-06,3.346E-08,3.203E-06,1.026E-07,1.963E-07
564,7.629E-01,4.657E-06,3.282E-06,9.578E-01,3.231E-06,5.869E-08,4.339E-06,6.444E-08,1.095E-06
565,7.660E-01,3.360E-06,2.845E-06,9.455E-01,3.364E-06,2.075E-08,5.747E-06,4.173E-08,8.848E-08
566,7.691E-01,2.555E-06,1.920E-06,9.400E-01,3.211E-06,1.236E-08,7.747E-06,1.397E-07,1.524E-07
567,7.724E-01,2.186E-06,1.726E-06,9.380E-01,3.036E-06,7.566E-10,1.091E-05,1.430E-07,1.999E-07
568,7.759E-01,2.016E-06,1.862E-06,9.537E-01,3.096E-06,8.798E-09,1.595E-05,7.620E-08,3.761E-07
569,7.791E-01,2.269E-06,1.988E-06,9.697E-01,2.962E-06,2.944E-08,2.405E-05,5.345E-08,7.518E-07
570,7.819E-01,3.120E-06,1.319E-06,9.849E-01,2.813E-06,1.450E-08,3.794E-05,1.022E-08,3.343E-06
571,7.844E-01,4.882E-06,1.478E-06,9.978E-01,2.171E-06,1.712E-09,6.288E-05,2.104E-08,1.329E-10
572,7.868E-01,7.736E-06,2.101E-06,1.000E+00,2.040E-06,8.301E-09,1.093E-04,3.339E-08,1.789E-07
573,7.895E-01,8.934E-06,2.220E-06,9.994E-01,2.298E-06,1.026E-08,1.970E-04,9.071E-08,9.523E-07
574,7.919E-01,6.759E-06,1.325E-06,9.840E-01,1.932E-06,4.758E-08,3.626E-04,7.564E-08,4.415E-07
575,7.940E-01,3.681E-06,1.568E-06,9.611E-01,1.775E-06,2.061E-08,6.756E-04,1.087E-07,1.135E-07
576,7.963E-01,2.017E-06,2.116E-06,9.047E-01,1.887E-06,2.950E-09,1.276E-03,2.448E-07,1.144E-07
577,7.989E-01,1.485E-06,1.807E-06,8.351E-01,1.630E-06,1.305E-08,2.448E-03,1.410E-07,3.050E-07
578,8.015E-01,1.189E-06,1.214E-06,7.057E-01,1.486E-06,2.819E-10,4.861E-03,1.444E-07,1.080E-06
579,8.036E-01,9.661E-07,1.477E-06,5.729E-01,1.673E-06,1.020E-09,1.025E-02,1.982E-07,1.045E-06
580,8.053E-01,8.555E-07,2.069E-06,4.288E-01,1.869E-06,3.609E-10,3.418E-02,2.002E-07,4.835E-08
581,8.070E-01,9.769E-07,1.849E-06,2.955E-01,1.830E-06,1.498E-09,6.767E-02,9.928E-08,1.184E-07
582,8.089E-01,8.578E-07,1.331E-06,2.091E-01,1.743E-06,5.983E-09,1.601E-01,1.099E-07,2.081E-07
583,8.111E-01,8.711E-07,1.469E-06,1.319E-01,1.658E-06,1.162E-08,2.678E-01,8.891E-08,7.388E-07
584,8.136E-01,9.222E-07,1.731E-06,9.316E-02,1.821E-06,6.847E-08,4.369E-01,4.654E-07,7.688E-08
585,8.162E-01,9.274E-07,2.064E-06,5.863E-02,1.512E-06,8.785E-08,5.999E-01,5.660E-07,1.659E-07
586,8.188E-01,9.644E-07,2.032E-06,4.151E-02,1.366E-06,6.132E-09,7.383E-01,2.311E-07,3.927E-07
587,8.219E-01,1.054E-06,1.367E-06,2.487E-02,1.706E-06,8.646E-09,8.531E-01,3.125E-07,1.240E-06
588,8.253E-01,9.373E-07,1.489E-06,1.678E-02,1.851E-06,2.082E-08,8.742E-01,2.383E-07,1.219E-06
589,8.292E-01,9.348E-07,2.185E-06,1.105E-02,1.884E-06,1.815E-08,8.915E-01,2.631E-07,3.316E-07
590,8.330E-01,9.518E-07,2.780E-06,7.481E-03,1.815E-06,1.636E-08,8.947E-01,1.155E-07,3.860E-07
591,8.362E-01,9.243E-07,1.628E-06,4.967E-03,2.133E-06,2.322E-08,8.980E-01,1.057E-07,7.961E-07
592,8.394E-01,9.175E-07,1.750E-06,3.516E-03,2.272E-06,3.604E-08,9.043E-01,3.204E-07,6.298E-07
593,8.432E-01,8.692E-07,2.283E-06,2.530E-03,1.953E-06,1.952E-08,9.104E-01,9.417E-08,6.110E-07
594,8.455E-01,9.447E-07,2.710E-06,1.928E-03,1.916E-06,5.525E-09,9.138E-01,9.727E-08,1.193E-06
595,8.463E-01,9.862E-07,1.842E-06,1.485E-03,1.886E-06,1.028E-08,9.169E-01,1.236E-07,1.986E-06
596,8.471E-01,1.258E-06,1.756E-06,1.149E-03,1.633E-06,5.388E-09,9.199E-01,1.307E-07,6.240E-07
597,8.481E-01,1.562E-06,1.853E-06,8.956E-04,1.686E-06,2.016E-08,9.221E-01,3.369E-07,3.100E-07
598,8.491E-01,1.551E-06,2.329E-06,7.017E-04,1.800E-06,3.229E-08,9.207E-01,8.930E-08,3.394E-07
599,8.507E-01,1.276E-06,2.551E-06,5.501E-04,2.408E-06,1.373E-08,9.211E-01,2.377E-07,3.485E-07
600,8.525E-01,8.452E-07,2.207E-06,4.292E-04,2.212E-06,6.289E-10,9.277E-01,7.420E-07,2.394E-07
601,8.543E-01,6.648E-07,2.077E-06,3.359E-04,2.274E-06,9.315E-09,9.347E-01,1.049E-06,3.308E-07
602,8.561E-01,6.337E-07,2.679E-06,2.625E-04,2.570E-06,3.319E-08,9.430E-01,6.697E-07,2.874E-07
603,8.580E-01,6.354E-07,3.354E-06,2.070E-04,2.021E-06,2.896E-08,9.485E-01,6.882E-07,3.432E-07
604,8.610E-01,6.140E-07,3.598E-06,1.651E-04,2.136E-06,8.334E-09,9.448E-01,5.808E-07,3.022E-07
605,8.647E-01,5.679E-07,3.071E-06,1.335E-04,3.644E-06,2.915E-08,9.431E-01,3.509E-07,2.528E-07
606,8.683E-01,5.627E-07,3.213E-06,1.102E-04,6.327E-06,1.907E-08,9.468E-01,2.279E-07,2.661E-07
607,8.715E-01,5.669E-07,4.287E-06,9.221E-05,1.012E-05,2.494E-08,9.529E-01,2.467E-07,1.696E-07
608,8.745E-01,5.292E-07,5.513E-06,7.831E-05,1.268E-05,9.877E-09,9.677E-01,2.400E-07,6.522E-07
609,8.770E-01,6.375E-07,6.335E-06,6.736E-05,1.036E-05,3.537E-08,9.807E-01,6.517E-07,4.611E-07
610,8.792E-01,6.069E-07,7.448E-06,5.817E-05,4.893E-06,2.247E-08,9.881E-01,2.285E-07,1.765E-07
611,8.814E-01,6.005E-07,9.506E-06,5.032E-05,1.509E-06,1.049E-08,9.940E-01,1.957E-07,4.227E-07
612,8.835E-01,6.126E-07,1.210E-05,4.330E-05,4.960E-07,1.252E-10,9.957E-01,1.592E-07,5.937E-07
613,8.853E-01,5.934E-07,1.610E-05,3.695E-05,4.483E-07,2.539E-09,9.963E-01,3.644E-07,5.821E-07
614,8.858E-01,6.125E-07,2.347E-05,3.145E-05,4.559E-07,2.308E-08,9.943E-01,5.966E-07,9.035E-07
615,8.857E-01,6.233E-07,3.581E-05,2.658E-05,1.673E-07,5.472E-08,9.925E-01,5.952E-07,2.217E-07
616,8.857E-01,5.999E-07,5.485E-05,2.236E-05,1.786E-07,3.857E-08,9.906E-01,4.453E-07,5.003E-07
617,8.858E-01,6.849E-07,8.631E-05,1.901E-05,2.383E-07,4.551E-08,9.914E-01,6.970E-07,1.758E-06
618,8.859E-01,6.398E-07,1.440E-04,1.624E-05,1.608E-07,4.628E-08,1.000E+00,9.475E-07,1.909E-06
619,8.869E-01,6.246E-07,2.468E-04,1.414E-05,1.528E-07,4.214E-09,9.962E-01,1.111E-06,1.463E-07
620,8.881E-01,6.153E-07,4.292E-04,1.248E-05,2.428E-07,4.707E-09,9.595E-01,9.715E-07,1.143E-06
621,8.892E-01,6.884E-07,7.611E-04,1.112E-05,3.858E-07,2.125E-08,8.952E-01,9.708E-07,3.125E-06
622,8.903E-01,6.940E-07,1.396E-03,1.016E-05,2.438E-07,3.141E-08,7.613E-01,9.461E-07,1.217E-06
623,8.914E-01,6.695E-07,2.680E-03,9.427E-06,2.846E-07,2.119E-08,6.197E-01,1.026E-06,6.257E-08
624,8.947E-01,6.805E-07,8.120E-03,8.785E-06,3.506E-07,1.110E-08,4.597E-01,1.375E-06,1.017E-06
625,8.988E-01,7.074E-07,2.027E-02,8.241E-06,2.838E-07,3.255E-08,3.141E-01,2.185E-06,2.175E-06
626,9.029E-01,7.342E-07,5.059E-02,7.815E-06,2.370E-07,4.836E-08,2.050E-01,1.687E-06,2.407E-07
627,9.075E-01,6.985E-07,1.031E-01,7.372E-06,2.449E-07,1.493E-08,1.156E-01,5.061E-07,2.463E-07
628,9.121E-01,6.937E-07,2.055E-01,6.914E-06,4.199E-07,1.357E-08,7.336E-02,2.146E-07,1.563E-07
629,9.152E-01,7.004E-07,3.254E-01,6.597E-06,2.604E-07,1.075E-08,3.981E-02,3.286E-07,8.754E-07
630,9.180E-01,7.458E-07,4.860E-01,6.210E-06,1.978E-07,2.070E-08,2.614E-02,4.282E-07,2.579E-06
631,9.216E-01,7.107E-07,6.372E-01,5.836E-06,2.672E-07,2.794E-08,1.625E-02,1.587E-07,1.753E-06
632,9.253E-01,7.167E-07,7.655E-01,5.477E-06,3.053E-07,3.315E-08,1.111E-02,1.988E-07,2.303E-07
633,9.283E-01,6.841E-07,8.667E-01,5.090E-06,2.621E-07,4.406E-08,7.468E-03,1.844E-07,1.659E-06
634,9.277E-01,7.802E-07,9.078E-01,4.725E-06,2.233E-07,1.516E-08,5.235E-03,1.129E-07,3.963E-06
635,9.261E-01,8.048E-07,9.372E-01,4.429E-06,2.746E-07,1.262E-08,3.647E-03,1.037E-07,1.127E-06
636,9.246E-01,7.440E-07,9.403E-01,4.204E-06,1.956E-07,2.209E-08,2.588E-03,1.480E-07,2.385E-07
637,9.230E-01,7.775E-07,9.419E-01,4.040E-06,2.634E-07,6.059E-08,1.828E-03,3.474E-08,7.254E-07
638,9.211E-01,8.064E-07,9.403E-01,3.903E-06,2.625E-07,3.973E-08,1.325E-03,1.124E-07,1.697E-06
639,9.209E-01,7.503E-07,9.379E-01,3.693E-06,2.831E-07,3.368E-08,9.742E-04,1.192E-07,1.101E-06
640,9.213E-01,7.234E-07,9.343E-01,3.544E-06,3.019E-07,2.141E-08,7.213E-04,1.976E-07,2.829E-07
641,9.218E-01,8.111E-07,9.333E-01,3.415E-06,2.058E-07,1.964E-08,5.424E-04,2.564E-07,1.281E-07
642,9.226E-01,7.747E-07,9.378E-01,3.299E-06,2.444E-07,3.017E-08,4.158E-04,1.048E-07,9.180E-08
643,9.236E-01,8.627E-07,9.420E-01,3.150E-06,3.570E-07,1.585E-08,3.262E-04,1.891E-07,4.399E-07
644,9.270E-01,8.639E-07,9.454E-01,2.910E-06,2.715E-07,1.055E-08,2.576E-04,6.883E-08,5.605E-07
645,9.312E-01,7.579E-07,9.467E-01,2.860E-06,1.506E-07,1.345E-08,2.025E-04,6.138E-08,1.951E-07
646,9.351E-01,8.198E-07,9.442E-01,2.717E-06,2.533E-07,3.193E-08,1.590E-04,3.362E-08,7.273E-07
647,9.390E-01,8.458E-07,9.431E-01,2.582E-06,3.639E-07,8.614E-08,1.249E-04,4.720E-08,1.075E-06
648,9.429E-01,8.293E-07,9.451E-01,2.541E-06,2.253E-07,1.158E-07,9.726E-05,1.443E-07,1.126E-07
649,9.450E-01,8.501E-07,9.484E-01,2.496E-06,2.041E-07,5.031E-08,7.518E-05,2.381E-07,5.170E-07
650,9.464E-01,8.666E-07,9.536E-01,2.395E-06,3.626E-07,2.595E-08,5.843E-05,2.033E-07,8.235E-07
651,9.479E-01,8.621E-07,9.571E-01,2.309E-06,3.012E-07,7.722E-08,4.636E-05,2.307E-07,2.951E-07
652,9.493E-01,8.478E-07,9.575E-01,2.276E-06,2.290E-07,9.001E-08,3.737E-05,8.898E-08,5.014E-07
653,9.508E-01,8.998E-07,9.579E-01,2.293E-06,2.603E-07,1.009E-07,3.028E-05,1.534E-07,1.170E-06
654,9.506E-01,9.391E-07,9.579E-01,2.340E-06,1.995E-07,9.698E-08,2.454E-05,1.114E-07,7.782E-07
655,9.495E-01,9.724E-07,9.592E-01,2.410E-06,1.924E-07,1.266E-07,2.079E-05,1.044E-07,1.602E-07
656,9.484E-01,9.545E-07,9.637E-01,2.420E-06,1.874E-07,1.826E-07,1.792E-05,4.142E-08,5.024E-07
657,9.479E-01,1.027E-06,9.684E-01,2.462E-06,3.672E-07,2.067E-07,1.510E-05,4.138E-08,7.677E-07
658,9.480E-01,1.039E-06,9.730E-01,2.533E-06,2.111E-07,2.684E-07,1.268E-05,2.451E-07,1.792E-07
659,9.497E-01,1.028E-06,9.764E-01,2.651E-06,2.507E-07,3.511E-07,1.095E-05,4.050E-07,1.095E-06
660,9.515E-01,1.090E-06,9.774E-01,2.657E-06,5.781E-07,4.316E-07,9.491E-06,9.104E-08,2.163E-06
661,9.526E-01,1.098E-06,9.783E-01,2.700E-06,1.709E-06,5.265E-07,8.076E-06,2.114E-07,5.717E-07
662,9.537E-01,1.115E-06,9.805E-01,2.662E-06,1.986E-06,6.286E-07,6.724E-06,1.489E-07,2.064E-07
663,9.556E-01,1.093E-06,9.841E-01,2.614E-06,1.186E-06,7.828E-07,5.820E-06,2.222E-07,1.294E-06
664,9.575E-01,1.107E-06,9.888E-01,2.712E-06,6.611E-07,9.951E-07,5.035E-06,3.517E-07,1.804E-06
665,9.589E-01,1.276E-06,9.916E-01,2.731E-06,7.074E-07,1.205E-06,4.336E-06,8.852E-08,1.310E-07
666,9.598E-01,1.268E-06,9.916E-01,2.686E-06,1.239E-06,1.478E-06,3.897E-06,1.084E-07,1.581E-06
667,9.605E-01,1.277E-06,9.911E-01,2.685E-06,1.643E-06,1.809E-06,3.422E-06,1.877E-07,2.533E-06
668,9.614E-01,1.276E-06,9.905E-01,2.695E-06,1.075E-06,2.229E-06,2.971E-06,1.144E-07,1.110E-07
669,9.627E-01,1.344E-06,9.915E-01,2.696E-06,5.659E-07,2.741E-06,2.766E-06,1.055E-07,1.351E-06
670,9.639E-01,1.454E-06,9.938E-01,2.696E-06,3.463E-07,3.339E-06,2.625E-06,5.650E-08,3.746E-06
671,9.645E-01,1.400E-06,9.946E-01,2.791E-06,3.309E-07,4.137E-06,2.366E-06,1.353E-07,2.884E-06
672,9.651E-01,1.443E-06,9.941E-01,2.833E-06,3.909E-07,5.176E-06,2.202E-06,1.142E-07,7.989E-08
673,9.662E-01,1.534E-06,9.928E-01,2.886E-06,3.101E-07,6.521E-06,1.950E-06,1.132E-07,2.663E-06
674,9.669E-01,1.649E-06,9.898E-01,2.861E-06,2.408E-07,8.337E-06,1.679E-06,9.776E-08,3.848E-06
675,9.671E-01,1.645E-06,9.872E-01,2.809E-06,2.322E-07,1.075E-05,1.536E-06,7.708E-08,1.011E-07
676,9.673E-01,1.680E-06,9.857E-01,2.951E-06,3.997E-07,1.398E-05,1.444E-06,1.260E-07,9.686E-08
677,9.677E-01,1.780E-06,9.865E-01,3.265E-06,3.817E-07,1.854E-05,1.400E-06,1.725E-07,6.024E-08
678,9.681E-01,1.788E-06,9.900E-01,3.306E-06,1.569E-07,2.504E-05,1.321E-06,2.600E-07,7.464E-07
679,9.619E-01,1.902E-06,9.930E-01,3.326E-06,2.798E-07,3.396E-05,1.384E-06,2.087E-07,1.081E-06
680,9.542E-01,2.067E-06,9.957E-01,3.400E-06,3.066E-07,4.632E-05,1.347E-06,6.926E-08,1.840E-07
681,9.468E-01,2.010E-06,9.981E-01,3.236E-06,2.463E-07,6.377E-05,1.081E-06,5.528E-08,3.420E-07
682,9.394E-01,2.109E-06,1.000E+00,3.361E-06,2.852E-07,8.840E-05,1.032E-06,1.042E-07,1.386E-06
683,9.318E-01,2.282E-06,9.984E-01,3.759E-06,3.287E-07,1.226E-04,1.034E-06,2.351E-07,1.695E-06
684,9.326E-01,2.260E-06,9.920E-01,3.904E-06,3.935E-07,1.695E-04,9.922E-07,2.359E-07,1.867E-10
685,9.351E-01,2.390E-06,9.704E-01,4.003E-06,3.979E-07,2.346E-04,9.672E-07,1.697E-07,7.911E-07
686,9.380E-01,2.510E-06,9.285E-01,4.039E-06,4.044E-07,3.243E-04,9.926E-07,1.456E-07,1.172E-06
687,9.413E-01,2.513E-06,8.575E-01,4.042E-06,3.730E-07,4.504E-04,9.653E-07,8.913E-08,1.492E-07
688,9.447E-01,2.653E-06,7.473E-01,3.877E-06,2.615E-07,6.265E-04,8.635E-07,2.017E-07,2.764E-07
689,9.493E-01,2.787E-06,6.197E-01,3.552E-06,3.899E-07,8.726E-04,8.976E-07,2.153E-07,3.572E-07
690,9.539E-01,2.818E-06,4.698E-01,3.107E-06,7.206E-07,1.230E-03,7.939E-07,3.070E-08,5.153E-08
691,9.583E-01,2.991E-06,3.378E-01,2.597E-06,1.107E-06,1.758E-03,7.877E-07,5.935E-08,1.119E-07
692,9.631E-01,3.209E-06,2.288E-01,2.071E-06,1.389E-06,2.539E-03,8.524E-07,2.954E-07,8.920E-07
693,9.684E-01,3.206E-06,1.462E-01,1.474E-06,1.086E-06,3.765E-03,6.923E-07,5.041E-07,1.052E-06
694,9.715E-01,3.382E-06,9.667E-02,1.144E-06,6.134E-07,5.681E-03,5.536E-07,3.212E-07,6.305E-08
695,9.740E-01,3.563E-06,6.072E-02,9.337E-07,4.131E-07,8.798E-03,6.098E-07,1.789E-07,5.248E-07
696,9.761E-01,3.614E-06,4.165E-02,6.899E-07,1.721E-07,1.392E-02,7.127E-07,2.407E-07,1.181E-06
697,9.777E-01,3.753E-06,2.702E-02,4.834E-07,9.518E-08,2.240E-02,6.193E-07,3.618E-07,7.561E-07
698,9.795E-01,3.875E-06,1.889E-02,3.994E-07,1.900E-07,4.277E-02,5.544E-07,3.458E-07,4.087E-07
699,9.823E-01,4.006E-06,1.310E-02,3.163E-07,1.785E-07,6.991E-02,5.089E-07,1.580E-07,9.725E-07
700,9.854E-01,4.103E-06,9.253E-03,2.334E-07,1.494E-07,1.110E-01,4.950E-07,1.157E-07,5.834E-07
701,9.882E-01,4.329E-06,6.482E-03,1.824E-07,1.473E-07,1.755E-01,5.720E-07,3.701E-07,2.061E-07
702,9.910E-01,4.552E-06,4.604E-03,1.790E-07,2.341E-07,2.673E-01,6.306E-07,4.683E-07,2.245E-07
703,9.943E-01,4.529E-06,3.261E-03,1.546E-07,2.889E-07,3.807E-01,6.283E-07,2.838E-07,1.861E-10
704,9.956E-01,4.709E-06,2.380E-03,1.200E-07,1.171E-07,5.186E-01,6.774E-07,2.119E-07,1.722E-06
705,9.961E-01,4.995E-06,1.759E-03,5.316E-08,2.377E-07,6.478E-01,8.036E-07,1.401E-07,2.419E-06
706,9.967E-01,5.031E-06,1.299E-03,8.275E-08,4.454E-07,7.676E-01,7.455E-07,9.528E-08,5.416E-07
707,9.982E-01,5.125E-06,9.652E-04,9.208E-08,4.959E-07,8.609E-01,5.935E-07,1.644E-07,4.768E-09
708,1.000E+00,5.315E-06,7.287E-04,6.284E-08,4.849E-07,9.243E-01,5.754E-07,1.541E-07,1.045E-06
709,9.999E-01,5.556E-06,5.597E-04,7.448E-08,5.404E-07,9.662E-01,5.282E-07,8.554E-08,3.251E-06
710,9.992E-01,5.783E-06,4.379E-04,4.270E-08,5.657E-07,9.842E-01,4.441E-07,1.027E-07,2.277E-06
711,9.978E-01,5.928E-06,3.501E-04,4.243E-08,5.856E-07,9.933E-01,4.522E-07,2.773E-08,1.830E-10
712,9.964E-01,6.062E-06,2.830E-04,7.406E-08,6.684E-07,9.934E-01,5.220E-07,3.508E-08,1.469E-06
713,9.953E-01,6.281E-06,2.293E-04,7.826E-08,8.553E-07,9.920E-01,4.972E-07,8.975E-08,2.846E-06
714,9.937E-01,6.434E-06,1.868E-04,7.482E-08,1.060E-06,9.890E-01,3.933E-07,1.277E-07,1.360E-06
715,9.922E-01,6.788E-06,1.534E-04,6.245E-08,1.123E-06,9.866E-01,3.920E-07,3.701E-07,1.824E-10
716,9.906E-01,7.145E-06,1.263E-04,6.203E-08,9.308E-07,9.845E-01,4.665E-07,3.538E-07,1.958E-07
717,9.886E-01,7.296E-06,1.039E-04,9.895E-08,6.177E-07,9.826E-01,5.173E-07,1.550E-07,1.350E-06
718,9.867E-01,7.530E-06,8.510E-05,6.003E-08,4.359E-07,9.813E-01,5.756E-07,1.296E-07,1.450E-06
719,9.871E-01,7.823E-06,6.955E-05,2.208E-08,3.187E-07,9.806E-01,6.076E-07,1.216E-07,2.946E-07
720,9.878E-01,8.065E-06,5.759E-05,7.530E-08,2.071E-07,9.801E-01,6.193E-07,1.872E-07,1.830E-10
721,9.881E-01,8.256E-06,4.859E-05,1.107E-07,2.153E-07,9.804E-01,6.008E-07,1.465E-07,1.626E-06
722,9.882E-01,8.555E-06,4.048E-05,7.654E-08,2.496E-07,9.814E-01,5.484E-07,7.014E-08,1.609E-06
723,9.881E-01,8.933E-06,3.340E-05,3.879E-08,1.500E-07,9.826E-01,4.486E-07,1.668E-08,3.821E-08
724,9.866E-01,9.249E-06,2.926E-05,6.163E-08,4.667E-08,9.839E-01,5.783E-07,5.668E-08,6.520E-07
725,9.849E-01,9.597E-06,2.677E-05,7.330E-08,8.743E-08,9.860E-01,7.817E-07,1.248E-07,9.030E-07
726,9.832E-01,9.958E-06,2.329E-05,5.625E-08,1.189E-07,9.889E-01,8.058E-07,1.843E-07,2.712E-07
727,9.816E-01,1.058E-05,1.864E-05,3.369E-08,7.943E-08,9.914E-01,6.105E-07,1.206E-07,6.683E-07
728,9.802E-01,1.135E-05,1.544E-05,3.144E-08,6.471E-08,9.936E-01,5.180E-07,5.635E-08,2.256E-06
729,9.792E-01,1.232E-05,1.439E-05,3.274E-08,1.075E-07,9.955E-01,5.401E-07,3.120E-08,1.490E-06
730,9.783E-01,1.346E-05,1.338E-05,3.869E-08,7.713E-08,9.971E-01,5.296E-07,2.199E-10,3.269E-08
731,9.773E-01,1.505E-05,1.171E-05,6.677E-08,9.656E-08,9.986E-01,6.024E-07,1.725E-07,2.241E-06
732,9.763E-01,1.722E-05,9.665E-06,8.607E-08,1.457E-07,1.000E+00,5.846E-07,1.644E-07,1.953E-06
733,9.753E-01,1.960E-05,8.157E-06,1.158E-07,1.082E-07,9.997E-01,4.935E-07,8.073E-08,6.416E-08
734,9.756E-01,2.265E-05,7.317E-06,7.234E-08,8.914E-08,9.977E-01,6.441E-07,2.541E-07,5.558E-08
735,9.756E-01,2.652E-05,6.569E-06,1.396E-08,1.522E-07,9.904E-01,8.634E-07,1.981E-07,1.327E-06
736,9.757E-01,3.079E-05,6.180E-06,4.356E-08,1.124E-07,9.789E-01,8.389E-07,2.570E-09,1.130E-06
737,9.762E-01,3.565E-05,5.796E-06,4.608E-08,2.076E-08,9.537E-01,8.265E-07,4.612E-08,1.855E-10
738,9.769E-01,4.110E-05,5.110E-06,2.790E-08,3.096E-08,9.168E-01,8.281E-07,1.519E-07,9.743E-08
739,9.772E-01,4.749E-05,4.203E-06,6.504E-08,5.356E-08,8.574E-01,7.199E-07,3.873E-07,8.866E-07
740,9.773E-01,5.510E-05,3.559E-06,8.343E-08,6.987E-08,7.794E-01,6.513E-07,3.184E-07,6.606E-07
741,9.773E-01,6.408E-05,3.634E-06,8.227E-08,1.305E-07,6.772E-01,7.422E-07,6.380E-08,3.340E-08
742,9.775E-01,7.579E-05,3.797E-06,1.059E-07,1.096E-07,5.553E-01,7.840E-07,1.423E-08,2.208E-07
743,9.779E-01,9.067E-05,3.344E-06,9.290E-08,5.414E-08,4.347E-01,7.057E-07,5.166E-07,6.811E-07
744,9.764E-01,1.112E-04,2.983E-06,9.229E-08,4.153E-08,3.147E-01,7.071E-07,6.737E-07,4.449E-07
745,9.746E-01,1.393E-04,2.946E-06,1.774E-07,6.425E-08,2.213E-01,7.366E-07,2.632E-07,2.294E-08
746,9.726E-01,1.762E-04,2.541E-06,2.501E-07,4.989E-08,1.488E-01,7.679E-07,8.942E-08,5.441E-08
747,9.708E-01,2.301E-04,2.570E-06,2.640E-07,8.358E-08,9.892E-02,7.918E-07,2.293E-07,1.485E-07
748,9.694E-01,3.052E-04,3.131E-06,3.690E-07,8.589E-08,6.651E-02,7.378E-07,3.821E-07,8.131E-08
749,9.688E-01,4.114E-04,2.848E-06,4.264E-07,9.266E-08,4.493E-02,8.012E-07,3.494E-07,1.483E-08
750,9.678E-01,5.623E-04,2.243E-06,5.411E-07,1.273E-07,2.926E-02,8.998E-07,3.636E-07,9.721E-08
751,9.656E-01,7.696E-04,1.946E-06,5.414E-07,1.892E-07,2.030E-02,9.227E-07,6.989E-07,6.357E-08
752,9.632E-01,1.062E-03,2.095E-06,6.711E-07,1.355E-07,1.434E-02,1.030E-06,7.395E-07,1.766E-10
753,9.618E-01,1.455E-03,2.733E-06,7.902E-07,1.540E-07,1.030E-02,9.912E-07,6.361E-07,1.758E-10
754,9.617E-01,1.970E-03,2.272E-06,7.637E-07,2.490E-07,7.489E-03,1.164E-06,7.479E-07,7.576E-07
755,9.610E-01,2.655E-03,1.737E-06,7.312E-07,2.934E-07,5.491E-03,1.482E-06,5.084E-07,7.100E-07
756,9.599E-01,3.470E-03,1.777E-06,6.426E-07,1.498E-07,4.071E-03,1.514E-06,4.334E-07,2.885E-07
757,9.586E-01,4.544E-03,1.701E-06,5.378E-07,2.610E-07,3.042E-03,1.618E-06,7.271E-07,1.902E-07
758,9.576E-01,5.997E-03,1.645E-06,5.441E-07,2.975E-07,2.297E-03,1.777E-06,4.742E-07,1.063E-06
759,9.568E-01,7.896E-03,1.843E-06,5.433E-07,1.299E-07,1.734E-03,1.748E-06,2.791E-07,8.124E-07
760,9.560E-01,1.036E-02,2.438E-06,4.818E-07,1.512E-07,1.310E-03,1.878E-06,2.698E-07,7.943E-08
761,9.550E-01,1.376E-02,2.391E-06,4.759E-07,1.169E-07,1.018E-03,1.991E-06,4.266E-07,3.141E-08
762,9.542E-01,1.833E-02,1.817E-06,4.859E-07,7.239E-08,8.018E-04,2.196E-06,5.739E-07,3.359E-07
763,9.540E-01,2.778E-02,1.675E-06,3.401E-07,7.267E-08,6.209E-04,2.393E-06,4.308E-07,3.335E-07
764,9.529E-01,3.855E-02,1.434E-06,3.729E-07,1.196E-07,4.837E-04,2.462E-06,2.477E-07,2.281E-07
765,9.510E-01,5.877E-02,1.820E-06,4.646E-07,1.975E-07,3.819E-04,2.652E-06,3.850E-07,2.400E-07
766,9.490E-01,8.528E-02,2.089E-06,4.534E-07,1.324E-07,3.049E-04,2.900E-06,4.066E-07,1.136E-06
767,9.478E-01,1.337E-01,1.583E-06,5.306E-07,7.480E-08,2.451E-04,3.053E-06,6.730E-07,1.334E-06
768,9.463E-01,1.963E-01,1.232E-06,4.938E-07,1.947E-07,1.989E-04,3.138E-06,7.437E-07,5.329E-07
769,9.453E-01,2.867E-01,1.132E-06,4.229E-07,1.464E-07,1.624E-04,3.404E-06,8.722E-07,3.542E-07
770,9.444E-01,3.948E-01,1.992E-06,2.717E-07,1.184E-07,1.334E-04,3.976E-06,9.854E-07,1.118E-06
771,9.446E-01,5.075E-01,2.199E-06,2.800E-07,1.765E-07,1.108E-04,4.772E-06,1.057E-06,3.339E-06
772,9.451E-01,6.232E-01,1.287E-06,2.675E-07,1.389E-07,9.216E-05,5.100E-06,1.196E-06,1.736E-06
773,9.450E-01,7.196E-01,1.231E-06,2.066E-07,3.722E-08,7.719E-05,4.403E-06,1.647E-06,3.456E-08
774,9.448E-01,8.043E-01,1.536E-06,1.704E-07,2.488E-08,6.471E-05,5.147E-06,1.678E-06,1.655E-10
