Wavelength,Panchromatic,NIR1,Red,Green,Blue,Red Edge,Yellow,Coastal,NIR2
989,8.932E-07,4.096E-06,3.555E-08,2.401E-07,3.184E-07,2.683E-07,6.178E-08,7.523E-07,2.637E-01
990,7.194E-07,4.428E-06,1.153E-07,1.921E-07,5.212E-07,2.634E-07,1.358E-07,5.710E-07,2.593E-01
991,6.937E-07,4.413E-06,2.098E-07,2.441E-07,5.366E-07,2.931E-07,7.628E-08,6.014E-07,2.550E-01
992,6.125E-07,3.625E-06,1.916E-07,2.376E-07,2.625E-07,1.296E-07,8.583E-08,5.021E-07,2.507E-01
993,7.101E-07,3.565E-06,1.623E-07,2.612E-07,3.419E-07,1.607E-07,7.328E-08,6.827E-07,2.462E-01
994,7.240E-07,3.669E-06,5.875E-08,1.920E-07,2.460E-07,1.502E-07,2.370E-08,4.051E-07,2.418E-01
995,5.716E-07,3.596E-06,1.261E-07,1.621E-07,3.377E-07,3.028E-07,2.777E-08,5.258E-07,2.376E-01
996,6.080E-07,2.883E-06,2.822E-08,1.556E-07,3.076E-07,2.938E-07,3.208E-08,6.557E-07,2.333E-01
997,7.153E-07,2.993E-06,1.379E-07,1.593E-07,3.332E-07,2.942E-07,3.017E-08,7.243E-07,2.290E-01
998,6.503E-07,3.312E-06,2.225E-08,1.628E-07,2.869E-07,2.512E-07,7.669E-09,7.048E-07,2.248E-01
999,6.958E-07,3.249E-06,1.596E-07,1.093E-07,2.382E-07,2.637E-07,4.830E-08,4.328E-07,2.216E-01
1000,5.958E-07,3.508E-06,1.770E-07,1.935E-07,2.254E-07,1.857E-07,4.681E-08,3.433E-07,2.182E-01
1001,6.428E-07,3.483E-06,9.147E-08,2.189E-07,2.550E-07,2.091E-07,6.459E-08,2.184E-07,2.136E-01
1002,4.993E-07,3.314E-06,1.899E-07,1.553E-07,3.891E-07,2.978E-07,6.546E-08,2.540E-07,2.090E-01
1003,4.999E-07,3.446E-06,1.111E-07,1.756E-07,3.280E-07,2.160E-07,5.600E-08,1.635E-07,2.054E-01
1004,6.290E-07,3.395E-06,5.363E-08,2.067E-07,2.111E-07,1.801E-07,2.256E-08,3.833E-07,2.018E-01
1005,6.244E-07,3.401E-06,4.559E-08,1.610E-07,2.978E-07,2.715E-07,4.887E-08,4.542E-07,1.981E-01
1006,5.673E-07,2.499E-06,1.230E-07,1.630E-07,2.329E-07,2.167E-07,2.747E-08,3.862E-07,1.946E-01
1007,5.295E-07,2.579E-06,1.046E-07,2.253E-07,3.030E-07,1.811E-07,6.897E-08,3.112E-07,1.919E-01
1008,6.377E-07,2.857E-06,1.592E-07,9.020E-08,1.875E-07,2.018E-07,3.868E-08,4.605E-07,1.890E-01
1009,5.166E-07,2.807E-06,9.497E-08,9.238E-08,1.373E-07,1.928E-07,4.943E-08,3.935E-07,1.849E-01
1010,4.028E-07,2.765E-06,6.927E-08,5.211E-08,1.200E-07,2.116E-07,3.947E-08,3.344E-07,1.809E-01
1011,4.758E-07,2.714E-06,1.012E-07,5.637E-08,1.113E-07,1.672E-07,4.832E-08,3.036E-07,1.779E-01
1012,5.345E-07,1.839E-06,1.795E-08,6.576E-08,1.597E-07,1.610E-07,3.839E-08,2.114E-07,1.748E-01
1013,5.129E-07,1.864E-06,8.538E-08,6.951E-08,1.917E-07,1.992E-07,4.344E-08,3.270E-07,1.714E-01
1014,5.316E-07,1.878E-06,1.195E-07,1.266E-07,2.214E-07,1.370E-07,2.997E-08,3.339E-07,1.679E-01
1015,5.049E-07,1.753E-06,1.501E-07,1.347E-07,1.967E-07,1.408E-07,3.721E-08,3.418E-07,1.637E-01
1016,4.316E-07,1.737E-06,1.009E-07,1.960E-07,1.758E-07,1.667E-07,3.040E-08,4.033E-07,1.596E-01
1017,4.510E-07,1.719E-06,2.412E-08,2.074E-07,2.188E-07,1.282E-07,5.470E-08,2.987E-07,1.561E-01
1018,5.896E-07,2.201E-06,1.059E-07,1.686E-07,1.983E-07,1.499E-07,5.409E-08,4.074E-07,1.528E-01
1019,4.790E-07,2.145E-06,4.407E-08,1.629E-07,1.557E-07,1.414E-07,3.994E-08,4.830E-07,1.507E-01
1020,4.695E-07,2.622E-06,3.846E-08,2.309E-07,1.546E-07,1.470E-07,5.801E-08,3.110E-07,1.483E-01
1021,5.801E-07,2.555E-06,3.474E-08,2.213E-07,1.755E-07,1.187E-07,4.832E-08,3.133E-07,1.448E-01
1022,4.599E-07,2.293E-06,8.722E-08,2.504E-07,1.516E-07,2.061E-07,5.828E-08,3.251E-07,1.415E-01
1023,3.367E-07,2.289E-06,1.407E-08,2.015E-07,1.845E-07,1.682E-07,3.124E-08,2.963E-07,1.393E-01
1024,4.873E-07,2.017E-06,3.826E-08,1.729E-07,1.241E-07,1.619E-07,4.641E-08,3.535E-07,1.370E-01
1025,4.582E-07,1.932E-06,1.220E-07,1.376E-07,1.370E-07,1.212E-07,6.223E-08,3.568E-07,1.340E-01
1026,5.222E-07,1.090E-06,8.952E-08,1.551E-07,1.659E-07,1.870E-07,4.992E-08,3.609E-07,1.311E-01
1027,5.067E-07,1.617E-06,2.420E-08,2.045E-07,1.397E-07,1.227E-07,2.887E-08,2.629E-07,1.289E-01
1028,4.393E-07,1.642E-06,2.197E-08,2.207E-07,1.808E-07,1.844E-07,3.611E-08,3.356E-07,1.265E-01
1029,4.296E-07,1.621E-06,2.673E-08,1.998E-07,1.283E-07,1.839E-07,4.292E-08,3.335E-07,1.236E-01
1030,5.108E-07,1.565E-06,6.525E-08,2.167E-07,1.312E-07,1.706E-07,2.222E-08,2.464E-07,1.208E-01
1031,4.341E-07,1.537E-06,6.983E-08,2.003E-07,9.986E-08,1.564E-07,4.242E-08,2.438E-07,1.183E-01
1032,5.486E-07,1.417E-06,3.339E-08,1.765E-07,1.244E-07,1.540E-07,5.649E-08,3.001E-07,1.154E-01
1033,4.506E-07,1.397E-06,1.028E-07,1.626E-07,7.364E-08,1.500E-07,4.707E-08,2.522E-07,1.104E-01
1034,5.188E-07,1.242E-06,9.889E-08,1.275E-07,1.008E-07,9.643E-08,1.550E-08,1.391E-07,1.050E-01
1035,4.752E-07,1.185E-06,7.588E-08,1.397E-07,9.223E-08,1.308E-07,1.662E-08,1.561E-07,9.801E-02
1036,5.418E-07,6.744E-07,4.715E-08,1.275E-07,1.032E-07,1.368E-07,2.857E-08,2.952E-07,8.992E-02
1037,6.475E-07,6.510E-07,5.591E-08,1.699E-07,6.446E-08,1.340E-07,3.435E-08,2.084E-07,7.780E-02
1038,4.852E-07,7.469E-07,8.418E-09,1.593E-07,7.008E-08,7.846E-08,4.886E-08,1.600E-07,6.558E-02
1039,4.701E-07,7.227E-07,2.386E-08,1.599E-07,7.453E-08,7.233E-08,3.446E-08,1.547E-07,5.306E-02
1040,4.617E-07,4.673E-07,5.891E-08,1.384E-07,1.130E-07,1.016E-07,3.863E-08,8.292E-08,4.108E-02
1041,4.693E-07,4.610E-07,4.204E-08,1.074E-07,1.085E-07,1.218E-07,3.686E-08,1.027E-07,3.104E-02
1042,4.194E-07,8.587E-07,1.112E-08,1.232E-07,7.138E-08,1.108E-07,4.617E-08,1.858E-07,2.204E-02
1043,4.816E-07,8.221E-07,1.668E-08,9.929E-08,8.516E-08,7.562E-08,1.975E-08,1.312E-07,1.620E-02
1044,4.838E-07,7.886E-07,1.442E-08,9.790E-08,8.321E-08,9.316E-08,3.413E-08,1.659E-07,1.103E-02
1045,4.727E-07,7.800E-07,1.104E-09,1.074E-07,7.225E-08,1.029E-07,4.723E-08,1.683E-07,8.047E-03
1046,4.327E-07,1.132E-06,1.270E-08,1.124E-07,6.463E-08,9.308E-08,2.286E-08,1.825E-07,5.444E-03
1047,5.351E-07,1.095E-06,3.572E-08,1.190E-07,5.146E-08,9.692E-08,1.534E-08,1.532E-07,4.068E-03
1048,4.769E-07,1.099E-06,3.135E-08,1.396E-07,5.018E-08,7.953E-08,1.796E-08,1.254E-07,2.876E-03
1049,4.944E-07,1.075E-06,1.657E-08,1.223E-07,3.840E-08,8.354E-08,3.250E-08,1.141E-07,2.267E-03
1050,4.454E-07,6.706E-07,5.081E-08,1.101E-07,3.917E-08,5.390E-08,2.634E-08,7.718E-08,1.705E-03
1051,4.462E-07,6.353E-07,4.306E-08,9.560E-08,6.019E-08,6.306E-08,3.048E-08,1.144E-07,1.275E-03
1052,4.284E-07,8.019E-07,4.639E-08,9.301E-08,5.853E-08,8.209E-08,3.498E-08,1.041E-07,9.122E-04
1053,4.934E-07,7.776E-07,3.914E-08,9.956E-08,4.819E-08,7.799E-08,4.616E-08,1.252E-07,7.312E-04
1054,4.283E-07,7.126E-07,2.056E-08,7.079E-08,4.802E-08,4.704E-08,3.260E-08,1.259E-07,5.721E-04
1055,4.642E-07,6.988E-07,6.294E-09,7.540E-08,5.028E-08,5.406E-08,2.062E-08,1.177E-07,4.931E-04
1056,5.191E-07,6.788E-07,1.316E-08,7.858E-08,4.550E-08,5.145E-08,2.453E-08,1.299E-07,4.102E-04
1057,4.285E-07,6.601E-07,2.198E-08,7.151E-08,5.337E-08,5.372E-08,1.037E-08,1.625E-07,3.545E-04
1058,5.031E-07,6.080E-07,2.010E-08,6.697E-08,4.503E-08,7.419E-08,1.900E-08,1.278E-07,2.985E-04
1059,4.979E-07,5.854E-07,1.054E-08,7.039E-08,5.519E-08,5.090E-08,1.643E-08,1.226E-07,2.276E-04
1060,5.495E-07,6.174E-07,1.477E-08,8.624E-08,4.703E-08,4.497E-08,1.685E-08,7.101E-08,1.701E-04
1061,5.773E-07,6.044E-07,3.053E-08,8.159E-08,3.671E-08,4.961E-08,1.639E-08,1.065E-07,1.288E-04
1062,5.292E-07,4.378E-07,2.316E-08,8.434E-08,3.612E-08,5.544E-08,1.429E-08,8.600E-08,8.043E-05
1063,5.882E-07,4.281E-07,2.435E-08,7.828E-08,5.212E-08,3.994E-08,1.760E-08,1.048E-07,8.436E-05
1064,6.212E-07,2.908E-07,2.333E-08,6.526E-08,5.366E-08,4.198E-08,1.166E-08,1.102E-07,6.958E-05
1065,6.066E-07,2.851E-07,1.832E-08,8.145E-08,4.360E-08,6.073E-08,2.066E-08,1.114E-07,5.500E-05
1066,6.181E-07,5.130E-07,1.090E-08,6.715E-08,6.014E-08,5.911E-08,2.179E-08,1.352E-07,3.785E-05
1067,6.661E-07,5.012E-07,1.056E-08,6.666E-08,5.373E-08,5.290E-08,1.251E-08,1.261E-07,3.048E-05
1068,6.189E-07,5.930E-07,1.440E-08,6.263E-08,4.674E-08,5.467E-08,1.630E-08,1.212E-07,2.706E-05
1069,6.750E-07,5.792E-07,1.805E-08,6.158E-08,4.211E-08,4.598E-08,1.390E-08,1.396E-07,2.188E-05
1070,6.596E-07,4.586E-07,1.434E-08,5.878E-08,4.706E-08,3.800E-08,1.597E-08,1.354E-07,1.884E-05
1071,7.261E-07,4.403E-07,1.514E-08,6.240E-08,5.226E-08,2.973E-08,1.928E-08,1.226E-07,1.537E-05
1072,6.754E-07,4.099E-07,3.397E-09,6.642E-08,5.070E-08,3.181E-08,1.166E-08,1.691E-07,1.358E-05
1073,7.541E-07,3.997E-07,3.337E-09,6.524E-08,4.329E-08,3.907E-08,1.179E-08,1.961E-07,1.112E-05
1074,8.254E-07,3.212E-07,1.084E-08,5.910E-08,4.517E-08,3.453E-08,5.557E-09,1.372E-07,8.123E-06
1075,8.139E-07,3.141E-07,5.860E-09,5.116E-08,5.255E-08,3.739E-08,6.057E-09,1.658E-07,6.652E-06
1076,8.312E-07,2.164E-07,1.711E-08,3.839E-08,5.870E-08,3.255E-08,6.698E-09,2.182E-07,6.160E-06
1077,9.067E-07,2.072E-07,2.013E-08,4.613E-08,5.804E-08,2.659E-08,8.798E-09,2.140E-07,5.151E-06
1078,9.146E-07,2.090E-07,1.601E-08,4.999E-08,4.528E-08,2.823E-08,1.538E-08,2.336E-07,3.939E-06
1079,1.028E-06,2.325E-07,4.440E-09,4.245E-08,4.428E-08,2.988E-08,1.274E-08,2.524E-07,3.307E-06
1080,1.030E-06,3.265E-07,8.988E-09,4.972E-08,4.794E-08,3.077E-08,1.028E-08,3.275E-07,2.482E-06
1081,1.134E-06,2.977E-07,1.493E-08,4.622E-08,4.422E-08,3.917E-08,9.375E-09,3.296E-07,2.175E-06
1082,1.149E-06,3.627E-07,1.040E-08,5.056E-08,4.747E-08,3.916E-08,8.385E-09,4.334E-07,1.655E-06
1083,1.228E-06,3.590E-07,1.101E-08,4.169E-08,4.733E-08,3.457E-08,6.376E-09,4.569E-07,1.385E-06
1084,1.314E-06,1.850E-07,8.206E-09,4.541E-08,6.146E-08,3.036E-08,1.303E-08,2.317E-07,1.335E-06
1085,1.431E-06,1.610E-07,9.321E-09,5.921E-08,7.053E-08,2.487E-08,1.685E-08,2.509E-07,1.167E-06
1086,1.515E-06,2.135E-07,1.019E-08,5.488E-08,5.324E-08,3.535E-08,1.501E-08,1.281E-07,1.285E-06
1087,1.616E-06,2.099E-07,6.760E-09,5.869E-08,5.366E-08,3.352E-08,1.336E-08,1.236E-07,1.099E-06
1088,1.794E-06,2.083E-07,8.784E-09,5.299E-08,3.243E-08,2.254E-08,1.039E-08,3.875E-07,9.639E-07
1089,1.845E-06,2.019E-07,4.497E-09,4.730E-08,2.826E-08,3.375E-08,1.004E-08,4.123E-07,8.331E-07
1090,2.037E-06,1.974E-07,6.093E-09,5.344E-08,1.949E-08,3.662E-08,1.127E-08,3.581E-07,6.544E-07
1091,2.239E-06,1.969E-07,7.363E-09,6.248E-08,2.300E-08,3.684E-08,1.110E-08,3.893E-07,5.855E-07
1092,2.394E-06,1.939E-07,9.340E-09,5.789E-08,2.127E-08,3.782E-08,1.051E-08,5.895E-07,4.499E-07
1093,2.584E-06,1.850E-07,6.524E-09,5.528E-08,2.194E-08,3.307E-08,8.247E-09,6.537E-07,3.711E-07
1094,2.897E-06,1.562E-07,3.037E-09,7.298E-08,3.644E-08,2.209E-08,6.170E-09,7.021E-07,3.933E-07
1095,3.147E-06,1.585E-07,5.259E-09,8.371E-08,3.509E-08,1.994E-08,8.595E-09,7.300E-07,3.966E-07
1096,3.506E-06,3.372E-07,1.186E-08,8.331E-08,4.287E-08,2.205E-08,1.094E-08,7.287E-07,3.573E-07
1097,3.911E-06,3.405E-07,1.152E-08,9.040E-08,5.669E-08,2.056E-08,1.064E-08,7.955E-07,3.376E-07
1098,3.914E-06,2.963E-07,7.230E-09,9.081E-08,2.983E-08,1.568E-08,7.827E-09,4.800E-07,3.014E-07
1099,3.918E-06,2.966E-07,7.237E-09,9.090E-08,2.986E-08,1.569E-08,7.835E-09,4.805E-07,3.017E-07
1100,3.922E-06,2.969E-07,7.245E-09,9.099E-08,2.989E-08,1.571E-08,7.843E-09,4.810E-07,3.020E-07
