Wavelength,B1Blue,B2Green,B3Red,B4NIR
894,0.052327196,0.0127444424,0.0078337144,0.5569923832
895,0.05366183,0.014062168,0.008125494,0.547229954
896,0.0517718556,0.015866606,0.008373276,0.5373308716
897,0.0498818812,0.017671044,0.008621058,0.5274317892
898,0.0470507782,0.019534658,0.0089288722,0.517906588
899,0.0432785466,0.021457448,0.0092967186,0.508755268
900,0.039506315,0.023380238,0.009664565,0.499603948
901,0.035477443,0.0250531012,0.0100665986,0.4906066144
902,0.031448571,0.0267259644,0.0104686322,0.4816092808
903,0.02784282,0.0280772304,0.01093991,0.4729562002
904,0.02466019,0.0291068992,0.011480432,0.4646473726
905,0.02147756,0.030136568,0.012020954,0.456338545
906,0.0194377308,0.0302252008,0.0127051324,0.4484396762
907,0.0173979016,0.0303138336,0.0133893108,0.4405408074
908,0.015706872,0.0300789284,0.014183603,0.4325532552
909,0.014364642,0.0295204852,0.015088009,0.4244770196
910,0.013022412,0.028962042,0.015992415,0.416400784
911,0.012183806,0.0281398028,0.0168361402,0.4078226812
912,0.0113452,0.0273175636,0.0176798654,0.3992445784
913,0.0106419826,0.0265295322,0.0186153922,0.3897260286
914,0.0100741538,0.0257757086,0.0196427206,0.3792670318
915,0.009506325,0.025021885,0.020670049,0.368808035
916,0.0091132354,0.024595097,0.0218646894,0.3553346086
917,0.0087201458,0.024168309,0.0230593298,0.3418611822
918,0.0083794228,0.0238691936,0.0243214754,0.3269063402
919,0.0080910664,0.0236977508,0.0256511262,0.3104700826
920,0.00780271,0.023526308,0.026980777,0.294033825
921,0.0076808016,0.023688006,0.028616673,0.2753389622
922,0.0075588932,0.023849704,0.030252569,0.2566440994
923,0.0074650408,0.0241140254,0.031924069,0.23739295
924,0.0073992444,0.0244809702,0.033631173,0.217585514
925,0.007333448,0.024847915,0.035338277,0.197778078
926,0.0073680536,0.025307455,0.0371628194,0.1786027124
927,0.0074026592,0.025766995,0.0389873618,0.1594273468
928,0.0074352,0.0262100176,0.0407014902,0.1414149432
929,0.007465676,0.0266365228,0.0423052046,0.1245655016
930,0.007496152,0.027063028,0.043908919,0.10771606
931,0.0075858344,0.027052272,0.0448528314,0.0943893644
932,0.0076755168,0.027041516,0.0457967438,0.0810626688
933,0.007747717,0.026773151,0.04611938,0.069431378
934,0.007802435,0.026247177,0.04582074,0.059495492
935,0.007857153,0.025721203,0.0455221,0.049559606
936,0.0078718394,0.024613657,0.043674382,0.0429572888
937,0.0078865258,0.023506111,0.041826664,0.0363549716
938,0.0078706818,0.0221731012,0.0393902116,0.0307931926
939,0.0078243074,0.0206146276,0.0363650248,0.0262719518
940,0.007777933,0.019056154,0.033339838,0.021750711
941,0.0075861354,0.0174175388,0.0300580792,0.0189110282
942,0.0073943378,0.0157789236,0.0267763204,0.0160713454
943,0.0071700968,0.0141888502,0.0236925342,0.0138016148
944,0.0069134124,0.0126473186,0.0208067206,0.0121018364
945,0.006656728,0.011105787,0.017920907,0.010402058
946,0.0063018396,0.009889957,0.0157610598,0.0093106596
947,0.0059469512,0.008674127,0.0136012126,0.0082192612
948,0.0055880326,0.007615798,0.011740516,0.0073752936
949,0.0052250838,0.00671497,0.01017897,0.0067787568
950,0.004862135,0.005814142,0.008617424,0.00618222
