Wavelength,Pan,Green,Blue,Red,NIR,RedEdge,BlueCoastal
378,8.2006E-06,2.90772E-06,2.09174E-05,1.56863E-07,2.23706E-07,0.000359338,0.000312266
379,6.66033E-06,2.98804E-06,2.09409E-05,1.37785E-07,2.57155E-07,0.000328764,0.000620754
380,7.54617E-06,3.10638E-06,2.13239E-05,1.62689E-07,2.58699E-07,0.000326509,0.001091548
381,7.6234E-06,3.1426E-06,2.13241E-05,1.75823E-07,2.19433E-07,0.000323262,0.001782411
382,6.15165E-06,3.12714E-06,2.13314E-05,1.22169E-07,2.0602E-07,0.000294632,0.002828161
383,6.22382E-06,3.27764E-06,2.14556E-05,1.08742E-07,2.4917E-07,0.000255473,0.004395602
384,7.10331E-06,3.33516E-06,2.17061E-05,1.72976E-07,3.0846E-07,0.000222879,0.006728616
385,7.13902E-06,3.47835E-06,2.20252E-05,2.98555E-07,3.45462E-07,0.000204207,0.010228531
386,7.20229E-06,3.76122E-06,2.25025E-05,2.79722E-07,3.13904E-07,0.000194317,0.016136189
387,6.43803E-06,4.00819E-06,2.3294E-05,3.28856E-07,3.42815E-07,0.000194996,0.02626221
388,5.59425E-06,4.24484E-06,2.41191E-05,4.80547E-07,4.53935E-07,0.000222936,0.041261913
389,5.4375E-06,4.32757E-06,2.50086E-05,4.58995E-07,5.81587E-07,0.000278269,0.05912921
390,4.38809E-06,4.49989E-06,2.60876E-05,5.30807E-07,7.45993E-07,0.000325188,0.076042318
391,4.01741E-06,4.78987E-06,2.73472E-05,6.20149E-07,9.01844E-07,0.00035072,0.089252158
392,3.78916E-06,4.96606E-06,2.84746E-05,5.13251E-07,9.13611E-07,0.00036072,0.098199075
393,5.58289E-06,5.3025E-06,2.9946E-05,5.23461E-07,8.66769E-07,0.000360469,0.104265519
394,7.02008E-06,5.4363E-06,3.19346E-05,7.66127E-07,9.11768E-07,0.000355171,0.108439098
395,5.11214E-06,5.76486E-06,3.40097E-05,1.1404E-06,9.20919E-07,0.000349355,0.111794808
396,4.65848E-06,6.15394E-06,3.64752E-05,1.45337E-06,1.06485E-06,0.0003272,0.116547293
397,3.95904E-06,6.9256E-06,3.92621E-05,1.66979E-06,1.37136E-06,0.000278331,0.125324839
398,4.39787E-06,7.53988E-06,4.22258E-05,2.07621E-06,1.78313E-06,0.000207113,0.138862816
399,6.62116E-06,8.42021E-06,4.53294E-05,3.66282E-06,2.4273E-06,0.000133807,0.156649971
400,8.98316E-06,1.00969E-05,4.84254E-05,8.43784E-06,3.31575E-06,8.45164E-05,0.176803967
401,8.55022E-06,1.24997E-05,5.17876E-05,1.68608E-05,4.35655E-06,6.2637E-05,0.196075801
402,9.48924E-06,1.49635E-05,5.572E-05,2.34E-05,5.71363E-06,5.51851E-05,0.213531631
403,1.35297E-05,1.84804E-05,5.98253E-05,2.30177E-05,8.03228E-06,5.37725E-05,0.22929039
404,1.7287E-05,2.39129E-05,6.42821E-05,1.77831E-05,1.23675E-05,5.8529E-05,0.244846371
405,1.74339E-05,3.71642E-05,6.90107E-05,1.32841E-05,2.00969E-05,6.97688E-05,0.26097742
406,1.40947E-05,6.41785E-05,7.36645E-05,9.66166E-06,3.03845E-05,9.0092E-05,0.277677519
407,1.42989E-05,0.00010173,7.87483E-05,6.79794E-06,4.2049E-05,0.000124906,0.296036447
408,2.22717E-05,0.000141053,8.35578E-05,6.14725E-06,5.81253E-05,0.000172545,0.316892304
409,3.82704E-05,0.00018079,8.89856E-05,6.18434E-06,8.68487E-05,0.000209945,0.340576463
410,6.61853E-05,0.000256681,9.59347E-05,5.55893E-06,0.000129318,0.000218818,0.365059975
411,0.000111412,0.000479328,0.000103277,5.11187E-06,0.000181562,0.000229711,0.388706983
412,0.000145854,0.001118525,0.000110446,8.55211E-06,0.000250094,0.00027073,0.410561015
413,0.000172389,0.002772652,0.000118256,2.02504E-05,0.000320042,0.000322642,0.431169859
414,0.000192491,0.006311901,0.000127234,4.04812E-05,0.000340409,0.000343491,0.452289173
415,0.000199705,0.01138676,0.000136991,6.45411E-05,0.000316373,0.000315845,0.474298757
416,0.000214181,0.014833764,0.000144598,9.01299E-05,0.000334712,0.000243787,0.496923897
417,0.00025896,0.013313674,0.000148386,0.000129006,0.000411524,0.000165523,0.520526009
418,0.000333864,0.007943912,0.00015038,0.000221176,0.000459299,0.000117201,0.542481435
419,0.000480469,0.003016355,0.000155972,0.000401374,0.000453042,0.000101319,0.563187031
420,0.000768925,0.000701528,0.000170374,0.000630026,0.000423898,9.40231E-05,0.582517929
421,0.001273986,0.000118804,0.000198406,0.000797548,0.000364633,8.15251E-05,0.6022168
422,0.001985679,3.53379E-05,0.000239319,0.000785093,0.000271404,6.38722E-05,0.623011384
423,0.002833466,2.49587E-05,0.000282216,0.000555048,0.000196681,5.51967E-05,0.644438107
424,0.003711299,2.39918E-05,0.000315007,0.000253699,0.000183057,7.71438E-05,0.664575785
425,0.004514764,2.45814E-05,0.000339981,6.56269E-05,0.000225735,0.00014313,0.682664545
426,0.005339493,2.56096E-05,0.000361634,1.03293E-05,0.000274181,0.000239176,0.698019072
427,0.006566625,2.67371E-05,0.000375029,3.13491E-06,0.000304425,0.000327276,0.712158277
428,0.008929594,2.68918E-05,0.000375619,2.99396E-06,0.000318442,0.000382125,0.727790725
429,0.013774239,2.80853E-05,0.000366701,2.99083E-06,0.000314934,0.000427786,0.745946191
430,0.023424478,2.81254E-05,0.000362185,2.59769E-06,0.000288593,0.000487796,0.765564337
431,0.041036945,2.81778E-05,0.000380866,4.22535E-06,0.000284092,0.000544917,0.78394144
432,0.068830062,2.85835E-05,0.000440547,1.14847E-05,0.000364323,0.000551249,0.797184566
433,0.105874792,2.8664E-05,0.000627697,2.42504E-05,0.000514198,0.000484404,0.807878933
434,0.147805189,2.82284E-05,0.001172401,3.87026E-05,0.00062265,0.000368511,0.820588988
435,0.190052743,2.87276E-05,0.002510192,5.18258E-05,0.000630434,0.000255495,0.838540264
436,0.231102215,2.98744E-05,0.005357169,6.13678E-05,0.000560729,0.000181573,0.858521655
437,0.272471022,3.04836E-05,0.010944381,5.75588E-05,0.000453897,0.000140575,0.876339489
438,0.313133915,3.12525E-05,0.021770245,4.54224E-05,0.000353204,0.000110069,0.888410554
439,0.348598111,3.25531E-05,0.040466448,3.54455E-05,0.000305011,8.07922E-05,0.898399275
440,0.373035075,3.29221E-05,0.068746249,3.03933E-05,0.000316476,6.07888E-05,0.909918777
441,0.384439048,3.43705E-05,0.108291006,2.55826E-05,0.000333044,6.63024E-05,0.922052053
442,0.387300651,3.51407E-05,0.162542946,2.27303E-05,0.000308668,0.000111967,0.931901888
443,0.388866448,3.51075E-05,0.23523955,2.03892E-05,0.000256312,0.00019703,0.935004793
444,0.394584367,3.64958E-05,0.323794135,1.53549E-05,0.000212803,0.00029869,0.926587853
445,0.406155248,3.54221E-05,0.41715189,7.71247E-06,0.000181336,0.000372533,0.907124108
446,0.42110867,3.50227E-05,0.501329206,3.00261E-06,0.000156817,0.000413369,0.883709787
447,0.4356234,3.69682E-05,0.568280634,1.53946E-06,0.000152764,0.000457597,0.86994833
448,0.447106649,3.72695E-05,0.615982739,1.29386E-06,0.000196438,0.00051614,0.876319763
449,0.454724629,3.78783E-05,0.643508713,1.35514E-06,0.000296332,0.000524817,0.902438342
450,0.460072514,3.76738E-05,0.653496871,9.15451E-07,0.000397686,0.000438884,0.941831069
451,0.464389538,3.72049E-05,0.651945957,7.99637E-07,0.000446062,0.000299525,0.979875705
452,0.468340742,3.83335E-05,0.647499242,9.74007E-07,0.000472768,0.000176153,1
453,0.471472564,3.92377E-05,0.647653091,1.13914E-06,0.000531151,0.000105844,0.98573797
454,0.47381681,4.0341E-05,0.655729602,1.84461E-06,0.000603018,7.54854E-05,0.924028319
455,0.475271409,3.98817E-05,0.671494095,4.74659E-06,0.000679931,5.852E-05,0.817951392
456,0.476833059,3.8221E-05,0.693360196,8.94058E-06,0.000824323,4.3221E-05,0.686989994
457,0.480319436,3.89759E-05,0.71756917,1.72226E-05,0.001006208,2.88984E-05,0.553046995
458,0.486286291,4.04615E-05,0.738349286,3.02089E-05,0.001026388,1.92815E-05,0.427209725
459,0.494129701,4.05235E-05,0.751892456,3.68972E-05,0.000835358,1.55857E-05,0.313293542
460,0.502734601,4.1841E-05,0.759323369,3.23213E-05,0.000629929,1.41354E-05,0.216677802
461,0.510311717,4.27738E-05,0.762221635,2.58783E-05,0.000529191,1.1938E-05,0.143179363
462,0.516398103,4.42692E-05,0.763610716,2.34657E-05,0.00051616,9.10254E-06,0.094311922
463,0.520103215,4.4822E-05,0.765308215,2.35545E-05,0.000562709,7.31878E-06,0.065187308
464,0.522103259,4.28924E-05,0.770130662,2.65186E-05,0.000626166,7.3685E-06,0.048238528
465,0.523555224,4.30529E-05,0.779625157,2.80293E-05,0.000591314,8.86194E-06,0.037405932
466,0.525448209,4.38359E-05,0.79275791,2.45619E-05,0.000423902,9.98205E-06,0.029336611
467,0.528219617,4.40233E-05,0.8053884,1.78097E-05,0.000238536,1.21299E-05,0.022589381
468,0.532014385,4.37844E-05,0.814037608,1.29421E-05,0.000110811,2.21494E-05,0.01681638
469,0.536452798,4.30579E-05,0.818217746,9.76973E-06,4.15373E-05,6.96092E-05,0.012120264
470,0.540878541,4.28458E-05,0.820501379,6.93577E-06,1.69295E-05,0.000218463,0.008621079
471,0.544199885,4.39888E-05,0.824382827,4.6376E-06,2.04542E-05,0.000554328,0.006024606
472,0.546177367,4.64082E-05,0.831548158,3.47311E-06,2.92174E-05,0.001075583,0.004103733
473,0.547739216,4.39839E-05,0.840615085,3.24919E-06,3.08616E-05,0.001650384,0.002957334
474,0.550202657,4.43563E-05,0.847930525,6.84229E-06,2.34068E-05,0.002123557,0.002395228
475,0.554563095,4.70186E-05,0.851701424,1.67711E-05,1.4353E-05,0.002485508,0.002097103
476,0.561093629,4.80191E-05,0.853343119,3.97394E-05,8.56563E-06,0.002711278,0.001912655
477,0.56982546,4.7059E-05,0.857723615,8.41194E-05,6.10429E-06,0.002719761,0.001756264
478,0.57910363,4.49355E-05,0.865928881,0.000141208,7.28882E-06,0.002334848,0.001547511
479,0.587574684,4.31461E-05,0.87663318,0.000180616,9.69195E-06,0.001598914,0.001263809
480,0.593571211,4.22823E-05,0.885573867,0.000171196,8.72469E-06,0.000818432,0.000952708
481,0.596066852,4.22343E-05,0.890736593,0.000121525,6.36224E-06,0.000304363,0.000680579
482,0.595371027,4.35071E-05,0.894540981,6.50553E-05,4.81568E-06,8.96578E-05,0.000482124
483,0.592282109,4.57091E-05,0.900585604,2.76188E-05,3.17893E-06,3.36688E-05,0.000359247
484,0.587938393,4.51775E-05,0.909801915,1.01091E-05,2.49899E-06,2.45801E-05,0.000294846
485,0.583933789,4.43233E-05,0.920274674,5.37069E-06,3.19251E-06,2.17428E-05,0.000271231
486,0.581855239,4.39676E-05,0.92837739,5.49938E-06,4.06931E-06,1.85246E-05,0.000273491
487,0.583324285,4.68132E-05,0.93270719,7.09223E-06,4.64674E-06,1.62128E-05,0.000292398
488,0.588578084,4.697E-05,0.933429168,6.97701E-06,5.00684E-06,2.25166E-05,0.000316595
489,0.59753329,4.8295E-05,0.93352552,4.78583E-06,4.96779E-06,5.51077E-05,0.000329968
490,0.608944693,5.06486E-05,0.936493849,6.11223E-06,4.03522E-06,0.000131648,0.00032487
491,0.620600703,5.06475E-05,0.943504874,2.0172E-05,2.83896E-06,0.00024597,0.000299478
492,0.631134007,5.39924E-05,0.953388856,5.12236E-05,2.49625E-06,0.000359369,0.000261293
493,0.638958368,5.45199E-05,0.960842366,8.81347E-05,2.40147E-06,0.00044935,0.000220087
494,0.64427763,5.35571E-05,0.963005576,9.7144E-05,2.90647E-06,0.000546623,0.000185454
495,0.647590576,5.36488E-05,0.960071809,7.23723E-05,3.88329E-06,0.000634388,0.00016115
496,0.650012657,5.39707E-05,0.957783171,5.03574E-05,4.85895E-06,0.000628826,0.000144288
497,0.652485883,5.20848E-05,0.961454918,3.81354E-05,5.23555E-06,0.000532216,0.000137667
498,0.655723021,5.337E-05,0.970726823,2.10313E-05,5.0399E-06,0.000420693,0.000142035
499,0.659625276,5.37847E-05,0.979764899,6.7785E-06,4.42948E-06,0.000361183,0.000155369
500,0.664117858,5.18261E-05,0.983452672,1.93885E-06,3.60804E-06,0.000348239,0.000180097
501,0.668790113,5.4099E-05,0.982540248,9.14624E-07,3.69822E-06,0.00034305,0.000216864
502,0.673608635,5.56685E-05,0.983692132,6.49932E-07,4.76369E-06,0.000309151,0.000257403
503,0.678263406,5.81701E-05,0.990606921,4.63108E-07,5.6622E-06,0.000244493,0.000284382
504,0.682138375,6.63659E-05,0.998799265,6.10174E-07,6.11931E-06,0.000173759,0.000279558
505,0.684452638,7.59368E-05,1,1.24439E-06,6.01814E-06,0.000126493,0.000242324
506,0.685182653,9.24302E-05,0.991293332,4.69398E-06,5.26798E-06,0.000134415,0.000189762
507,0.685061467,0.0001115,0.979147654,1.5229E-05,4.3044E-06,0.000226942,0.000141434
508,0.683681379,0.000125688,0.970601713,2.94182E-05,3.38533E-06,0.000399719,0.000112655
509,0.682302751,0.000136429,0.967422539,3.73844E-05,2.7773E-06,0.000602151,0.000103349
510,0.682066898,0.000146062,0.963640679,3.20159E-05,2.88741E-06,0.000776198,0.000113705
511,0.682742699,0.000156387,0.952444876,2.00225E-05,3.21467E-06,0.000929138,0.000138532
512,0.684417381,0.000169465,0.93790195,1.03779E-05,3.63536E-06,0.000996893,0.000169202
513,0.686613554,0.000192092,0.931795297,4.20319E-06,1.05315E-05,0.000871891,0.000192352
514,0.68877707,0.000223176,0.939426842,1.91162E-06,4.39472E-05,0.000588705,0.000194847
515,0.690406952,0.00026519,0.950791902,1.43249E-06,0.000132297,0.000320036,0.000176355
516,0.692002915,0.000323179,0.945892019,1.7853E-06,0.000262197,0.000169757,0.000145923
517,0.694076412,0.000402994,0.903570051,1.46321E-06,0.000347511,0.000111227,0.000115291
518,0.697821856,0.000531165,0.816181953,3.55796E-06,0.000305855,9.0194E-05,9.12454E-05
519,0.703620732,0.000785766,0.691677591,8.4984E-06,0.000185671,8.26998E-05,7.35626E-05
520,0.711371455,0.001303871,0.547568107,1.71111E-05,9.07073E-05,9.35343E-05,6.07567E-05
521,0.720141941,0.00235167,0.406619729,3.10946E-05,4.92251E-05,0.000139694,5.07459E-05
522,0.728111468,0.004643459,0.288532085,5.35835E-05,5.29951E-05,0.000224405,4.20526E-05
523,0.733409609,0.008400659,0.203051852,7.39672E-05,0.000105754,0.000321999,3.87384E-05
524,0.735159822,0.013573712,0.148608563,6.95819E-05,0.000206799,0.000401075,3.86457E-05
525,0.733098014,0.019925184,0.115131211,4.15558E-05,0.000293003,0.000462829,4.4988E-05
526,0.728057317,0.027061461,0.092067022,1.47049E-05,0.00030055,0.00047657,5.74192E-05
527,0.721543214,0.035637171,0.072709001,3.77276E-06,0.000250386,0.000402094,7.45803E-05
528,0.715067784,0.04836545,0.054852287,2.07958E-06,0.00025307,0.00026147,9.71932E-05
529,0.709778977,0.071175545,0.039253513,1.78802E-06,0.000393951,0.000138326,0.000115464
530,0.706841243,0.114142367,0.027303881,1.77848E-06,0.000616253,7.43901E-05,0.000121815
531,0.705960418,0.189090754,0.01987383,9.78612E-06,0.000712461,5.44208E-05,0.00011423
532,0.707491583,0.302026389,0.015838333,4.03587E-05,0.000588293,5.19813E-05,9.31509E-05
533,0.711200721,0.442550698,0.013604885,0.000109167,0.000360378,5.27125E-05,6.87595E-05
534,0.716724122,0.583553604,0.012012119,0.000202222,0.000205064,5.51821E-05,5.17798E-05
535,0.724979451,0.697702931,0.010672877,0.00023597,0.000147658,5.80538E-05,4.11978E-05
536,0.735705361,0.77283897,0.009072798,0.000177814,0.000133952,6.43985E-05,4.11932E-05
537,0.748703582,0.815550768,0.007260402,0.000109705,0.000113924,8.36092E-05,4.78629E-05
538,0.762791422,0.838966448,0.005522034,8.91258E-05,8.13663E-05,0.000139151,5.89907E-05
539,0.776621168,0.852719955,0.004093762,7.28492E-05,5.09074E-05,0.000258948,8.00489E-05
540,0.788158311,0.860887118,0.003071175,3.48861E-05,3.38855E-05,0.000434924,0.000105651
541,0.795160749,0.864921532,0.002404194,1.26476E-05,3.49808E-05,0.000625259,0.000138313
542,0.797519843,0.867912226,0.001988365,6.98383E-06,6.30796E-05,0.000784741,0.000188051
543,0.795956176,0.872647769,0.001715616,4.67966E-06,0.000146988,0.000839436,0.000250473
544,0.79078915,0.878571944,0.001509775,3.30286E-06,0.000306231,0.000711383,0.000325034
545,0.784549105,0.883924633,0.001330935,2.85295E-06,0.000489408,0.000437876,0.000428843
546,0.780104848,0.887149367,0.001171733,3.29627E-06,0.00059231,0.000196043,0.000560483
547,0.778938481,0.887881794,0.001038997,3.61756E-06,0.000584841,7.12906E-05,0.000676201
548,0.781782086,0.888757786,0.000940742,4.50737E-06,0.000538304,2.84479E-05,0.000722455
549,0.788417495,0.892255605,0.000883515,6.81853E-06,0.000532905,1.73738E-05,0.000682767
550,0.798071505,0.898099384,0.00086072,1.30481E-05,0.000545825,1.33151E-05,0.000592359
551,0.808958661,0.903018068,0.000860209,1.98242E-05,0.00050953,1.05549E-05,0.00049137
552,0.819728933,0.904871873,0.000862784,2.60904E-05,0.000411434,8.1275E-06,0.000486745
553,0.828918655,0.903748836,0.000839624,2.61194E-05,0.000300537,6.27412E-06,0.000656087
554,0.835519579,0.902458273,0.000788914,2.18361E-05,0.000220372,5.57545E-06,0.000968928
555,0.839422256,0.903554229,0.000720149,2.23291E-05,0.000182574,5.29618E-06,0.001510072
556,0.841331627,0.906943033,0.000650493,2.45564E-05,0.000176636,4.82581E-06,0.002514073
557,0.841960733,0.910248834,0.000600109,2.36435E-05,0.000196967,4.56988E-06,0.003808604
558,0.841683174,0.911116775,0.00057901,1.85212E-05,0.00024741,4.50699E-06,0.004719395
559,0.841415843,0.910688176,0.000584363,1.14484E-05,0.000338562,4.0167E-06,0.004919968
560,0.841825936,0.9124972,0.000613182,8.15945E-06,0.000468867,3.6181E-06,0.004556503
561,0.842684096,0.918950803,0.000653097,6.0344E-06,0.000590004,2.61462E-06,0.003711234
562,0.844271391,0.930834795,0.000676689,3.53532E-06,0.000632371,2.82184E-06,0.00264884
563,0.846699925,0.945745519,0.000666737,3.07408E-06,0.000575086,3.49698E-06,0.001789204
564,0.850051213,0.960432443,0.000628324,3.27983E-06,0.000460963,3.96977E-06,0.001285459
565,0.85443436,0.972492997,0.000578433,6.22735E-06,0.000357114,4.3043E-06,0.000964672
566,0.859305672,0.98029467,0.000531947,1.1562E-05,0.000283158,4.75529E-06,0.000774304
567,0.864339833,0.983638905,0.000500036,1.70723E-05,0.000220864,4.61755E-06,0.000836337
568,0.869583232,0.983729509,0.000481823,2.21625E-05,0.00016005,3.79563E-06,0.00108669
569,0.873890478,0.981358528,0.000468351,2.30313E-05,0.000103687,3.40509E-06,0.001323305
570,0.877289393,0.979361095,0.00045426,2.10733E-05,6.23225E-05,3.27343E-06,0.001818238
571,0.879203591,0.978916971,0.000434751,2.62058E-05,3.84661E-05,2.88767E-06,0.00320777
572,0.87965148,0.9791419,0.000414242,4.00525E-05,2.56546E-05,3.28439E-06,0.004982252
573,0.878914014,0.976919241,0.000395347,5.28871E-05,1.99373E-05,3.48426E-06,0.005710286
574,0.877791979,0.970215546,0.000379584,5.49492E-05,1.93197E-05,2.56751E-06,0.0055853
575,0.876596639,0.960367603,0.000374839,4.67848E-05,2.16182E-05,1.6837E-06,0.005308527
576,0.875886472,0.953629638,0.000378764,3.57613E-05,2.78086E-05,1.50831E-06,0.004166309
577,0.876032635,0.955580217,0.000390044,2.96475E-05,3.81101E-05,1.15873E-06,0.002248031
578,0.877606172,0.968072988,0.000405123,2.98124E-05,5.22611E-05,1.37868E-06,0.000722788
579,0.880380916,0.985502445,0.000413511,4.28799E-05,6.94355E-05,1.15284E-06,0.00014011
580,0.884120832,0.998009927,0.000407141,7.89882E-05,8.47588E-05,1.45708E-06,3.02991E-05
581,0.888198376,1,0.000388999,0.000154242,9.31106E-05,2.19274E-06,1.8044E-05
582,0.892487244,0.99355917,0.000366639,0.000260976,9.72081E-05,2.69154E-06,2.04316E-05
583,0.896762929,0.985080564,0.000346784,0.000356208,0.000103444,3.51122E-06,6.66732E-05
584,0.90027638,0.976934077,0.000332714,0.000393562,0.000112062,4.76619E-06,0.00022782
585,0.903401843,0.965842108,0.000326429,0.000358948,0.000115989,8.90926E-06,0.00049309
586,0.90597004,0.944433577,0.000325631,0.000309319,0.000110235,1.88377E-05,0.000775284
587,0.907693107,0.905331443,0.000329605,0.000291295,9.44882E-05,3.69381E-05,0.001175171
588,0.909052839,0.841029968,0.000341115,0.000288867,7.36207E-05,6.4928E-05,0.001890669
589,0.909902864,0.7416477,0.000358482,0.000266108,5.42294E-05,0.000100274,0.002582727
590,0.910625087,0.604502715,0.000378865,0.000232207,4.15372E-05,0.000136027,0.002778583
591,0.911173709,0.445525588,0.000395329,0.000206675,3.74257E-05,0.000166445,0.002650069
592,0.911792735,0.295599288,0.000405208,0.000190874,3.84466E-05,0.00017671,0.002641248
593,0.912524607,0.180711315,0.000410854,0.000179376,4.81131E-05,0.000153906,0.002731879
594,0.913686903,0.107260835,0.000417424,0.000184685,7.37327E-05,0.000108762,0.002650525
595,0.914991747,0.065234099,0.000435826,0.00022331,0.000128904,6.45501E-05,0.00232151
596,0.916612703,0.041592672,0.000469089,0.000308094,0.000230911,3.52622E-05,0.001888926
597,0.918895673,0.027425829,0.000504735,0.000459353,0.000387303,2.03814E-05,0.001360236
598,0.92145172,0.018586976,0.000520326,0.000676655,0.000581751,1.25974E-05,0.000769852
599,0.923696785,0.012829075,0.000504398,0.000943288,0.00078583,9.18369E-06,0.000327822
600,0.92556519,0.009058235,0.000466284,0.001246749,0.000975334,8.04258E-06,0.00012468
601,0.926843825,0.006840557,0.000421997,0.001594728,0.00110759,6.59584E-06,6.78742E-05
602,0.927427532,0.005439396,0.000384233,0.002058867,0.001094748,6.80162E-06,7.41772E-05
603,0.927268887,0.004698534,0.000365842,0.002763968,0.000886529,8.73356E-06,0.000111791
604,0.926464062,0.004199384,0.000372744,0.003845067,0.00056698,1.08375E-05,0.000159668
605,0.925399626,0.003900578,0.00042733,0.005500724,0.000290504,1.18926E-05,0.000220344
606,0.924409194,0.003771978,0.000562068,0.007795143,0.000128722,1.40363E-05,0.000322104
607,0.923948579,0.003573991,0.000731684,0.011211883,5.78997E-05,1.54465E-05,0.00045205
608,0.924420289,0.003135527,0.000819978,0.0168561,2.8812E-05,1.49281E-05,0.000523066
609,0.925813559,0.002489349,0.000784443,0.02464186,1.53163E-05,1.54029E-05,0.000500928
610,0.928355054,0.001802955,0.000670003,0.034292833,1.01636E-05,1.63611E-05,0.000442144
611,0.932036036,0.00124004,0.000543885,0.046852543,8.89957E-06,1.541E-05,0.000374841
612,0.936377175,0.000861104,0.000442116,0.062714497,7.4817E-06,1.43539E-05,0.000288846
613,0.941133949,0.000638475,0.00039301,0.081906902,5.65213E-06,1.25699E-05,0.000215301
614,0.945820163,0.0005109,0.0003887,0.104814922,4.62684E-06,1.08027E-05,0.000185948
615,0.949934205,0.00042727,0.000399369,0.133347504,4.14739E-06,9.76923E-06,0.000195339
616,0.95339455,0.000368183,0.000402338,0.1721809,2.8796E-06,9.25988E-06,0.000231509
617,0.9554697,0.000311043,0.000388546,0.229434417,2.23124E-06,9.07008E-06,0.000305718
618,0.956586872,0.000235275,0.000362249,0.316595691,3.18612E-06,9.47326E-06,0.000409823
619,0.956921186,0.000148842,0.000332031,0.442078487,3.26446E-06,1.11421E-05,0.000472652
620,0.95625755,8.81403E-05,0.000307044,0.598584544,3.71597E-06,1.5245E-05,0.000469445
621,0.954936677,4.66045E-05,0.000295813,0.755007319,4.06856E-06,2.23213E-05,0.000438728
622,0.953587613,3.44255E-05,0.000327013,0.868256923,3.86824E-06,3.5926E-05,0.000400699
623,0.952299122,4.64927E-05,0.000519536,0.912669195,3.31173E-06,6.24613E-05,0.000335747
624,0.950973782,5.78272E-05,0.000936756,0.900717535,3.12356E-06,0.000104707,0.000240761
625,0.950174902,6.62302E-05,0.001275283,0.862920212,3.15078E-06,0.000166507,0.000156703
626,0.949891362,6.97748E-05,0.001245835,0.82893057,3.90662E-06,0.000244344,0.000114009
627,0.950348773,7.23102E-05,0.001000168,0.814278515,4.23051E-06,0.000322104,0.000105256
