Wavelength,PAN,BLUE,GREEN,RED,NIR
723,9.270E-01,9.603E-06,3.721E-08,1.081E-06,5.823E-06
724,9.254E-01,8.489E-06,4.163E-08,9.257E-07,6.320E-06
725,9.237E-01,7.657E-06,3.990E-08,8.721E-07,6.802E-06
726,9.221E-01,7.123E-06,9.461E-08,7.727E-07,7.152E-06
727,9.205E-01,6.727E-06,1.425E-07,7.316E-07,7.527E-06
728,9.189E-01,6.601E-06,8.148E-08,7.068E-07,7.964E-06
729,9.182E-01,6.589E-06,3.911E-08,6.091E-07,8.377E-06
730,9.175E-01,6.760E-06,7.193E-08,5.522E-07,8.939E-06
731,9.168E-01,7.111E-06,5.097E-08,4.926E-07,9.897E-06
732,9.161E-01,7.554E-06,3.010E-08,4.704E-07,1.069E-05
733,9.154E-01,8.086E-06,1.098E-08,4.532E-07,1.177E-05
734,9.136E-01,8.723E-06,1.082E-08,3.847E-07,1.349E-05
735,9.118E-01,9.225E-06,3.776E-08,3.967E-07,1.549E-05
736,9.101E-01,9.980E-06,4.141E-08,3.459E-07,1.820E-05
737,9.083E-01,1.095E-05,6.255E-08,3.145E-07,2.165E-05
738,9.065E-01,1.186E-05,5.208E-08,3.370E-07,2.656E-05
739,9.028E-01,1.284E-05,4.108E-08,3.444E-07,3.213E-05
740,8.992E-01,1.418E-05,3.582E-08,2.990E-07,3.865E-05
741,8.956E-01,1.553E-05,3.601E-08,3.156E-07,4.751E-05
742,8.919E-01,1.701E-05,2.543E-08,3.185E-07,5.848E-05
743,8.883E-01,1.893E-05,6.421E-09,3.032E-07,7.047E-05
744,8.851E-01,2.127E-05,3.360E-08,3.070E-07,8.313E-05
745,8.820E-01,2.458E-05,3.647E-08,2.695E-07,9.892E-05
746,8.788E-01,2.888E-05,1.638E-07,3.206E-07,1.148E-04
747,8.756E-01,3.470E-05,1.110E-07,2.954E-07,1.332E-04
748,8.725E-01,4.337E-05,8.864E-08,2.570E-07,1.534E-04
749,8.720E-01,5.484E-05,1.647E-07,3.521E-07,1.776E-04
750,8.715E-01,7.130E-05,2.429E-07,2.619E-07,2.049E-04
751,8.710E-01,9.540E-05,5.116E-07,2.611E-07,2.397E-04
752,8.705E-01,1.292E-04,7.255E-07,2.970E-07,2.837E-04
753,8.700E-01,1.752E-04,7.710E-07,2.687E-07,3.385E-04
754,8.689E-01,2.290E-04,1.096E-06,2.743E-07,4.107E-04
755,8.677E-01,2.836E-04,9.725E-07,2.814E-07,5.073E-04
756,8.666E-01,3.250E-04,8.581E-07,2.955E-07,6.273E-04
757,8.655E-01,3.472E-04,6.117E-07,3.053E-07,7.881E-04
758,8.643E-01,3.457E-04,5.233E-07,3.499E-07,1.007E-03
759,8.627E-01,3.275E-04,6.706E-07,3.297E-07,1.286E-03
760,8.611E-01,2.985E-04,5.799E-07,2.588E-07,1.660E-03
761,8.594E-01,2.664E-04,5.553E-07,2.781E-07,2.154E-03
762,8.578E-01,2.319E-04,6.072E-07,3.785E-07,2.811E-03
763,8.562E-01,1.986E-04,3.645E-07,3.242E-07,3.666E-03
764,8.548E-01,1.681E-04,5.203E-07,3.111E-07,4.773E-03
765,8.534E-01,1.397E-04,4.957E-07,3.706E-07,6.256E-03
766,8.521E-01,1.145E-04,4.896E-07,2.949E-07,8.231E-03
767,8.507E-01,9.366E-05,5.599E-07,3.171E-07,1.084E-02
768,8.493E-01,7.618E-05,3.452E-07,2.684E-07,1.441E-02
769,8.484E-01,6.153E-05,3.870E-07,3.497E-07,1.935E-02
770,8.475E-01,4.912E-05,4.673E-07,4.288E-07,3.001E-02
771,8.466E-01,3.869E-05,4.196E-07,4.774E-07,4.602E-02
772,8.457E-01,3.068E-05,4.178E-07,5.176E-07,6.018E-02
773,8.447E-01,2.394E-05,4.228E-07,4.514E-07,8.570E-02
774,8.440E-01,1.889E-05,5.726E-07,5.781E-07,1.152E-01
775,8.432E-01,1.480E-05,9.153E-07,5.280E-07,1.690E-01
776,8.424E-01,1.196E-05,1.066E-06,5.116E-07,2.309E-01
777,8.416E-01,9.615E-06,1.610E-06,3.847E-07,3.301E-01
778,8.407E-01,7.775E-06,2.093E-06,4.144E-07,4.414E-01
779,8.392E-01,6.134E-06,2.926E-06,4.309E-07,5.732E-01
780,8.376E-01,5.171E-06,2.748E-06,3.850E-07,7.114E-01
781,8.361E-01,4.379E-06,1.943E-06,4.334E-07,8.206E-01
782,8.346E-01,3.737E-06,1.385E-06,5.640E-07,9.207E-01
783,8.328E-01,3.272E-06,6.302E-07,6.170E-07,9.683E-01
784,8.293E-01,2.686E-06,5.100E-07,9.029E-07,1.000E+00
785,8.257E-01,2.482E-06,6.082E-07,8.791E-07,9.987E-01
786,8.221E-01,2.221E-06,4.652E-07,1.104E-06,9.878E-01
787,8.186E-01,2.332E-06,2.737E-07,1.282E-06,9.674E-01
788,8.143E-01,2.172E-06,2.775E-07,1.202E-06,9.443E-01
789,8.058E-01,2.039E-06,4.258E-07,9.826E-07,9.230E-01
790,7.973E-01,2.089E-06,2.594E-07,9.175E-07,9.022E-01
791,7.889E-01,2.072E-06,2.643E-07,7.809E-07,8.852E-01
792,7.804E-01,2.201E-06,3.328E-07,7.632E-07,8.691E-01
793,7.599E-01,2.222E-06,3.618E-07,7.990E-07,8.566E-01
794,6.748E-01,2.480E-06,3.618E-07,1.027E-06,8.450E-01
795,5.896E-01,2.541E-06,3.771E-07,1.166E-06,8.348E-01
796,5.045E-01,2.840E-06,2.281E-07,1.228E-06,8.249E-01
797,4.193E-01,3.260E-06,2.991E-07,1.593E-06,8.141E-01
798,3.392E-01,4.009E-06,4.391E-07,1.785E-06,8.031E-01
799,2.835E-01,4.986E-06,3.215E-07,2.685E-06,8.051E-01
800,2.279E-01,6.418E-06,2.622E-07,3.861E-06,8.103E-01
801,1.723E-01,8.413E-06,1.130E-07,5.295E-06,8.145E-01
802,1.166E-01,1.184E-05,6.954E-08,8.641E-06,8.186E-01
803,6.966E-02,1.800E-05,2.804E-07,1.340E-05,8.222E-01
804,6.086E-02,2.764E-05,4.605E-07,2.477E-05,8.257E-01
805,4.704E-02,4.434E-05,3.562E-07,3.387E-05,8.296E-01
806,3.439E-02,8.816E-05,1.117E-06,4.392E-05,8.334E-01
807,1.513E-02,2.123E-04,2.108E-06,4.554E-05,8.375E-01
808,8.530E-03,3.778E-04,2.061E-06,4.311E-05,8.416E-01
809,4.607E-03,4.081E-04,1.575E-06,4.271E-05,8.458E-01
810,3.449E-03,2.662E-04,1.467E-06,3.855E-05,8.501E-01
811,2.627E-03,1.287E-04,6.570E-07,3.414E-05,8.541E-01
812,2.022E-03,5.525E-05,7.444E-07,3.407E-05,8.582E-01
813,1.562E-03,2.675E-05,2.874E-07,3.230E-05,8.626E-01
814,1.218E-03,1.488E-05,2.276E-07,3.575E-05,8.670E-01
815,9.647E-04,9.179E-06,2.906E-07,4.251E-05,8.718E-01
816,7.660E-04,6.250E-06,3.197E-07,4.988E-05,8.766E-01
817,6.124E-04,4.584E-06,1.291E-07,6.865E-05,8.822E-01
818,4.935E-04,3.619E-06,3.615E-07,7.941E-05,8.879E-01
819,3.989E-04,2.672E-06,1.819E-07,7.437E-05,8.865E-01
820,3.255E-04,2.091E-06,1.433E-07,5.062E-05,8.839E-01
821,2.654E-04,1.751E-06,1.965E-08,2.725E-05,8.818E-01
822,2.197E-04,1.513E-06,1.623E-07,1.545E-05,8.799E-01
823,1.813E-04,1.362E-06,1.487E-07,8.178E-06,8.781E-01
824,1.528E-04,1.027E-06,8.687E-08,5.711E-06,8.763E-01
825,1.280E-04,9.656E-07,2.512E-07,4.494E-06,8.744E-01
826,1.074E-04,1.067E-06,5.019E-07,3.124E-06,8.724E-01
827,9.051E-05,7.752E-07,4.514E-07,2.719E-06,8.700E-01
828,7.670E-05,1.014E-06,3.087E-07,1.877E-06,8.674E-01
829,6.493E-05,7.846E-07,1.689E-07,2.048E-06,8.646E-01
830,5.547E-05,6.771E-07,1.588E-07,1.874E-06,8.617E-01
831,4.806E-05,1.043E-06,4.495E-07,1.500E-06,8.589E-01
832,4.090E-05,7.700E-07,3.555E-07,1.540E-06,8.561E-01
833,3.543E-05,1.077E-06,3.688E-07,1.750E-06,8.534E-01
834,3.103E-05,1.024E-06,5.664E-07,2.645E-06,8.507E-01
835,2.731E-05,1.246E-06,1.296E-06,3.462E-06,8.485E-01
836,2.324E-05,1.323E-06,4.244E-06,4.760E-06,8.463E-01
837,2.089E-05,1.427E-06,7.241E-06,6.142E-06,8.451E-01
838,1.833E-05,1.690E-06,5.497E-06,6.792E-06,8.440E-01
839,1.553E-05,1.746E-06,2.681E-06,5.792E-06,8.418E-01
840,1.410E-05,2.180E-06,1.035E-06,4.118E-06,8.395E-01
841,1.286E-05,2.592E-06,2.525E-07,3.641E-06,8.364E-01
842,1.097E-05,2.680E-06,1.977E-07,2.352E-06,8.332E-01
843,9.728E-06,2.969E-06,8.567E-08,2.284E-06,8.288E-01
844,8.805E-06,2.974E-06,1.710E-07,2.350E-06,8.243E-01
845,7.881E-06,3.236E-06,3.305E-07,1.825E-06,8.181E-01
846,6.667E-06,3.600E-06,2.107E-07,2.062E-06,8.118E-01
847,6.438E-06,3.064E-06,1.483E-07,2.279E-06,8.046E-01
848,5.352E-06,2.751E-06,1.139E-05,3.478E-06,7.974E-01
849,4.781E-06,2.652E-06,5.679E-06,1.973E-06,7.898E-01
850,4.321E-06,2.518E-06,8.616E-06,6.579E-06,7.822E-01
851,3.870E-06,2.542E-06,1.256E-05,1.239E-05,7.751E-01
852,3.466E-06,2.428E-06,1.814E-05,8.401E-06,7.681E-01
853,3.139E-06,2.609E-06,1.186E-05,4.451E-06,7.621E-01
854,2.845E-06,2.772E-06,1.315E-05,3.696E-06,7.561E-01
855,2.577E-06,3.213E-06,1.970E-06,4.037E-06,7.505E-01
856,2.343E-06,3.959E-06,5.537E-06,5.436E-07,7.449E-01
857,2.067E-06,5.412E-06,1.041E-05,3.850E-06,7.397E-01
858,1.922E-06,8.246E-06,1.058E-05,8.437E-07,7.345E-01
859,1.760E-06,1.253E-05,5.156E-06,3.458E-06,7.287E-01
860,1.605E-06,1.763E-05,6.080E-06,3.709E-06,7.229E-01
861,1.470E-06,2.339E-05,1.085E-05,7.335E-06,7.164E-01
862,1.321E-06,2.920E-05,6.868E-06,5.466E-06,7.099E-01
863,1.258E-06,3.483E-05,8.010E-06,5.805E-06,7.028E-01
864,1.174E-06,3.750E-05,3.880E-06,7.097E-06,6.956E-01
865,1.052E-06,4.585E-05,6.774E-06,6.327E-06,6.876E-01
866,9.993E-07,5.037E-05,3.611E-06,2.392E-06,6.795E-01
867,9.242E-07,5.392E-05,7.705E-06,3.824E-06,6.716E-01
868,8.475E-07,5.503E-05,1.194E-06,2.434E-06,6.637E-01
869,7.709E-07,5.389E-05,5.511E-06,1.647E-06,6.566E-01
870,7.402E-07,4.775E-05,5.900E-06,2.986E-06,6.494E-01
871,6.836E-07,4.761E-05,2.354E-06,6.222E-06,6.427E-01
872,6.658E-07,4.329E-05,2.589E-06,1.745E-06,6.359E-01
873,5.916E-07,3.837E-05,3.258E-06,2.310E-06,6.294E-01
874,5.646E-07,2.836E-05,3.590E-06,4.625E-06,6.229E-01
875,5.246E-07,2.514E-05,3.921E-06,4.620E-06,6.167E-01
876,4.909E-07,1.984E-05,2.707E-06,2.431E-06,6.106E-01
877,4.757E-07,1.682E-05,1.538E-06,4.264E-06,6.045E-01
878,4.332E-07,1.065E-05,3.593E-06,3.648E-06,5.984E-01
879,4.468E-07,9.280E-06,1.084E-06,2.604E-06,5.918E-01
880,3.995E-07,6.809E-06,2.229E-06,2.152E-06,5.853E-01
881,4.078E-07,4.828E-06,5.095E-07,8.221E-07,5.786E-01
882,3.820E-07,3.057E-06,3.186E-06,2.168E-06,5.720E-01
883,3.516E-07,2.247E-06,3.453E-06,2.107E-06,5.660E-01
884,3.380E-07,1.466E-06,1.642E-06,3.444E-06,5.601E-01
885,3.421E-07,9.657E-07,2.159E-06,3.501E-06,5.546E-01
886,3.125E-07,6.519E-07,2.859E-06,1.401E-06,5.491E-01
887,2.999E-07,4.659E-07,2.170E-06,2.713E-06,5.448E-01
888,2.874E-07,3.691E-07,1.793E-06,1.951E-06,5.405E-01
889,2.731E-07,2.998E-07,3.630E-07,1.343E-06,5.370E-01
890,2.630E-07,2.703E-07,2.037E-06,2.013E-06,5.334E-01
891,2.733E-07,2.402E-07,1.345E-06,3.137E-06,5.304E-01
892,2.194E-07,2.245E-07,3.298E-07,1.700E-06,5.275E-01
893,2.126E-07,2.047E-07,1.242E-06,6.715E-07,5.249E-01
894,2.021E-07,1.954E-07,2.002E-06,1.459E-06,5.223E-01
895,2.117E-07,1.884E-07,2.110E-06,2.423E-06,5.197E-01
896,1.778E-07,1.652E-07,3.402E-06,1.544E-06,5.171E-01
897,1.566E-07,1.795E-07,2.894E-06,1.830E-06,5.144E-01
898,1.238E-07,1.583E-07,2.086E-06,1.456E-06,5.116E-01
899,1.269E-07,1.475E-07,2.352E-06,2.061E-06,5.088E-01
900,1.240E-07,1.629E-07,1.745E-06,2.060E-06,5.059E-01
901,1.008E-07,1.602E-07,5.626E-07,1.609E-06,5.032E-01
902,1.012E-07,1.526E-07,6.287E-07,2.241E-06,5.004E-01
903,1.029E-07,1.446E-07,1.397E-06,1.473E-06,4.974E-01
904,9.616E-08,1.500E-07,8.717E-07,1.456E-06,4.944E-01
905,4.663E-08,1.386E-07,2.529E-06,1.911E-06,4.913E-01
906,5.417E-08,1.411E-07,1.497E-06,2.303E-06,4.883E-01
907,4.340E-08,1.514E-07,2.763E-06,1.417E-06,4.851E-01
908,2.613E-08,1.317E-07,1.535E-06,1.970E-06,4.819E-01
909,2.831E-08,1.346E-07,8.955E-07,1.589E-06,4.790E-01
910,3.400E-08,1.455E-07,1.676E-06,1.980E-06,4.761E-01
911,1.928E-08,1.443E-07,2.682E-06,1.714E-06,4.739E-01
912,1.465E-08,1.415E-07,1.450E-06,1.978E-06,4.717E-01
913,1.882E-08,1.562E-07,1.920E-06,1.645E-06,4.700E-01
914,1.729E-08,1.688E-07,1.438E-06,1.542E-06,4.682E-01
915,3.195E-08,1.588E-07,1.320E-06,1.915E-06,4.648E-01
916,9.915E-09,1.702E-07,1.313E-06,1.175E-06,4.604E-01
917,1.906E-08,1.780E-07,6.713E-07,9.074E-07,4.468E-01
918,1.748E-08,1.802E-07,1.982E-06,1.219E-06,4.312E-01
919,2.043E-08,1.915E-07,1.055E-06,2.177E-06,3.974E-01
920,1.113E-08,2.026E-07,1.392E-06,9.925E-07,3.616E-01
921,2.284E-08,2.326E-07,1.421E-06,7.506E-07,3.088E-01
922,9.156E-09,2.640E-07,2.358E-06,9.761E-07,2.561E-01
923,1.801E-08,2.972E-07,2.726E-06,9.969E-07,2.030E-01
924,1.443E-08,3.637E-07,2.159E-06,9.439E-07,1.518E-01
925,4.659E-09,4.491E-07,1.688E-06,7.809E-07,1.145E-01
926,1.511E-08,5.781E-07,9.886E-07,8.909E-07,7.919E-02
927,2.282E-08,7.532E-07,1.565E-06,6.816E-07,5.857E-02
928,1.845E-08,9.905E-07,1.629E-06,6.906E-07,3.925E-02
929,3.258E-09,1.278E-06,1.529E-06,6.808E-07,2.934E-02
930,1.385E-08,1.592E-06,1.799E-06,8.346E-07,2.008E-02
931,3.602E-09,1.924E-06,1.683E-06,5.282E-07,1.544E-02
932,1.138E-08,2.285E-06,1.796E-06,1.364E-07,1.109E-02
933,2.557E-09,2.615E-06,1.682E-06,3.636E-07,8.778E-03
934,5.864E-09,2.935E-06,1.593E-06,5.013E-07,6.622E-03
935,9.616E-09,3.221E-06,1.687E-06,8.700E-07,5.476E-03
936,9.783E-09,3.412E-06,1.490E-06,5.527E-07,4.409E-03
937,1.454E-08,3.536E-06,1.577E-06,4.852E-07,3.832E-03
938,1.077E-08,3.608E-06,1.562E-06,5.348E-07,3.275E-03
939,9.985E-09,3.644E-06,8.056E-07,2.063E-07,2.832E-03
940,2.161E-08,3.732E-06,1.005E-06,3.754E-07,2.353E-03
941,1.345E-08,4.025E-06,1.055E-06,4.111E-07,2.116E-03
942,3.990E-09,4.768E-06,1.168E-06,3.260E-07,1.729E-03
943,1.820E-08,5.998E-06,9.933E-07,3.288E-07,1.234E-03
944,7.372E-09,7.694E-06,9.237E-07,2.072E-07,8.944E-04
945,1.058E-08,1.002E-05,1.271E-06,3.239E-07,6.544E-04
946,4.090E-09,1.269E-05,6.107E-07,1.083E-07,4.804E-04
947,8.545E-09,1.540E-05,4.480E-07,1.313E-07,3.579E-04
948,5.632E-09,1.782E-05,8.133E-07,1.751E-07,2.683E-04
949,8.257E-09,1.979E-05,6.772E-07,2.567E-07,2.019E-04
950,6.149E-09,2.139E-05,5.916E-07,3.809E-07,1.551E-04
951,1.606E-08,2.205E-05,6.277E-07,3.108E-07,1.219E-04
952,3.396E-09,2.103E-05,5.739E-07,3.047E-07,9.502E-05
953,1.335E-08,1.857E-05,6.003E-07,8.116E-08,7.466E-05
954,8.465E-09,1.550E-05,5.705E-07,8.111E-08,5.971E-05
955,1.626E-08,1.235E-05,8.017E-07,1.457E-07,4.746E-05
956,1.601E-08,9.327E-06,7.656E-07,1.663E-07,3.776E-05
957,3.656E-09,6.644E-06,6.045E-07,3.075E-07,3.085E-05
958,1.643E-08,4.467E-06,5.444E-07,1.347E-07,2.553E-05
959,2.757E-09,2.980E-06,6.039E-07,2.582E-07,2.082E-05
960,8.155E-09,1.966E-06,5.022E-07,1.101E-07,1.737E-05
961,9.836E-09,1.274E-06,3.509E-07,7.207E-08,1.406E-05
962,1.311E-08,8.639E-07,5.233E-07,1.356E-07,1.145E-05
963,6.009E-09,6.587E-07,5.073E-07,1.218E-07,9.525E-06
964,9.212E-09,5.483E-07,4.327E-07,1.251E-07,8.151E-06
965,7.100E-09,4.778E-07,6.479E-07,1.577E-07,6.842E-06
966,4.194E-09,4.279E-07,5.276E-07,1.437E-07,5.926E-06
967,1.111E-08,3.976E-07,4.402E-07,1.558E-07,5.168E-06
968,8.171E-09,3.746E-07,2.720E-07,1.489E-07,4.484E-06
969,4.779E-09,3.587E-07,2.350E-07,1.454E-07,3.926E-06
970,7.445E-09,3.496E-07,3.518E-07,1.035E-07,3.285E-06
971,7.094E-09,3.470E-07,3.132E-07,8.876E-08,2.871E-06
972,1.018E-08,3.491E-07,4.249E-07,6.461E-08,2.554E-06
973,1.045E-08,3.566E-07,3.699E-07,1.030E-07,1.964E-06
974,1.024E-08,3.685E-07,3.954E-07,2.141E-07,1.657E-06
975,1.203E-08,3.890E-07,3.176E-07,1.662E-07,1.587E-06
976,8.533E-09,4.148E-07,3.537E-07,1.288E-07,1.342E-06
977,7.723E-09,4.517E-07,4.180E-07,7.556E-08,1.153E-06
978,8.538E-09,5.018E-07,2.513E-07,1.286E-07,1.107E-06
979,5.338E-09,5.737E-07,2.589E-07,1.921E-07,1.015E-06
980,6.466E-09,6.753E-07,2.443E-07,1.363E-07,7.689E-07
981,8.806E-09,8.197E-07,3.007E-07,1.779E-07,6.303E-07
982,1.203E-08,1.036E-06,3.254E-07,2.022E-07,8.322E-07
983,1.109E-08,1.350E-06,2.482E-07,1.543E-07,6.446E-07
984,9.165E-09,1.789E-06,2.154E-07,1.353E-07,5.714E-07
985,9.117E-09,2.389E-06,2.266E-07,1.797E-07,3.359E-07
986,8.552E-09,3.120E-06,3.506E-07,2.370E-07,3.987E-07
987,1.046E-08,4.060E-06,3.747E-07,2.397E-07,4.003E-07
988,1.320E-08,5.187E-06,2.293E-07,2.170E-07,2.669E-07
989,9.630E-09,6.435E-06,2.092E-07,2.533E-07,4.502E-07
990,7.848E-09,7.766E-06,2.621E-07,2.133E-07,3.618E-07
991,8.461E-09,8.952E-06,2.634E-07,2.334E-07,2.288E-07
992,1.217E-08,9.755E-06,1.972E-07,2.767E-07,3.572E-07
993,7.962E-09,1.012E-05,2.161E-07,2.912E-07,4.052E-07
994,1.035E-08,9.848E-06,2.246E-07,3.632E-07,1.967E-07
995,1.169E-08,9.091E-06,2.149E-07,2.901E-07,2.865E-07
996,1.239E-08,8.034E-06,1.693E-07,3.503E-07,3.490E-07
997,1.174E-08,6.824E-06,1.671E-07,3.739E-07,1.908E-07
998,8.128E-09,5.636E-06,2.212E-07,4.775E-07,1.895E-07
999,1.385E-08,4.633E-06,2.332E-07,5.472E-07,1.194E-07
1000,1.045E-08,3.834E-06,2.522E-07,5.176E-07,5.437E-08
1001,1.136E-08,3.162E-06,2.247E-07,5.540E-07,2.089E-07
1002,1.384E-08,2.695E-06,1.692E-07,6.029E-07,1.952E-07
1003,1.211E-08,2.342E-06,2.665E-07,7.323E-07,7.937E-08
1004,1.056E-08,2.101E-06,2.982E-07,7.991E-07,1.646E-07
1005,1.627E-08,1.942E-06,3.068E-07,7.870E-07,9.693E-08
1006,1.392E-08,1.858E-06,3.683E-07,7.046E-07,1.506E-07
1007,1.596E-08,1.806E-06,3.724E-07,7.593E-07,1.116E-07
1008,1.595E-08,1.801E-06,3.243E-07,8.643E-07,1.198E-07
1009,1.553E-08,1.824E-06,2.956E-07,8.704E-07,1.379E-07
1010,1.645E-08,1.873E-06,2.913E-07,9.237E-07,2.011E-07
1011,2.194E-08,1.961E-06,3.742E-07,9.389E-07,2.185E-07
1012,2.141E-08,2.086E-06,4.574E-07,8.614E-07,1.495E-07
1013,2.095E-08,2.241E-06,3.745E-07,8.766E-07,8.174E-08
1014,2.425E-08,2.410E-06,3.926E-07,9.465E-07,1.175E-07
1015,2.399E-08,2.630E-06,4.343E-07,9.246E-07,4.271E-08
1016,2.664E-08,2.876E-06,4.535E-07,7.967E-07,5.710E-08
1017,2.932E-08,3.147E-06,4.398E-07,7.976E-07,1.021E-07
1018,2.949E-08,3.427E-06,4.478E-07,9.116E-07,8.026E-08
1019,3.219E-08,3.710E-06,5.162E-07,8.905E-07,6.825E-08
1020,3.646E-08,3.812E-06,5.321E-07,8.110E-07,5.585E-08
1021,4.633E-08,4.198E-06,5.523E-07,7.774E-07,8.404E-08
1022,4.666E-08,4.045E-06,5.783E-07,7.426E-07,1.578E-07
1023,5.218E-08,4.174E-06,5.971E-07,7.154E-07,9.433E-08
1024,5.963E-08,4.470E-06,5.743E-07,6.839E-07,9.296E-08
1025,6.438E-08,4.408E-06,5.715E-07,6.813E-07,2.595E-08
1026,7.542E-08,4.230E-06,5.701E-07,6.497E-07,6.218E-08
1027,8.120E-08,3.978E-06,5.924E-07,6.060E-07,5.518E-08
1028,8.567E-08,3.435E-06,6.075E-07,6.364E-07,3.293E-08
1029,9.164E-08,3.168E-06,5.881E-07,5.973E-07,3.589E-08
1030,9.557E-08,2.904E-06,5.899E-07,5.609E-07,6.657E-08
1031,9.473E-08,2.631E-06,5.462E-07,5.379E-07,5.297E-08
1032,9.548E-08,2.380E-06,5.559E-07,4.166E-07,6.627E-08
1033,9.587E-08,2.176E-06,5.474E-07,3.793E-07,6.003E-08
1034,9.335E-08,1.989E-06,5.330E-07,4.123E-07,5.909E-08
1035,9.252E-08,1.841E-06,5.437E-07,3.954E-07,8.615E-08
1036,9.327E-08,1.716E-06,5.401E-07,3.641E-07,5.687E-08
1037,9.297E-08,1.604E-06,5.162E-07,3.380E-07,4.413E-08
1038,9.171E-08,1.512E-06,4.924E-07,2.823E-07,6.413E-08
1039,9.166E-08,1.461E-06,4.885E-07,2.786E-07,4.264E-08
1040,9.221E-08,1.429E-06,4.894E-07,2.977E-07,5.689E-08
1041,9.016E-08,1.404E-06,4.749E-07,2.773E-07,7.502E-08
1042,8.883E-08,1.514E-06,4.735E-07,2.794E-07,5.949E-08
1043,8.981E-08,1.463E-06,4.777E-07,2.562E-07,3.770E-08
1044,8.986E-08,1.540E-06,4.874E-07,2.322E-07,2.775E-08
1045,8.784E-08,1.569E-06,4.841E-07,2.235E-07,1.775E-08
1046,8.903E-08,1.496E-06,4.858E-07,1.957E-07,5.340E-09
1047,8.878E-08,1.569E-06,5.187E-07,1.839E-07,1.701E-08
1048,8.901E-08,1.646E-06,5.307E-07,1.923E-07,2.766E-08
1049,8.924E-08,1.745E-06,5.519E-07,1.809E-07,1.268E-08
1050,8.832E-08,1.677E-06,5.749E-07,1.752E-07,9.720E-09
1051,8.915E-08,1.803E-06,5.912E-07,1.692E-07,2.600E-08
1052,8.814E-08,2.160E-06,6.278E-07,1.514E-07,2.610E-08
1053,9.037E-08,2.382E-06,6.713E-07,1.507E-07,1.586E-08
1054,8.950E-08,2.635E-06,7.140E-07,1.083E-07,2.350E-08
1055,9.187E-08,2.914E-06,7.565E-07,1.056E-07,2.758E-08
1056,9.302E-08,2.932E-06,8.154E-07,1.337E-07,2.175E-08
1057,9.334E-08,3.257E-06,8.865E-07,1.285E-07,3.728E-08
1058,9.344E-08,4.376E-06,9.654E-07,1.429E-07,2.386E-08
1059,9.481E-08,4.789E-06,1.071E-06,1.452E-07,9.062E-09
1060,9.551E-08,5.176E-06,1.186E-06,1.443E-07,2.036E-08
1061,9.647E-08,5.561E-06,1.315E-06,1.396E-07,1.942E-08
1062,9.716E-08,5.856E-06,1.469E-06,1.273E-07,7.087E-09
1063,9.940E-08,6.065E-06,1.650E-06,1.232E-07,9.219E-09
1064,1.008E-07,5.616E-06,1.847E-06,1.304E-07,1.854E-08
1065,1.019E-07,5.477E-06,2.063E-06,1.291E-07,2.618E-08
1066,1.035E-07,5.259E-06,2.310E-06,1.178E-07,1.602E-08
1067,1.054E-07,5.042E-06,2.606E-06,1.120E-07,1.263E-08
1068,1.083E-07,5.203E-06,2.926E-06,1.159E-07,1.571E-08
1069,1.112E-07,4.884E-06,3.264E-06,1.210E-07,8.123E-09
1070,1.144E-07,4.169E-06,3.631E-06,1.185E-07,8.744E-09
1071,1.180E-07,3.837E-06,4.040E-06,1.142E-07,1.380E-08
1072,1.229E-07,3.542E-06,4.452E-06,1.114E-07,1.024E-08
1073,1.276E-07,3.273E-06,4.878E-06,1.087E-07,1.626E-08
1074,1.338E-07,3.326E-06,5.347E-06,9.360E-08,2.457E-08
1075,1.392E-07,3.125E-06,5.823E-06,9.206E-08,2.217E-08
1076,1.459E-07,2.953E-06,6.309E-06,8.103E-08,1.218E-08
1077,1.522E-07,2.791E-06,6.800E-06,7.592E-08,5.492E-09
1078,1.597E-07,2.674E-06,7.295E-06,7.955E-08,7.701E-09
1079,1.680E-07,2.613E-06,7.810E-06,8.065E-08,9.238E-09
1080,1.752E-07,2.564E-06,8.387E-06,8.298E-08,4.761E-09
1081,1.840E-07,2.533E-06,9.053E-06,8.379E-08,4.410E-09
1082,1.936E-07,2.292E-06,9.732E-06,8.642E-08,1.295E-08
1083,2.049E-07,2.270E-06,1.038E-05,8.665E-08,1.358E-08
1084,2.161E-07,2.381E-06,1.100E-05,9.010E-08,8.355E-09
1085,2.299E-07,2.428E-06,1.163E-05,9.154E-08,6.406E-09
1086,2.420E-07,2.501E-06,1.234E-05,9.216E-08,2.986E-09
1087,2.571E-07,2.592E-06,1.302E-05,9.940E-08,2.777E-09
1088,2.745E-07,2.461E-06,1.361E-05,8.995E-08,9.885E-09
1089,2.919E-07,2.620E-06,1.425E-05,9.530E-08,9.040E-09
1090,3.111E-07,3.060E-06,1.495E-05,1.331E-07,3.994E-09
1091,3.316E-07,3.258E-06,1.568E-05,1.464E-07,5.908E-09
1092,3.565E-07,3.507E-06,1.642E-05,1.434E-07,7.987E-09
1093,3.832E-07,3.809E-06,1.713E-05,1.561E-07,1.323E-08
1094,4.136E-07,3.375E-06,1.803E-05,1.642E-07,1.319E-08
1095,4.460E-07,3.706E-06,1.907E-05,1.763E-07,9.997E-09
1096,4.834E-07,5.534E-06,2.008E-05,1.642E-07,9.565E-09
1097,5.230E-07,6.136E-06,2.120E-05,1.755E-07,7.080E-09
