Wavelength,Panchromatic,NIR1,Red,Green,Blue,Red Edge,Yellow,Coastal,NIR2,SWIR1,SWIR2,SWIR3,SWIR4,SWIR5,SWIR6,SWIR7,SWIR8
524,0.642,1.484e-06,2.713e-07,0.7932,0.002309,6.968e-10,5.071e-07,1.063e-07,1.06e-05,0,0,0,0,0,0,0,0
525,0.6493,1.142e-06,2.672e-07,0.807,0.001574,1.344e-08,3.043e-07,9.617e-08,4.59e-06,0,0,0,0,0,0,0,0
526,0.6567,8.366e-07,1.778e-07,0.8099,0.001142,7.742e-08,3.087e-07,2.187e-07,7.969e-07,0,0,0,0,0,0,0,0
527,0.6642,7.662e-07,2.305e-07,0.8131,0.0008448,3.131e-07,3.223e-07,4.271e-07,5.872e-07,0,0,0,0,0,0,0,0
528,0.6718,6.909e-07,2.667e-07,0.818,0.0006357,1.027e-06,1.552e-07,1.434e-07,8.686e-08,0,0,0,0,0,0,0,0
529,0.6775,6.861e-07,9.704e-07,0.8232,0.0004899,1.423e-06,2.768e-07,2.214e-07,1.121e-07,0,0,0,0,0,0,0,0
530,0.6804,7.578e-07,8.966e-07,0.834,0.0003888,1.05e-06,2.165e-07,1.868e-07,8.954e-07,0,0,0,0,0,0,0,0
531,0.6833,7.577e-07,6.141e-07,0.8438,0.0003193,4.141e-07,3.094e-07,2.196e-07,1.912e-07,0,0,0,0,0,0,0,0
532,0.6863,8.008e-07,7.476e-07,0.842,0.000271,1.312e-07,2.87e-07,4.287e-07,1.158e-10,0,0,0,0,0,0,0,0
533,0.6895,7.688e-07,1.426e-06,0.8385,0.0002336,1.274e-07,4.335e-07,2.391e-07,6.567e-08,0,0,0,0,0,0,0,0
534,0.6924,7.588e-07,1.406e-06,0.8143,0.0001986,1.995e-07,5.935e-07,5.644e-07,8.011e-07,0,0,0,0,0,0,0,0
535,0.6948,7.341e-07,5.473e-07,0.7926,0.0001616,9.881e-07,6.623e-07,9.452e-07,1.225e-06,0,0,0,0,0,0,0,0
536,0.6971,7.33e-07,4.231e-07,0.7968,0.0001269,1.886e-06,8.312e-07,5.302e-07,1.469e-06,0,0,0,0,0,0,0,0
537,0.6991,7.734e-07,5.156e-07,0.8026,9.581e-05,1.625e-06,9.055e-07,3.009e-07,2.476e-06,0,0,0,0,0,0,0,0
538,0.7013,8.616e-07,9.904e-07,0.8263,7.217e-05,5.286e-07,9.255e-07,8.017e-08,2.659e-06,0,0,0,0,0,0,0,0
539,0.7039,9.107e-07,7.304e-07,0.8493,5.598e-05,4.234e-08,9.23e-07,3.299e-07,1.53e-06,0,0,0,0,0,0,0,0
540,0.7064,9.795e-07,3.524e-07,0.8593,4.416e-05,3.536e-08,9.03e-07,1.842e-07,7.247e-08,0,0,0,0,0,0,0,0
541,0.7085,1.193e-06,3.983e-07,0.8686,3.672e-05,3.447e-08,9.143e-07,2.409e-07,7.748e-09,0,0,0,0,0,0,0,0
542,0.7105,1.35e-06,5.212e-07,0.8743,3.158e-05,1.978e-08,8.873e-07,3.749e-08,1.394e-07,0,0,0,0,0,0,0,0
543,0.7126,1.398e-06,7.149e-07,0.8792,2.823e-05,5.609e-08,9.537e-07,6.667e-08,5.579e-07,0,0,0,0,0,0,0,0
544,0.7144,1.391e-06,1.103e-06,0.8767,2.503e-05,1.878e-07,8.757e-07,2.853e-08,1.494e-08,0,0,0,0,0,0,0,0
545,0.7157,1.272e-06,8.608e-07,0.8748,2.216e-05,2.916e-07,8.029e-07,9.102e-08,1.805e-07,0,0,0,0,0,0,0,0
546,0.7171,1.226e-06,6.041e-07,0.8759,1.97e-05,1.521e-07,7.341e-07,1.713e-07,5.238e-07,0,0,0,0,0,0,0,0
547,0.7184,1.28e-06,6.625e-07,0.8771,1.723e-05,4.503e-08,7.459e-07,7.541e-08,3.259e-07,0,0,0,0,0,0,0,0
548,0.7197,1.481e-06,7.904e-07,0.8781,1.496e-05,1.366e-08,6.929e-07,1.017e-07,9.546e-08,0,0,0,0,0,0,0,0
549,0.7217,1.921e-06,1.056e-06,0.8802,1.34e-05,1.647e-08,5.944e-07,1.332e-07,6.583e-07,0,0,0,0,0,0,0,0
550,0.7249,2.779e-06,1.414e-06,0.8916,1.219e-05,4.09e-08,6.61e-07,2.573e-07,3.434e-06,0,0,0,0,0,0,0,0
551,0.7282,3.568e-06,1.393e-06,0.9031,1.127e-05,1.813e-09,7.278e-07,1.981e-07,4.678e-06,0,0,0,0,0,0,0,0
552,0.7317,3.8e-06,9.188e-07,0.9134,1.03e-05,1.465e-08,7.154e-07,1.69e-07,3.135e-06,0,0,0,0,0,0,0,0
553,0.7354,3.529e-06,9.635e-07,0.9246,9.534e-06,1.719e-08,8.328e-07,4.139e-07,1.286e-06,0,0,0,0,0,0,0,0
554,0.7385,2.873e-06,1.069e-06,0.9401,8.892e-06,1.03e-10,7.829e-07,8.628e-08,9.115e-09,0,0,0,0,0,0,0,0
555,0.7407,2.379e-06,1.691e-06,0.954,7.926e-06,7.369e-10,6.627e-07,6.218e-08,5.572e-07,0,0,0,0,0,0,0,0
556,0.743,2.198e-06,9.877e-07,0.9632,6.683e-06,2.999e-09,6.954e-07,1.023e-07,3.255e-06,0,0,0,0,0,0,0,0
557,0.746,2.401e-06,8.666e-07,0.9714,5.679e-06,4.725e-10,8.604e-07,6.867e-08,3.887e-07,0,0,0,0,0,0,0,0
558,0.7495,2.732e-06,1.022e-06,0.9678,5.311e-06,7.578e-09,9.128e-07,1.322e-07,1.209e-07,0,0,0,0,0,0,0,0
559,0.7522,3.491e-06,1.811e-06,0.965,4.554e-06,3.256e-08,1.18e-06,8.391e-08,4.557e-07,0,0,0,0,0,0,0,0
560,0.7541,4.85e-06,2.224e-06,0.9699,3.967e-06,1.196e-08,1.576e-06,1.613e-07,2.216e-06,0,0,0,0,0,0,0,0
561,0.756,6.37e-06,1.323e-06,0.9738,3.898e-06,3.589e-09,1.904e-06,1.132e-07,1.76e-07,0,0,0,0,0,0,0,0
562,0.7579,7.059e-06,1.584e-06,0.9732,3.692e-06,2.446e-08,2.274e-06,5.872e-08,5.686e-08,0,0,0,0,0,0,0,0
563,0.7601,6.331e-06,2.35e-06,0.9709,3.324e-06,3.346e-08,3.203e-06,1.026e-07,1.963e-07,0,0,0,0,0,0,0,0
564,0.7629,4.657e-06,3.282e-06,0.9578,3.231e-06,5.869e-08,4.339e-06,6.444e-08,1.095e-06,0,0,0,0,0,0,0,0
565,0.766,3.36e-06,2.845e-06,0.9455,3.364e-06,2.075e-08,5.747e-06,4.173e-08,8.848e-08,0,0,0,0,0,0,0,0
566,0.7691,2.555e-06,1.92e-06,0.94,3.211e-06,1.236e-08,7.747e-06,1.397e-07,1.524e-07,0,0,0,0,0,0,0,0
567,0.7724,2.186e-06,1.726e-06,0.938,3.036e-06,7.566e-10,1.091e-05,1.43e-07,1.999e-07,0,0,0,0,0,0,0,0
568,0.7759,2.016e-06,1.862e-06,0.9537,3.096e-06,8.798e-09,1.595e-05,7.62e-08,3.761e-07,0,0,0,0,0,0,0,0
569,0.7791,2.269e-06,1.988e-06,0.9697,2.962e-06,2.944e-08,2.405e-05,5.345e-08,7.518e-07,0,0,0,0,0,0,0,0
570,0.7819,3.12e-06,1.319e-06,0.9849,2.813e-06,1.45e-08,3.794e-05,1.022e-08,3.343e-06,0,0,0,0,0,0,0,0
571,0.7844,4.882e-06,1.478e-06,0.9978,2.171e-06,1.712e-09,6.288e-05,2.104e-08,1.329e-10,0,0,0,0,0,0,0,0
572,0.7868,7.736e-06,2.101e-06,1,2.04e-06,8.301e-09,0.0001093,3.339e-08,1.789e-07,0,0,0,0,0,0,0,0
573,0.7895,8.934e-06,2.22e-06,0.9994,2.298e-06,1.026e-08,0.000197,9.071e-08,9.523e-07,0,0,0,0,0,0,0,0
574,0.7919,6.759e-06,1.325e-06,0.984,1.932e-06,4.758e-08,0.0003626,7.564e-08,4.415e-07,0,0,0,0,0,0,0,0
575,0.794,3.681e-06,1.568e-06,0.9611,1.775e-06,2.061e-08,0.0006756,1.087e-07,1.135e-07,0,0,0,0,0,0,0,0
576,0.7963,2.017e-06,2.116e-06,0.9047,1.887e-06,2.95e-09,0.001276,2.448e-07,1.144e-07,0,0,0,0,0,0,0,0
577,0.7989,1.485e-06,1.807e-06,0.8351,1.63e-06,1.305e-08,0.002448,1.41e-07,3.05e-07,0,0,0,0,0,0,0,0
578,0.8015,1.189e-06,1.214e-06,0.7057,1.486e-06,2.819e-10,0.004861,1.444e-07,1.08e-06,0,0,0,0,0,0,0,0
579,0.8036,9.661e-07,1.477e-06,0.5729,1.673e-06,1.02e-09,0.01025,1.982e-07,1.045e-06,0,0,0,0,0,0,0,0
580,0.8053,8.555e-07,2.069e-06,0.4288,1.869e-06,3.609e-10,0.03418,2.002e-07,4.835e-08,0,0,0,0,0,0,0,0
581,0.807,9.769e-07,1.849e-06,0.2955,1.83e-06,1.498e-09,0.06767,9.928e-08,1.184e-07,0,0,0,0,0,0,0,0
582,0.8089,8.578e-07,1.331e-06,0.2091,1.743e-06,5.983e-09,0.1601,1.099e-07,2.081e-07,0,0,0,0,0,0,0,0
583,0.8111,8.711e-07,1.469e-06,0.1319,1.658e-06,1.162e-08,0.2678,8.891e-08,7.388e-07,0,0,0,0,0,0,0,0
584,0.8136,9.222e-07,1.731e-06,0.09316,1.821e-06,6.847e-08,0.4369,4.654e-07,7.688e-08,0,0,0,0,0,0,0,0
585,0.8162,9.274e-07,2.064e-06,0.05863,1.512e-06,8.785e-08,0.5999,5.66e-07,1.659e-07,0,0,0,0,0,0,0,0
586,0.8188,9.644e-07,2.032e-06,0.04151,1.366e-06,6.132e-09,0.7383,2.311e-07,3.927e-07,0,0,0,0,0,0,0,0
587,0.8219,1.054e-06,1.367e-06,0.02487,1.706e-06,8.646e-09,0.8531,3.125e-07,1.24e-06,0,0,0,0,0,0,0,0
588,0.8253,9.373e-07,1.489e-06,0.01678,1.851e-06,2.082e-08,0.8742,2.383e-07,1.219e-06,0,0,0,0,0,0,0,0
589,0.8292,9.348e-07,2.185e-06,0.01105,1.884e-06,1.815e-08,0.8915,2.631e-07,3.316e-07,0,0,0,0,0,0,0,0
590,0.833,9.518e-07,2.78e-06,0.007481,1.815e-06,1.636e-08,0.8947,1.155e-07,3.86e-07,0,0,0,0,0,0,0,0
591,0.8362,9.243e-07,1.628e-06,0.004967,2.133e-06,2.322e-08,0.898,1.057e-07,7.961e-07,0,0,0,0,0,0,0,0
592,0.8394,9.175e-07,1.75e-06,0.003516,2.272e-06,3.604e-08,0.9043,3.204e-07,6.298e-07,0,0,0,0,0,0,0,0
593,0.8432,8.692e-07,2.283e-06,0.00253,1.953e-06,1.952e-08,0.9104,9.417e-08,6.11e-07,0,0,0,0,0,0,0,0
594,0.8455,9.447e-07,2.71e-06,0.001928,1.916e-06,5.525e-09,0.9138,9.727e-08,1.193e-06,0,0,0,0,0,0,0,0
595,0.8463,9.862e-07,1.842e-06,0.001485,1.886e-06,1.028e-08,0.9169,1.236e-07,1.986e-06,0,0,0,0,0,0,0,0
596,0.8471,1.258e-06,1.756e-06,0.001149,1.633e-06,5.388e-09,0.9199,1.307e-07,6.24e-07,0,0,0,0,0,0,0,0
597,0.8481,1.562e-06,1.853e-06,0.0008956,1.686e-06,2.016e-08,0.9221,3.369e-07,3.1e-07,0,0,0,0,0,0,0,0
598,0.8491,1.551e-06,2.329e-06,0.0007017,1.8e-06,3.229e-08,0.9207,8.93e-08,3.394e-07,0,0,0,0,0,0,0,0
599,0.8507,1.276e-06,2.551e-06,0.0005501,2.408e-06,1.373e-08,0.9211,2.377e-07,3.485e-07,0,0,0,0,0,0,0,0
600,0.8525,8.452e-07,2.207e-06,0.0004292,2.212e-06,6.289e-10,0.9277,7.42e-07,2.394e-07,0,0,0,0,0,0,0,0
601,0.8543,6.648e-07,2.077e-06,0.0003359,2.274e-06,9.315e-09,0.9347,1.049e-06,3.308e-07,0,0,0,0,0,0,0,0
602,0.8561,6.337e-07,2.679e-06,0.0002625,2.57e-06,3.319e-08,0.943,6.697e-07,2.874e-07,0,0,0,0,0,0,0,0
603,0.858,6.354e-07,3.354e-06,0.000207,2.021e-06,2.896e-08,0.9485,6.882e-07,3.432e-07,0,0,0,0,0,0,0,0
604,0.861,6.14e-07,3.598e-06,0.0001651,2.136e-06,8.334e-09,0.9448,5.808e-07,3.022e-07,0,0,0,0,0,0,0,0
605,0.8647,5.679e-07,3.071e-06,0.0001335,3.644e-06,2.915e-08,0.9431,3.509e-07,2.528e-07,0,0,0,0,0,0,0,0
606,0.8683,5.627e-07,3.213e-06,0.0001102,6.327e-06,1.907e-08,0.9468,2.279e-07,2.661e-07,0,0,0,0,0,0,0,0
607,0.8715,5.669e-07,4.287e-06,9.221e-05,1.012e-05,2.494e-08,0.9529,2.467e-07,1.696e-07,0,0,0,0,0,0,0,0
608,0.8745,5.292e-07,5.513e-06,7.831e-05,1.268e-05,9.877e-09,0.9677,2.4e-07,6.522e-07,0,0,0,0,0,0,0,0
609,0.877,6.375e-07,6.335e-06,6.736e-05,1.036e-05,3.537e-08,0.9807,6.517e-07,4.611e-07,0,0,0,0,0,0,0,0
610,0.8792,6.069e-07,7.448e-06,5.817e-05,4.893e-06,2.247e-08,0.9881,2.285e-07,1.765e-07,0,0,0,0,0,0,0,0
611,0.8814,6.005e-07,9.506e-06,5.032e-05,1.509e-06,1.049e-08,0.994,1.957e-07,4.227e-07,0,0,0,0,0,0,0,0
612,0.8835,6.126e-07,1.21e-05,4.33e-05,4.96e-07,1.252e-10,0.9957,1.592e-07,5.937e-07,0,0,0,0,0,0,0,0
613,0.8853,5.934e-07,1.61e-05,3.695e-05,4.483e-07,2.539e-09,0.9963,3.644e-07,5.821e-07,0,0,0,0,0,0,0,0
614,0.8858,6.125e-07,2.347e-05,3.145e-05,4.559e-07,2.308e-08,0.9943,5.966e-07,9.035e-07,0,0,0,0,0,0,0,0
615,0.8857,6.233e-07,3.581e-05,2.658e-05,1.673e-07,5.472e-08,0.9925,5.952e-07,2.217e-07,0,0,0,0,0,0,0,0
616,0.8857,5.999e-07,5.485e-05,2.236e-05,1.786e-07,3.857e-08,0.9906,4.453e-07,5.003e-07,0,0,0,0,0,0,0,0
617,0.8858,6.849e-07,8.631e-05,1.901e-05,2.383e-07,4.551e-08,0.9914,6.97e-07,1.758e-06,0,0,0,0,0,0,0,0
618,0.8859,6.398e-07,0.000144,1.624e-05,1.608e-07,4.628e-08,1,9.475e-07,1.909e-06,0,0,0,0,0,0,0,0
619,0.8869,6.246e-07,0.0002468,1.414e-05,1.528e-07,4.214e-09,0.9962,1.111e-06,1.463e-07,0,0,0,0,0,0,0,0
620,0.8881,6.153e-07,0.0004292,1.248e-05,2.428e-07,4.707e-09,0.9595,9.715e-07,1.143e-06,0,0,0,0,0,0,0,0
621,0.8892,6.884e-07,0.0007611,1.112e-05,3.858e-07,2.125e-08,0.8952,9.708e-07,3.125e-06,0,0,0,0,0,0,0,0
622,0.8903,6.94e-07,0.001396,1.016e-05,2.438e-07,3.141e-08,0.7613,9.461e-07,1.217e-06,0,0,0,0,0,0,0,0
623,0.8914,6.695e-07,0.00268,9.427e-06,2.846e-07,2.119e-08,0.6197,1.026e-06,6.257e-08,0,0,0,0,0,0,0,0
624,0.8947,6.805e-07,0.00812,8.785e-06,3.506e-07,1.11e-08,0.4597,1.375e-06,1.017e-06,0,0,0,0,0,0,0,0
625,0.8988,7.074e-07,0.02027,8.241e-06,2.838e-07,3.255e-08,0.3141,2.185e-06,2.175e-06,0,0,0,0,0,0,0,0
626,0.9029,7.342e-07,0.05059,7.815e-06,2.37e-07,4.836e-08,0.205,1.687e-06,2.407e-07,0,0,0,0,0,0,0,0
627,0.9075,6.985e-07,0.1031,7.372e-06,2.449e-07,1.493e-08,0.1156,5.061e-07,2.463e-07,0,0,0,0,0,0,0,0
628,0.9121,6.937e-07,0.2055,6.914e-06,4.199e-07,1.357e-08,0.07336,2.146e-07,1.563e-07,0,0,0,0,0,0,0,0
629,0.9152,7.004e-07,0.3254,6.597e-06,2.604e-07,1.075e-08,0.03981,3.286e-07,8.754e-07,0,0,0,0,0,0,0,0
630,0.918,7.458e-07,0.486,6.21e-06,1.978e-07,2.07e-08,0.02614,4.282e-07,2.579e-06,0,0,0,0,0,0,0,0
631,0.9216,7.107e-07,0.6372,5.836e-06,2.672e-07,2.794e-08,0.01625,1.587e-07,1.753e-06,0,0,0,0,0,0,0,0
632,0.9253,7.167e-07,0.7655,5.477e-06,3.053e-07,3.315e-08,0.01111,1.988e-07,2.303e-07,0,0,0,0,0,0,0,0
633,0.9283,6.841e-07,0.8667,5.09e-06,2.621e-07,4.406e-08,0.007468,1.844e-07,1.659e-06,0,0,0,0,0,0,0,0
634,0.9277,7.802e-07,0.9078,4.725e-06,2.233e-07,1.516e-08,0.005235,1.129e-07,3.963e-06,0,0,0,0,0,0,0,0
635,0.9261,8.048e-07,0.9372,4.429e-06,2.746e-07,1.262e-08,0.003647,1.037e-07,1.127e-06,0,0,0,0,0,0,0,0
636,0.9246,7.44e-07,0.9403,4.204e-06,1.956e-07,2.209e-08,0.002588,1.48e-07,2.385e-07,0,0,0,0,0,0,0,0
637,0.923,7.775e-07,0.9419,4.04e-06,2.634e-07,6.059e-08,0.001828,3.474e-08,7.254e-07,0,0,0,0,0,0,0,0
638,0.9211,8.064e-07,0.9403,3.903e-06,2.625e-07,3.973e-08,0.001325,1.124e-07,1.697e-06,0,0,0,0,0,0,0,0
639,0.9209,7.503e-07,0.9379,3.693e-06,2.831e-07,3.368e-08,0.0009742,1.192e-07,1.101e-06,0,0,0,0,0,0,0,0
640,0.9213,7.234e-07,0.9343,3.544e-06,3.019e-07,2.141e-08,0.0007213,1.976e-07,2.829e-07,0,0,0,0,0,0,0,0
641,0.9218,8.111e-07,0.9333,3.415e-06,2.058e-07,1.964e-08,0.0005424,2.564e-07,1.281e-07,0,0,0,0,0,0,0,0
642,0.9226,7.747e-07,0.9378,3.299e-06,2.444e-07,3.017e-08,0.0004158,1.048e-07,9.18e-08,0,0,0,0,0,0,0,0
643,0.9236,8.627e-07,0.942,3.15e-06,3.57e-07,1.585e-08,0.0003262,1.891e-07,4.399e-07,0,0,0,0,0,0,0,0
644,0.927,8.639e-07,0.9454,2.91e-06,2.715e-07,1.055e-08,0.0002576,6.883e-08,5.605e-07,0,0,0,0,0,0,0,0
645,0.9312,7.579e-07,0.9467,2.86e-06,1.506e-07,1.345e-08,0.0002025,6.138e-08,1.951e-07,0,0,0,0,0,0,0,0
646,0.9351,8.198e-07,0.9442,2.717e-06,2.533e-07,3.193e-08,0.000159,3.362e-08,7.273e-07,0,0,0,0,0,0,0,0
647,0.939,8.458e-07,0.9431,2.582e-06,3.639e-07,8.614e-08,0.0001249,4.72e-08,1.075e-06,0,0,0,0,0,0,0,0
648,0.9429,8.293e-07,0.9451,2.541e-06,2.253e-07,1.158e-07,9.726e-05,1.443e-07,1.126e-07,0,0,0,0,0,0,0,0
649,0.945,8.501e-07,0.9484,2.496e-06,2.041e-07,5.031e-08,7.518e-05,2.381e-07,5.17e-07,0,0,0,0,0,0,0,0
650,0.9464,8.666e-07,0.9536,2.395e-06,3.626e-07,2.595e-08,5.843e-05,2.033e-07,8.235e-07,0,0,0,0,0,0,0,0
651,0.9479,8.621e-07,0.9571,2.309e-06,3.012e-07,7.722e-08,4.636e-05,2.307e-07,2.951e-07,0,0,0,0,0,0,0,0
652,0.9493,8.478e-07,0.9575,2.276e-06,2.29e-07,9.001e-08,3.737e-05,8.898e-08,5.014e-07,0,0,0,0,0,0,0,0
653,0.9508,8.998e-07,0.9579,2.293e-06,2.603e-07,1.009e-07,3.028e-05,1.534e-07,1.17e-06,0,0,0,0,0,0,0,0
654,0.9506,9.391e-07,0.9579,2.34e-06,1.995e-07,9.698e-08,2.454e-05,1.114e-07,7.782e-07,0,0,0,0,0,0,0,0
655,0.9495,9.724e-07,0.9592,2.41e-06,1.924e-07,1.266e-07,2.079e-05,1.044e-07,1.602e-07,0,0,0,0,0,0,0,0
656,0.9484,9.545e-07,0.9637,2.42e-06,1.874e-07,1.826e-07,1.792e-05,4.142e-08,5.024e-07,0,0,0,0,0,0,0,0
657,0.9479,1.027e-06,0.9684,2.462e-06,3.672e-07,2.067e-07,1.51e-05,4.138e-08,7.677e-07,0,0,0,0,0,0,0,0
658,0.948,1.039e-06,0.973,2.533e-06,2.111e-07,2.684e-07,1.268e-05,2.451e-07,1.792e-07,0,0,0,0,0,0,0,0
659,0.9497,1.028e-06,0.9764,2.651e-06,2.507e-07,3.511e-07,1.095e-05,4.05e-07,1.095e-06,0,0,0,0,0,0,0,0
660,0.9515,1.09e-06,0.9774,2.657e-06,5.781e-07,4.316e-07,9.491e-06,9.104e-08,2.163e-06,0,0,0,0,0,0,0,0
661,0.9526,1.098e-06,0.9783,2.7e-06,1.709e-06,5.265e-07,8.076e-06,2.114e-07,5.717e-07,0,0,0,0,0,0,0,0
662,0.9537,1.115e-06,0.9805,2.662e-06,1.986e-06,6.286e-07,6.724e-06,1.489e-07,2.064e-07,0,0,0,0,0,0,0,0
663,0.9556,1.093e-06,0.9841,2.614e-06,1.186e-06,7.828e-07,5.82e-06,2.222e-07,1.294e-06,0,0,0,0,0,0,0,0
664,0.9575,1.107e-06,0.9888,2.712e-06,6.611e-07,9.951e-07,5.035e-06,3.517e-07,1.804e-06,0,0,0,0,0,0,0,0
665,0.9589,1.276e-06,0.9916,2.731e-06,7.074e-07,1.205e-06,4.336e-06,8.852e-08,1.31e-07,0,0,0,0,0,0,0,0
666,0.9598,1.268e-06,0.9916,2.686e-06,1.239e-06,1.478e-06,3.897e-06,1.084e-07,1.581e-06,0,0,0,0,0,0,0,0
667,0.9605,1.277e-06,0.9911,2.685e-06,1.643e-06,1.809e-06,3.422e-06,1.877e-07,2.533e-06,0,0,0,0,0,0,0,0
668,0.9614,1.276e-06,0.9905,2.695e-06,1.075e-06,2.229e-06,2.971e-06,1.144e-07,1.11e-07,0,0,0,0,0,0,0,0
669,0.9627,1.344e-06,0.9915,2.696e-06,5.659e-07,2.741e-06,2.766e-06,1.055e-07,1.351e-06,0,0,0,0,0,0,0,0
670,0.9639,1.454e-06,0.9938,2.696e-06,3.463e-07,3.339e-06,2.625e-06,5.65e-08,3.746e-06,0,0,0,0,0,0,0,0
671,0.9645,1.4e-06,0.9946,2.791e-06,3.309e-07,4.137e-06,2.366e-06,1.353e-07,2.884e-06,0,0,0,0,0,0,0,0
672,0.9651,1.443e-06,0.9941,2.833e-06,3.909e-07,5.176e-06,2.202e-06,1.142e-07,7.989e-08,0,0,0,0,0,0,0,0
673,0.9662,1.534e-06,0.9928,2.886e-06,3.101e-07,6.521e-06,1.95e-06,1.132e-07,2.663e-06,0,0,0,0,0,0,0,0
674,0.9669,1.649e-06,0.9898,2.861e-06,2.408e-07,8.337e-06,1.679e-06,9.776e-08,3.848e-06,0,0,0,0,0,0,0,0
675,0.9671,1.645e-06,0.9872,2.809e-06,2.322e-07,1.075e-05,1.536e-06,7.708e-08,1.011e-07,0,0,0,0,0,0,0,0
676,0.9673,1.68e-06,0.9857,2.951e-06,3.997e-07,1.398e-05,1.444e-06,1.26e-07,9.686e-08,0,0,0,0,0,0,0,0
677,0.9677,1.78e-06,0.9865,3.265e-06,3.817e-07,1.854e-05,1.4e-06,1.725e-07,6.024e-08,0,0,0,0,0,0,0,0
678,0.9681,1.788e-06,0.99,3.306e-06,1.569e-07,2.504e-05,1.321e-06,2.6e-07,7.464e-07,0,0,0,0,0,0,0,0
679,0.9619,1.902e-06,0.993,3.326e-06,2.798e-07,3.396e-05,1.384e-06,2.087e-07,1.081e-06,0,0,0,0,0,0,0,0
680,0.9542,2.067e-06,0.9957,3.4e-06,3.066e-07,4.632e-05,1.347e-06,6.926e-08,1.84e-07,0,0,0,0,0,0,0,0
681,0.9468,2.01e-06,0.9981,3.236e-06,2.463e-07,6.377e-05,1.081e-06,5.528e-08,3.42e-07,0,0,0,0,0,0,0,0
682,0.9394,2.109e-06,1,3.361e-06,2.852e-07,8.84e-05,1.032e-06,1.042e-07,1.386e-06,0,0,0,0,0,0,0,0
683,0.9318,2.282e-06,0.9984,3.759e-06,3.287e-07,0.0001226,1.034e-06,2.351e-07,1.695e-06,0,0,0,0,0,0,0,0
684,0.9326,2.26e-06,0.992,3.904e-06,3.935e-07,0.0001695,9.922e-07,2.359e-07,1.867e-10,0,0,0,0,0,0,0,0
685,0.9351,2.39e-06,0.9704,4.003e-06,3.979e-07,0.0002346,9.672e-07,1.697e-07,7.911e-07,0,0,0,0,0,0,0,0
686,0.938,2.51e-06,0.9285,4.039e-06,4.044e-07,0.0003243,9.926e-07,1.456e-07,1.172e-06,0,0,0,0,0,0,0,0
687,0.9413,2.513e-06,0.8575,4.042e-06,3.73e-07,0.0004504,9.653e-07,8.913e-08,1.492e-07,0,0,0,0,0,0,0,0
688,0.9447,2.653e-06,0.7473,3.877e-06,2.615e-07,0.0006265,8.635e-07,2.017e-07,2.764e-07,0,0,0,0,0,0,0,0
689,0.9493,2.787e-06,0.6197,3.552e-06,3.899e-07,0.0008726,8.976e-07,2.153e-07,3.572e-07,0,0,0,0,0,0,0,0
690,0.9539,2.818e-06,0.4698,3.107e-06,7.206e-07,0.00123,7.939e-07,3.07e-08,5.153e-08,0,0,0,0,0,0,0,0
691,0.9583,2.991e-06,0.3378,2.597e-06,1.107e-06,0.001758,7.877e-07,5.935e-08,1.119e-07,0,0,0,0,0,0,0,0
692,0.9631,3.209e-06,0.2288,2.071e-06,1.389e-06,0.002539,8.524e-07,2.954e-07,8.92e-07,0,0,0,0,0,0,0,0
693,0.9684,3.206e-06,0.1462,1.474e-06,1.086e-06,0.003765,6.923e-07,5.041e-07,1.052e-06,0,0,0,0,0,0,0,0
694,0.9715,3.382e-06,0.09667,1.144e-06,6.134e-07,0.005681,5.536e-07,3.212e-07,6.305e-08,0,0,0,0,0,0,0,0
695,0.974,3.563e-06,0.06072,9.337e-07,4.131e-07,0.008798,6.098e-07,1.789e-07,5.248e-07,0,0,0,0,0,0,0,0
696,0.9761,3.614e-06,0.04165,6.899e-07,1.721e-07,0.01392,7.127e-07,2.407e-07,1.181e-06,0,0,0,0,0,0,0,0
697,0.9777,3.753e-06,0.02702,4.834e-07,9.518e-08,0.0224,6.193e-07,3.618e-07,7.561e-07,0,0,0,0,0,0,0,0
698,0.9795,3.875e-06,0.01889,3.994e-07,1.9e-07,0.04277,5.544e-07,3.458e-07,4.087e-07,0,0,0,0,0,0,0,0
699,0.9823,4.006e-06,0.0131,3.163e-07,1.785e-07,0.06991,5.089e-07,1.58e-07,9.725e-07,0,0,0,0,0,0,0,0
700,0.9854,4.103e-06,0.009253,2.334e-07,1.494e-07,0.111,4.95e-07,1.157e-07,5.834e-07,0,0,0,0,0,0,0,0
701,0.9882,4.329e-06,0.006482,1.824e-07,1.473e-07,0.1755,5.72e-07,3.701e-07,2.061e-07,0,0,0,0,0,0,0,0
702,0.991,4.552e-06,0.004604,1.79e-07,2.341e-07,0.2673,6.306e-07,4.683e-07,2.245e-07,0,0,0,0,0,0,0,0
703,0.9943,4.529e-06,0.003261,1.546e-07,2.889e-07,0.3807,6.283e-07,2.838e-07,1.861e-10,0,0,0,0,0,0,0,0
704,0.9956,4.709e-06,0.00238,1.2e-07,1.171e-07,0.5186,6.774e-07,2.119e-07,1.722e-06,0,0,0,0,0,0,0,0
705,0.9961,4.995e-06,0.001759,5.316e-08,2.377e-07,0.6478,8.036e-07,1.401e-07,2.419e-06,0,0,0,0,0,0,0,0
706,0.9967,5.031e-06,0.001299,8.275e-08,4.454e-07,0.7676,7.455e-07,9.528e-08,5.416e-07,0,0,0,0,0,0,0,0
