Wavelength,Panchromatic,NIR1,Red,Green,Blue,Red Edge,Yellow,Coastal,NIR2,SWIR1,SWIR2,SWIR3,SWIR4,SWIR5,SWIR6,SWIR7,SWIR8
707,0.9982,5.125e-06,0.0009652,9.208e-08,4.959e-07,0.8609,5.935e-07,1.644e-07,4.768e-09,0,0,0,0,0,0,0,0
708,1,5.315e-06,0.0007287,6.284e-08,4.849e-07,0.9243,5.754e-07,1.541e-07,1.045e-06,0,0,0,0,0,0,0,0
709,0.9999,5.556e-06,0.0005597,7.448e-08,5.404e-07,0.9662,5.282e-07,8.554e-08,3.251e-06,0,0,0,0,0,0,0,0
710,0.9992,5.783e-06,0.0004379,4.27e-08,5.657e-07,0.9842,4.441e-07,1.027e-07,2.277e-06,0,0,0,0,0,0,0,0
711,0.9978,5.928e-06,0.0003501,4.243e-08,5.856e-07,0.9933,4.522e-07,2.773e-08,1.83e-10,0,0,0,0,0,0,0,0
712,0.9964,6.062e-06,0.000283,7.406e-08,6.684e-07,0.9934,5.22e-07,3.508e-08,1.469e-06,0,0,0,0,0,0,0,0
713,0.9953,6.281e-06,0.0002293,7.826e-08,8.553e-07,0.992,4.972e-07,8.975e-08,2.846e-06,0,0,0,0,0,0,0,0
714,0.9937,6.434e-06,0.0001868,7.482e-08,1.06e-06,0.989,3.933e-07,1.277e-07,1.36e-06,0,0,0,0,0,0,0,0
715,0.9922,6.788e-06,0.0001534,6.245e-08,1.123e-06,0.9866,3.92e-07,3.701e-07,1.824e-10,0,0,0,0,0,0,0,0
716,0.9906,7.145e-06,0.0001263,6.203e-08,9.308e-07,0.9845,4.665e-07,3.538e-07,1.958e-07,0,0,0,0,0,0,0,0
717,0.9886,7.296e-06,0.0001039,9.895e-08,6.177e-07,0.9826,5.173e-07,1.55e-07,1.35e-06,0,0,0,0,0,0,0,0
718,0.9867,7.53e-06,8.51e-05,6.003e-08,4.359e-07,0.9813,5.756e-07,1.296e-07,1.45e-06,0,0,0,0,0,0,0,0
719,0.9871,7.823e-06,6.955e-05,2.208e-08,3.187e-07,0.9806,6.076e-07,1.216e-07,2.946e-07,0,0,0,0,0,0,0,0
720,0.9878,8.065e-06,5.759e-05,7.53e-08,2.071e-07,0.9801,6.193e-07,1.872e-07,1.83e-10,0,0,0,0,0,0,0,0
721,0.9881,8.256e-06,4.859e-05,1.107e-07,2.153e-07,0.9804,6.008e-07,1.465e-07,1.626e-06,0,0,0,0,0,0,0,0
722,0.9882,8.555e-06,4.048e-05,7.654e-08,2.496e-07,0.9814,5.484e-07,7.014e-08,1.609e-06,0,0,0,0,0,0,0,0
723,0.9881,8.933e-06,3.34e-05,3.879e-08,1.5e-07,0.9826,4.486e-07,1.668e-08,3.821e-08,0,0,0,0,0,0,0,0
724,0.9866,9.249e-06,2.926e-05,6.163e-08,4.667e-08,0.9839,5.783e-07,5.668e-08,6.52e-07,0,0,0,0,0,0,0,0
725,0.9849,9.597e-06,2.677e-05,7.33e-08,8.743e-08,0.986,7.817e-07,1.248e-07,9.03e-07,0,0,0,0,0,0,0,0
726,0.9832,9.958e-06,2.329e-05,5.625e-08,1.189e-07,0.9889,8.058e-07,1.843e-07,2.712e-07,0,0,0,0,0,0,0,0
727,0.9816,1.058e-05,1.864e-05,3.369e-08,7.943e-08,0.9914,6.105e-07,1.206e-07,6.683e-07,0,0,0,0,0,0,0,0
728,0.9802,1.135e-05,1.544e-05,3.144e-08,6.471e-08,0.9936,5.18e-07,5.635e-08,2.256e-06,0,0,0,0,0,0,0,0
729,0.9792,1.232e-05,1.439e-05,3.274e-08,1.075e-07,0.9955,5.401e-07,3.12e-08,1.49e-06,0,0,0,0,0,0,0,0
730,0.9783,1.346e-05,1.338e-05,3.869e-08,7.713e-08,0.9971,5.296e-07,2.199e-10,3.269e-08,0,0,0,0,0,0,0,0
731,0.9773,1.505e-05,1.171e-05,6.677e-08,9.656e-08,0.9986,6.024e-07,1.725e-07,2.241e-06,0,0,0,0,0,0,0,0
732,0.9763,1.722e-05,9.665e-06,8.607e-08,1.457e-07,1,5.846e-07,1.644e-07,1.953e-06,0,0,0,0,0,0,0,0
733,0.9753,1.96e-05,8.157e-06,1.158e-07,1.082e-07,0.9997,4.935e-07,8.073e-08,6.416e-08,0,0,0,0,0,0,0,0
734,0.9756,2.265e-05,7.317e-06,7.234e-08,8.914e-08,0.9977,6.441e-07,2.541e-07,5.558e-08,0,0,0,0,0,0,0,0
735,0.9756,2.652e-05,6.569e-06,1.396e-08,1.522e-07,0.9904,8.634e-07,1.981e-07,1.327e-06,0,0,0,0,0,0,0,0
736,0.9757,3.079e-05,6.18e-06,4.356e-08,1.124e-07,0.9789,8.389e-07,2.57e-09,1.13e-06,0,0,0,0,0,0,0,0
737,0.9762,3.565e-05,5.796e-06,4.608e-08,2.076e-08,0.9537,8.265e-07,4.612e-08,1.855e-10,0,0,0,0,0,0,0,0
738,0.9769,4.11e-05,5.11e-06,2.79e-08,3.096e-08,0.9168,8.281e-07,1.519e-07,9.743e-08,0,0,0,0,0,0,0,0
739,0.9772,4.749e-05,4.203e-06,6.504e-08,5.356e-08,0.8574,7.199e-07,3.873e-07,8.866e-07,0,0,0,0,0,0,0,0
740,0.9773,5.51e-05,3.559e-06,8.343e-08,6.987e-08,0.7794,6.513e-07,3.184e-07,6.606e-07,0,0,0,0,0,0,0,0
741,0.9773,6.408e-05,3.634e-06,8.227e-08,1.305e-07,0.6772,7.422e-07,6.38e-08,3.34e-08,0,0,0,0,0,0,0,0
742,0.9775,7.579e-05,3.797e-06,1.059e-07,1.096e-07,0.5553,7.84e-07,1.423e-08,2.208e-07,0,0,0,0,0,0,0,0
743,0.9779,9.067e-05,3.344e-06,9.29e-08,5.414e-08,0.4347,7.057e-07,5.166e-07,6.811e-07,0,0,0,0,0,0,0,0
744,0.9764,0.0001112,2.983e-06,9.229e-08,4.153e-08,0.3147,7.071e-07,6.737e-07,4.449e-07,0,0,0,0,0,0,0,0
745,0.9746,0.0001393,2.946e-06,1.774e-07,6.425e-08,0.2213,7.366e-07,2.632e-07,2.294e-08,0,0,0,0,0,0,0,0
746,0.9726,0.0001762,2.541e-06,2.501e-07,4.989e-08,0.1488,7.679e-07,8.942e-08,5.441e-08,0,0,0,0,0,0,0,0
747,0.9708,0.0002301,2.57e-06,2.64e-07,8.358e-08,0.09892,7.918e-07,2.293e-07,1.485e-07,0,0,0,0,0,0,0,0
748,0.9694,0.0003052,3.131e-06,3.69e-07,8.589e-08,0.06651,7.378e-07,3.821e-07,8.131e-08,0,0,0,0,0,0,0,0
749,0.9688,0.0004114,2.848e-06,4.264e-07,9.266e-08,0.04493,8.012e-07,3.494e-07,1.483e-08,0,0,0,0,0,0,0,0
750,0.9678,0.0005623,2.243e-06,5.411e-07,1.273e-07,0.02926,8.998e-07,3.636e-07,9.721e-08,0,0,0,0,0,0,0,0
751,0.9656,0.0007696,1.946e-06,5.414e-07,1.892e-07,0.0203,9.227e-07,6.989e-07,6.357e-08,0,0,0,0,0,0,0,0
752,0.9632,0.001062,2.095e-06,6.711e-07,1.355e-07,0.01434,1.03e-06,7.395e-07,1.766e-10,0,0,0,0,0,0,0,0
753,0.9618,0.001455,2.733e-06,7.902e-07,1.54e-07,0.0103,9.912e-07,6.361e-07,1.758e-10,0,0,0,0,0,0,0,0
754,0.9617,0.00197,2.272e-06,7.637e-07,2.49e-07,0.007489,1.164e-06,7.479e-07,7.576e-07,0,0,0,0,0,0,0,0
755,0.961,0.002655,1.737e-06,7.312e-07,2.934e-07,0.005491,1.482e-06,5.084e-07,7.1e-07,0,0,0,0,0,0,0,0
756,0.9599,0.00347,1.777e-06,6.426e-07,1.498e-07,0.004071,1.514e-06,4.334e-07,2.885e-07,0,0,0,0,0,0,0,0
757,0.9586,0.004544,1.701e-06,5.378e-07,2.61e-07,0.003042,1.618e-06,7.271e-07,1.902e-07,0,0,0,0,0,0,0,0
758,0.9576,0.005997,1.645e-06,5.441e-07,2.975e-07,0.002297,1.777e-06,4.742e-07,1.063e-06,0,0,0,0,0,0,0,0
759,0.9568,0.007896,1.843e-06,5.433e-07,1.299e-07,0.001734,1.748e-06,2.791e-07,8.124e-07,0,0,0,0,0,0,0,0
760,0.956,0.01036,2.438e-06,4.818e-07,1.512e-07,0.00131,1.878e-06,2.698e-07,7.943e-08,0,0,0,0,0,0,0,0
761,0.955,0.01376,2.391e-06,4.759e-07,1.169e-07,0.001018,1.991e-06,4.266e-07,3.141e-08,0,0,0,0,0,0,0,0
762,0.9542,0.01833,1.817e-06,4.859e-07,7.239e-08,0.0008018,2.196e-06,5.739e-07,3.359e-07,0,0,0,0,0,0,0,0
763,0.954,0.02778,1.675e-06,3.401e-07,7.267e-08,0.0006209,2.393e-06,4.308e-07,3.335e-07,0,0,0,0,0,0,0,0
764,0.9529,0.03855,1.434e-06,3.729e-07,1.196e-07,0.0004837,2.462e-06,2.477e-07,2.281e-07,0,0,0,0,0,0,0,0
765,0.951,0.05877,1.82e-06,4.646e-07,1.975e-07,0.0003819,2.652e-06,3.85e-07,2.4e-07,0,0,0,0,0,0,0,0
766,0.949,0.08528,2.089e-06,4.534e-07,1.324e-07,0.0003049,2.9e-06,4.066e-07,1.136e-06,0,0,0,0,0,0,0,0
767,0.9478,0.1337,1.583e-06,5.306e-07,7.48e-08,0.0002451,3.053e-06,6.73e-07,1.334e-06,0,0,0,0,0,0,0,0
768,0.9463,0.1963,1.232e-06,4.938e-07,1.947e-07,0.0001989,3.138e-06,7.437e-07,5.329e-07,0,0,0,0,0,0,0,0
769,0.9453,0.2867,1.132e-06,4.229e-07,1.464e-07,0.0001624,3.404e-06,8.722e-07,3.542e-07,0,0,0,0,0,0,0,0
770,0.9444,0.3948,1.992e-06,2.717e-07,1.184e-07,0.0001334,3.976e-06,9.854e-07,1.118e-06,0,0,0,0,0,0,0,0
771,0.9446,0.5075,2.199e-06,2.8e-07,1.765e-07,0.0001108,4.772e-06,1.057e-06,3.339e-06,0,0,0,0,0,0,0,0
772,0.9451,0.6232,1.287e-06,2.675e-07,1.389e-07,9.216e-05,5.1e-06,1.196e-06,1.736e-06,0,0,0,0,0,0,0,0
773,0.945,0.7196,1.231e-06,2.066e-07,3.722e-08,7.719e-05,4.403e-06,1.647e-06,3.456e-08,0,0,0,0,0,0,0,0
774,0.9448,0.8043,1.536e-06,1.704e-07,2.488e-08,6.471e-05,5.147e-06,1.678e-06,1.655e-10,0,0,0,0,0,0,0,0
775,0.9448,0.8696,1.689e-06,1.567e-07,8.293e-08,5.457e-05,6.801e-06,1.609e-06,3.014e-06,0,0,0,0,0,0,0,0
776,0.9452,0.9237,1.582e-06,1.26e-07,1.468e-07,4.614e-05,6.799e-06,1.553e-06,1.765e-06,0,0,0,0,0,0,0,0
777,0.946,0.9597,1.349e-06,1.523e-07,1.997e-07,3.938e-05,7.44e-06,1.949e-06,1.657e-10,0,0,0,0,0,0,0,0
778,0.9467,0.985,1.724e-06,1.741e-07,1.414e-07,3.411e-05,8.135e-06,1.903e-06,8.997e-08,0,0,0,0,0,0,0,0
779,0.9458,0.9966,1.784e-06,1.025e-07,3.058e-07,2.923e-05,8.296e-06,1.65e-06,1.689e-07,0,0,0,0,0,0,0,0
780,0.9443,1,1.381e-06,1.198e-07,4.818e-07,2.504e-05,8.543e-06,1.77e-06,3.632e-07,0,0,0,0,0,0,0,0
781,0.9426,0.9981,1.102e-06,1.678e-07,9.776e-07,2.168e-05,8.143e-06,2.227e-06,5.04e-07,0,0,0,0,0,0,0,0
782,0.9409,0.9934,1.653e-06,1.268e-07,1.446e-06,1.884e-05,8.067e-06,3.274e-06,5.823e-07,0,0,0,0,0,0,0,0
783,0.9395,0.9894,2.082e-06,6.489e-08,2.569e-06,1.641e-05,9.272e-06,4.866e-06,6.006e-07,0,0,0,0,0,0,0,0
784,0.9366,0.9855,1.393e-06,1.066e-07,3.976e-06,1.431e-05,1.101e-05,7.146e-06,5.197e-07,0,0,0,0,0,0,0,0
785,0.9334,0.981,9.317e-07,1.478e-07,4.85e-06,1.251e-05,9.918e-06,9.669e-06,1.669e-07,0,0,0,0,0,0,0,0
786,0.9303,0.9766,1.617e-06,6.909e-08,5.247e-06,1.112e-05,1.015e-05,1.126e-05,3.913e-08,0,0,0,0,0,0,0,0
787,0.9279,0.9719,1.935e-06,6.878e-08,6.419e-06,9.783e-06,1.245e-05,1.188e-05,1.145e-07,0,0,0,0,0,0,0,0
788,0.9258,0.9666,1.532e-06,1.096e-07,5.651e-06,8.603e-06,1.581e-05,8.351e-06,4.902e-08,0,0,0,0,0,0,0,0
789,0.9253,0.9599,1.317e-06,1.526e-07,4.01e-06,7.383e-06,2.618e-05,1.14e-05,8.539e-07,0,0,0,0,0,0,0,0
790,0.9244,0.9525,1.018e-06,1.088e-07,2.944e-06,6.49e-06,3.237e-05,1.29e-05,1.573e-06,0,0,0,0,0,0,0,0
791,0.9238,0.9451,9.664e-07,8.041e-08,1.788e-06,5.928e-06,5.482e-05,1.309e-05,6.468e-07,0,0,0,0,0,0,0,0
792,0.9239,0.9382,1.037e-06,5.854e-08,1.573e-06,5.206e-06,7.636e-05,1.26e-05,3.605e-08,0,0,0,0,0,0,0,0
793,0.9189,0.9336,6.89e-07,4.635e-08,1.911e-06,4.686e-06,0.000119,1.146e-05,1.426e-06,0,0,0,0,0,0,0,0
794,0.8826,0.9294,4.862e-07,1.158e-07,2.547e-06,4.293e-06,0.0001827,1.071e-05,1.528e-06,0,0,0,0,0,0,0,0
795,0.8449,0.9241,6.068e-07,1.226e-07,3.411e-06,3.834e-06,0.0002758,1.094e-05,4.364e-07,0,0,0,0,0,0,0,0
796,0.8072,0.919,5.102e-07,1.383e-07,4.121e-06,3.398e-06,0.0003478,1.083e-05,1.823e-07,0,0,0,0,0,0,0,0
797,0.7706,0.9169,3.21e-07,1.239e-07,4.458e-06,3.135e-06,0.000466,1.223e-05,9.615e-07,0,0,0,0,0,0,0,0
798,0.7235,0.9155,2.944e-07,9.155e-08,6.857e-06,2.779e-06,0.0005904,2.802e-05,7.882e-07,0,0,0,0,0,0,0,0
799,0.6245,0.9136,5.849e-08,4.957e-08,5.325e-06,2.525e-06,0.0007134,2.756e-05,7.934e-07,0,0,0,0,0,0,0,0
800,0.5254,0.912,2.499e-07,1.099e-08,5.095e-06,2.412e-06,0.0008269,4.561e-05,4.547e-07,0,0,0,0,0,0,0,0
801,0.4268,0.9121,7.643e-07,2.335e-09,4.375e-06,2.3e-06,0.001108,4.952e-05,4.716e-07,0,0,0,0,0,0,0,0
802,0.328,0.913,5.273e-07,1.089e-09,3.609e-06,2.233e-06,0.001524,5.436e-05,2.527e-07,0,0,0,0,0,0,0,0
803,0.2402,0.9136,1.922e-07,4.128e-08,3.117e-06,1.857e-06,0.002386,5.874e-05,7.778e-07,0,0,0,0,0,0,0,0
804,0.2026,0.9139,4.905e-07,4.533e-08,3.188e-06,1.772e-06,0.003751,5.902e-05,5.533e-07,0,0,0,0,0,0,0,0
805,0.1649,0.9136,9.397e-07,3.766e-08,1.322e-06,1.708e-06,0.005704,5.219e-05,9.809e-08,0,0,0,0,0,0,0,0
806,0.127,0.913,6.394e-07,6.446e-08,1.329e-06,1.495e-06,0.007423,6.222e-05,1.123e-07,0,0,0,0,0,0,0,0
807,0.08809,0.9118,2.036e-07,6.039e-08,3.835e-06,1.516e-06,0.006749,5.846e-05,6.233e-07,0,0,0,0,0,0,0,0
808,0.0528,0.9109,3.181e-07,3.584e-08,3.446e-06,1.444e-06,0.004383,5.154e-05,5.428e-07,0,0,0,0,0,0,0,0
809,0.04089,0.9092,8.788e-07,1.171e-06,3.736e-06,1.304e-06,0.002784,4.172e-05,4.727e-07,0,0,0,0,0,0,0,0
810,0.03383,0.9067,1.468e-06,8.474e-06,3.619e-06,1.196e-06,0.001569,4.394e-05,1.428e-07,0,0,0,0,0,0,0,0
811,0.02182,0.903,5.92e-07,1.373e-05,1.075e-06,9.93e-07,0.0009254,4.492e-05,1.965e-07,0,0,0,0,0,0,0,0
812,0.01312,0.8991,4.823e-08,8.279e-06,1.777e-06,1.023e-06,0.0005893,3.709e-05,1.392e-06,0,0,0,0,0,0,0,0
813,0.007657,0.8956,5.046e-08,1.317e-06,2.957e-06,9.262e-07,0.0003775,4.011e-05,1.036e-06,0,0,0,0,0,0,0,0
814,0.004082,0.8924,5.704e-07,2.662e-08,4.469e-06,8.95e-07,0.0002772,3.256e-05,4.988e-07,0,0,0,0,0,0,0,0
815,0.00314,0.8892,9.163e-07,3.676e-08,2.505e-06,8.242e-07,0.0002335,3.356e-05,1.731e-07,0,0,0,0,0,0,0,0
816,0.002449,0.8852,5.534e-07,5.915e-08,1.078e-06,7.459e-07,0.0001875,4.568e-05,2.468e-06,0,0,0,0,0,0,0,0
817,0.001923,0.8806,1.396e-07,2.199e-08,3.571e-06,6.511e-07,0.0001594,3.715e-05,1.213e-06,0,0,0,0,0,0,0,0
818,0.001516,0.8763,5.216e-08,5.036e-09,2.847e-06,5.692e-07,0.000129,3.742e-05,1.06e-07,0,0,0,0,0,0,0,0
819,0.001205,0.873,3.615e-07,2.484e-08,2.365e-06,4.277e-07,0.0001219,3.064e-05,1.404e-10,0,0,0,0,0,0,0,0
820,0.0009746,0.8701,4.776e-07,1.002e-08,2.494e-06,5.416e-07,0.0001275,2.688e-05,6.692e-07,0,0,0,0,0,0,0,0
821,0.0007881,0.8688,5.646e-07,4.654e-08,1.324e-06,6.177e-07,0.0001315,1.637e-05,5.393e-07,0,0,0,0,0,0,0,0
822,0.0006384,0.8677,1.655e-07,2.346e-08,2.331e-06,5.74e-07,9.776e-05,2.086e-05,1.218e-07,0,0,0,0,0,0,0,0
823,0.000524,0.8667,7.147e-08,2.508e-09,1.433e-06,3.81e-07,7.062e-05,2.296e-05,6.955e-07,0,0,0,0,0,0,0,0
824,0.0004315,0.8657,7.851e-07,6.625e-11,2.378e-06,2.764e-07,5.373e-05,3.337e-05,6.681e-07,0,0,0,0,0,0,0,0
825,0.0003586,0.865,4.115e-07,9.978e-09,2.377e-06,3.698e-07,4.359e-05,1.697e-05,4.989e-07,0,0,0,0,0,0,0,0
826,0.0002976,0.865,1.078e-07,1.755e-08,2.461e-06,4.713e-07,3.445e-05,1.748e-05,1.052e-06,0,0,0,0,0,0,0,0
827,0.0002489,0.8667,3.338e-08,4.131e-08,1.965e-06,4.309e-07,3.014e-05,1.637e-05,4.557e-07,0,0,0,0,0,0,0,0
828,0.0002085,0.8684,2.745e-07,6.007e-08,1.952e-06,3.751e-07,1.927e-05,1.619e-05,5.007e-07,0,0,0,0,0,0,0,0
829,0.0001778,0.8671,6.919e-07,3.771e-08,1.867e-06,3.078e-07,1.174e-05,1.872e-05,1.51e-07,0,0,0,0,0,0,0,0
830,0.0001514,0.8646,3.955e-07,6.21e-08,1.277e-06,3.309e-07,9.972e-06,2.461e-05,7.71e-07,0,0,0,0,0,0,0,0
831,0.0001285,0.8619,7.914e-08,4.341e-08,2.391e-06,4.069e-07,1.203e-05,2.522e-05,9.267e-07,0,0,0,0,0,0,0,0
832,0.0001083,0.8598,2.949e-08,1.73e-08,4.359e-06,3.504e-07,1.037e-05,1.605e-05,1.548e-06,0,0,0,0,0,0,0,0
833,9.3e-05,0.858,4.641e-07,1.399e-07,2.037e-05,4.414e-07,8.542e-06,1.784e-05,1.02e-06,0,0,0,0,0,0,0,0
834,7.93e-05,0.8557,4.102e-07,4.251e-08,4.096e-05,1.421e-07,6.66e-06,1.495e-05,7.437e-07,0,0,0,0,0,0,0,0
835,6.813e-05,0.8526,3.915e-07,1.531e-08,5.472e-05,1.29e-07,4.926e-06,2.202e-05,3.287e-06,0,0,0,0,0,0,0,0
836,5.886e-05,0.8494,3.127e-07,1.612e-08,6.014e-05,1.881e-07,4.865e-06,2.095e-05,4.771e-06,0,0,0,0,0,0,0,0
837,5.186e-05,0.846,6.062e-07,5.277e-08,6.168e-05,2.007e-07,6.326e-06,1.948e-05,3.666e-06,0,0,0,0,0,0,0,0
838,4.547e-05,0.8424,9.59e-07,1.524e-07,6.152e-05,2.395e-07,5.749e-06,2.068e-05,3.27e-06,0,0,0,0,0,0,0,0
839,3.877e-05,0.8384,5.401e-07,7.291e-08,6.86e-05,2.706e-07,6.914e-06,1.459e-05,1.191e-05,0,0,0,0,0,0,0,0
840,3.429e-05,0.8344,3.435e-07,8.696e-08,7.829e-05,3.604e-07,7.593e-06,1.647e-05,1.729e-05,0,0,0,0,0,0,0,0
841,3.057e-05,0.8307,6.914e-07,9.512e-08,8.731e-05,2.461e-07,8.256e-06,1.437e-05,1.533e-05,0,0,0,0,0,0,0,0
842,2.629e-05,0.8267,8.732e-07,4.253e-08,9.603e-05,2.618e-07,8.266e-06,1.951e-05,2.447e-05,0,0,0,0,0,0,0,0
843,2.326e-05,0.8209,9.038e-07,3.521e-09,0.0001099,1.899e-07,7.176e-06,1.828e-05,4.053e-05,0,0,0,0,0,0,0,0
844,2.042e-05,0.8149,1.921e-07,8.016e-08,0.0001251,4.866e-08,7.154e-06,7.792e-06,6.018e-05,0,0,0,0,0,0,0,0
845,1.795e-05,0.8094,7.351e-11,1.672e-07,0.0001351,8.524e-08,8.557e-06,4.444e-06,8.608e-05,0,0,0,0,0,0,0,0
846,1.633e-05,0.8041,2.313e-07,3.642e-08,0.000143,3.115e-07,8.519e-06,7.408e-06,0.000126,0,0,0,0,0,0,0,0
847,2.248e-05,0.7972,1.108e-06,1.296e-07,0.0001406,3.425e-07,1e-05,8.012e-06,0.0001926,0,0,0,0,0,0,0,0
848,3.957e-05,0.7901,5.449e-06,2.731e-06,0.0001431,7.749e-06,8.224e-06,2.816e-05,0.004045,0,0,0,0,0,0,0,0
849,3.898e-05,0.7835,9.62e-06,3.418e-06,0.0001426,1.01e-05,7.156e-06,2.83e-05,0.004508,0,0,0,0,0,0,0,0
850,3.884e-05,0.7767,7.879e-06,3.656e-06,0.0001513,8.212e-06,6.333e-06,3.013e-05,0.005004,0,0,0,0,0,0,0,0
851,3.66e-05,0.7692,1.308e-05,3.126e-06,0.0002664,8.219e-06,5.532e-06,3.604e-05,0.005613,0,0,0,0,0,0,0,0
852,3.355e-05,0.7612,9.916e-06,3.22e-06,0.0003093,8.526e-06,4.536e-06,2.305e-05,0.006248,0,0,0,0,0,0,0,0
853,3.422e-05,0.7534,1.585e-05,4.651e-06,0.000306,1.006e-05,4.27e-06,2.723e-05,0.007986,0,0,0,0,0,0,0,0
854,3.285e-05,0.7458,5.631e-06,3.552e-06,0.0002936,6.913e-06,3.848e-06,2.849e-05,0.01,0,0,0,0,0,0,0,0
855,2.6e-05,0.7397,2.694e-06,2.234e-06,0.0002769,4.363e-06,3.754e-06,2.467e-05,0.01548,0,0,0,0,0,0,0,0
856,3.243e-05,0.7338,6.074e-06,2.137e-06,0.0002125,6.629e-06,3.815e-06,2.433e-05,0.0218,0,0,0,0,0,0,0,0
857,2.784e-05,0.7275,9.438e-06,2.369e-06,0.0001487,7.771e-06,3.638e-06,1.302e-05,0.04077,0,0,0,0,0,0,0,0
858,2.673e-05,0.7212,1.107e-05,2.23e-06,0.0001507,7.016e-06,3.522e-06,1.887e-05,0.06271,0,0,0,0,0,0,0,0
859,2.285e-05,0.7154,8.534e-06,4.477e-06,0.0001386,6.587e-06,4.406e-06,2.112e-05,0.1259,0,0,0,0,0,0,0,0
860,2.146e-05,0.7096,9.519e-06,4.432e-06,0.0001294,5.212e-06,5.876e-06,2.073e-05,0.1985,0,0,0,0,0,0,0,0
861,2.837e-05,0.7023,7.537e-06,3.501e-06,0.0001036,6.089e-06,7.215e-06,1.939e-05,0.3371,0,0,0,0,0,0,0,0
862,2.817e-05,0.6948,1.068e-05,3.213e-06,8.157e-05,7.182e-06,1.06e-05,1.105e-05,0.4904,0,0,0,0,0,0,0,0
863,2.175e-05,0.6882,4.341e-06,2.913e-06,6.781e-05,7.494e-06,1.495e-05,9.171e-06,0.6513,0,0,0,0,0,0,0,0
864,1.846e-05,0.6817,3.037e-06,3.395e-06,5.453e-05,5.472e-06,1.972e-05,1.102e-05,0.8142,0,0,0,0,0,0,0,0
865,1.78e-05,0.674,1.578e-06,3.093e-06,4.351e-05,5.314e-06,2.61e-05,9.827e-06,0.8989,0,0,0,0,0,0,0,0
866,1.864e-05,0.6662,1.041e-06,2.358e-06,4.127e-05,7.234e-06,2.722e-05,1.701e-05,0.9677,0,0,0,0,0,0,0,0
867,1.617e-05,0.6599,7.825e-06,2.61e-06,5.961e-05,5.103e-06,2.747e-05,1.81e-05,0.9888,0,0,0,0,0,0,0,0
868,1.658e-05,0.6536,3.702e-06,2.141e-06,5.779e-05,4.52e-06,2.093e-05,1.527e-05,1,0,0,0,0,0,0,0,0
869,2.044e-05,0.6476,2.872e-06,1.687e-06,4.93e-05,5.422e-06,1.587e-05,9.808e-06,0.999,0,0,0,0,0,0,0,0
870,2.078e-05,0.6419,3.067e-06,2.284e-06,3.796e-05,3.421e-06,9.891e-06,9.998e-06,0.996,0,0,0,0,0,0,0,0
871,1.861e-05,0.637,6.259e-06,1.942e-06,2.932e-05,6.699e-06,6.104e-06,1.547e-05,0.9886,0,0,0,0,0,0,0,0
872,1.712e-05,0.6323,2.597e-06,2.102e-06,2.147e-05,5.154e-06,4.275e-06,7.939e-06,0.9804,0,0,0,0,0,0,0,0
873,1.334e-05,0.6282,4.301e-06,1.953e-06,9.658e-06,4.655e-06,3.811e-06,6.986e-06,0.9714,0,0,0,0,0,0,0,0
874,1.359e-05,0.6241,4.327e-06,1.258e-06,6.886e-06,4.697e-06,3.4e-06,8.557e-06,0.9621,0,0,0,0,0,0,0,0
875,1.502e-05,0.6203,2.06e-06,2.092e-06,7.553e-06,5.51e-06,2.693e-06,1.041e-05,0.9531,0,0,0,0,0,0,0,0
876,1.478e-05,0.6165,1.567e-06,1.996e-06,9.573e-06,3.553e-06,3.055e-06,1.039e-05,0.9441,0,0,0,0,0,0,0,0
877,1.324e-05,0.6135,2.49e-06,1.933e-06,1.288e-05,4.641e-06,3.725e-06,1.271e-05,0.9363,0,0,0,0,0,0,0,0
878,1.229e-05,0.6109,1.683e-06,1.99e-06,1.094e-05,4.176e-06,4.904e-06,8.882e-06,0.9289,0,0,0,0,0,0,0,0
879,1.046e-05,0.6084,3.68e-06,2.044e-06,1.396e-05,3.63e-06,8.094e-06,8.394e-06,0.9212,0,0,0,0,0,0,0,0
880,1.147e-05,0.6059,2.355e-06,2.17e-06,1.118e-05,3.598e-06,1.19e-05,8.251e-06,0.9134,0,0,0,0,0,0,0,0
881,1.365e-05,0.6037,2.366e-06,1.919e-06,1.429e-05,3.762e-06,1.6e-05,1.032e-05,0.9052,0,0,0,0,0,0,0,0
882,1.354e-05,0.6015,3.748e-06,1.585e-06,1.143e-05,3.235e-06,1.717e-05,1.031e-05,0.8968,0,0,0,0,0,0,0,0
883,1.17e-05,0.6009,3.032e-06,1.214e-06,1.173e-05,3.726e-06,1.554e-05,8.652e-06,0.8886,0,0,0,0,0,0,0,0
884,1.312e-05,0.6008,2.257e-06,1.977e-06,9.826e-06,3.182e-06,1.002e-05,1.015e-05,0.8804,0,0,0,0,0,0,0,0
885,1.296e-05,0.6016,2.68e-06,1.3e-06,9.931e-06,3.472e-06,5.715e-06,8.738e-06,0.8718,0,0,0,0,0,0,0,0
886,1.143e-05,0.6026,1.713e-06,1.561e-06,1.026e-05,3.541e-06,2.795e-06,8.362e-06,0.8631,0,0,0,0,0,0,0,0
887,1.06e-05,0.6024,4.06e-06,1.189e-06,1.042e-05,4.238e-06,1.258e-06,9.354e-06,0.8554,0,0,0,0,0,0,0,0
888,8.248e-06,0.602,7.494e-07,1.627e-06,1.289e-05,3.493e-06,4.802e-07,9.782e-06,0.848,0,0,0,0,0,0,0,0
