Wavelength,Pan,Green,Blue,Red,NIR,RedEdge,BlueCoastal
625,0.948350373,6.78117E-05,0.001414754,0.80321041,3.32596E-06,0.000256596,0.000102779
626,0.948956564,7.00715E-05,0.001311979,0.787261348,3.81336E-06,0.000335792,0.000104657
627,0.950311551,7.31868E-05,0.000908626,0.792430027,4.22347E-06,0.000386116,0.000107936
628,0.952185522,7.66016E-05,0.000599674,0.812469145,4.86248E-06,0.00039451,0.00012282
629,0.954449017,7.7099E-05,0.000396903,0.839046664,4.62335E-06,0.00035608,0.000144446
630,0.957208289,7.69284E-05,0.000289226,0.864943288,4.13418E-06,0.000291385,0.000151821
631,0.960188063,7.77603E-05,0.000249597,0.886808302,3.6487E-06,0.000222136,0.000152232
632,0.963174893,7.60125E-05,0.000239552,0.904668689,3.32635E-06,0.000160093,0.000142663
633,0.966106337,7.28709E-05,0.000237828,0.920750783,4.26567E-06,0.000115264,0.000136269
634,0.969099359,6.90945E-05,0.000236483,0.937401299,4.01402E-06,8.39793E-05,0.000140875
635,0.971690445,6.64806E-05,0.000235379,0.954669095,3.49509E-06,6.27022E-05,0.000146359
636,0.973481419,5.9909E-05,0.000233853,0.970801147,2.86341E-06,4.93233E-05,0.000143353
637,0.974514017,5.32275E-05,0.000233282,0.983158208,2.10188E-06,3.7945E-05,0.000123661
638,0.974842183,4.84468E-05,0.000237566,0.989388388,2.75646E-06,3.06474E-05,9.70005E-05
639,0.974319534,4.71512E-05,0.000284179,0.989256646,3.42635E-06,2.67896E-05,7.78534E-05
640,0.973258612,5.14359E-05,0.000605172,0.984511724,3.31845E-06,2.53041E-05,9.20552E-05
641,0.97193861,6.28805E-05,0.001470423,0.97796014,4.09126E-06,2.44037E-05,0.000182752
642,0.970679033,7.3915E-05,0.002251631,0.972061687,4.80494E-06,2.50671E-05,0.000375552
643,0.969768205,8.22895E-05,0.002157007,0.967549616,5.10294E-06,2.92866E-05,0.000583023
644,0.969349634,8.6105E-05,0.001453421,0.963289836,4.45248E-06,3.44828E-05,0.000655155
645,0.969741585,8.67026E-05,0.000903161,0.957675219,3.82844E-06,4.03287E-05,0.000530549
646,0.971100545,8.29144E-05,0.000538508,0.949844691,4.24703E-06,5.02448E-05,0.000315648
647,0.973036673,7.67776E-05,0.000328511,0.940223207,4.51302E-06,6.08508E-05,0.000146898
648,0.975964502,7.25034E-05,0.000248774,0.931964843,4.96371E-06,8.05433E-05,7.0858E-05
649,0.979764535,7.16752E-05,0.000227751,0.928596168,5.95644E-06,0.000110454,6.2412E-05
650,0.98339671,7.80686E-05,0.000228071,0.931567316,6.32723E-06,0.000146987,7.65972E-05
651,0.986638228,8.94439E-05,0.000243422,0.941243543,6.67941E-06,0.000197362,9.69549E-05
652,0.989466183,0.000101372,0.000313972,0.955068625,7.19128E-06,0.000263252,0.000113031
653,0.991583699,0.000106947,0.000555263,0.96714094,7.40693E-06,0.000347284,0.000106116
654,0.992700768,0.000106526,0.000994821,0.972070951,6.80305E-06,0.000454706,9.68702E-05
655,0.992652934,0.000110162,0.001318432,0.967200504,7.03651E-06,0.000585784,9.96102E-05
656,0.991847834,0.000114534,0.001290209,0.953155807,7.97091E-06,0.000743768,0.000122431
657,0.99030479,0.000113764,0.001051691,0.934793141,6.59615E-06,0.000923477,0.000191629
658,0.987984157,0.000113034,0.000846563,0.918815389,5.26757E-06,0.001114956,0.00030372
659,0.985394304,0.000113903,0.000720013,0.911255369,5.39291E-06,0.00131017,0.000422861
660,0.982830976,0.000112231,0.000637059,0.914338522,6.32435E-06,0.001495937,0.00048829
661,0.980250897,0.00011468,0.000543933,0.9269385,6.07121E-06,0.001661092,0.0004604
662,0.978023523,0.000113579,0.000438292,0.944830994,5.72062E-06,0.001795584,0.000373738
663,0.976299202,0.000109808,0.000344186,0.96168599,6.71349E-06,0.001898086,0.00028569
664,0.975546966,0.000111638,0.000275539,0.972082894,7.51692E-06,0.001977707,0.000225706
665,0.975540604,0.000112791,0.000233428,0.973822338,6.38027E-06,0.002041337,0.000205309
666,0.976125925,0.000114393,0.000209476,0.968969944,5.88912E-06,0.002103636,0.000224379
667,0.97732626,0.000113798,0.000199047,0.962400473,6.05546E-06,0.002180293,0.000282311
668,0.979145682,0.000113478,0.00019403,0.960104035,5.4676E-06,0.002281254,0.000369715
669,0.981573172,0.000115589,0.000190239,0.965295906,5.20195E-06,0.002419921,0.000450699
670,0.984513392,0.000113682,0.000189194,0.977863261,5.15288E-06,0.002606656,0.00048811
671,0.987683531,0.00010652,0.000191473,0.992259998,4.86753E-06,0.002852225,0.000452881
672,0.990832294,0.000100304,0.00019875,1,4.9828E-06,0.003153132,0.000367711
673,0.993595411,0.000101017,0.00023275,0.99399766,4.63022E-06,0.00350237,0.000278687
674,0.995914494,0.000105194,0.000360425,0.970145046,4.3233E-06,0.003960435,0.000202841
675,0.998114992,0.000109862,0.000600864,0.93079039,4.42054E-06,0.004546305,0.000160669
676,0.999501309,0.000115267,0.000758896,0.882729045,4.64452E-06,0.005273425,0.000130979
677,1,0.000118353,0.000695467,0.834763609,4.7731E-06,0.006055537,0.000100853
678,0.99978185,0.000115874,0.000519091,0.794344126,4.51342E-06,0.006968347,7.62311E-05
679,0.99842439,0.000116339,0.00037558,0.766009649,4.56341E-06,0.008229078,4.64881E-05
680,0.996372498,0.000117695,0.000281244,0.752689076,3.66787E-06,0.009957715,2.22838E-05
681,0.99375899,0.0001157,0.000222933,0.754580046,3.82148E-06,0.011882863,1.05326E-05
682,0.990686665,0.000116104,0.000191796,0.77290228,3.69745E-06,0.013919544,2.54411E-06
683,0.987242899,0.000105797,0.000179736,0.808464282,4.36074E-06,0.016310245,1.6279E-07
684,0.984361972,8.2886E-05,0.000178461,0.857965309,4.38087E-06,0.019167477,1.0309E-07
685,0.98195588,6.62284E-05,0.000179837,0.906683204,3.83714E-06,0.022642521,3.31627E-07
686,0.980108192,6.83447E-05,0.000184045,0.924477526,4.25581E-06,0.026987839,3.37084E-07
687,0.979230613,8.58476E-05,0.000193183,0.881170423,4.8427E-06,0.032523304,9.84309E-08
688,0.979455903,0.000107128,0.000205855,0.757093371,5.0553E-06,0.039787721,1.18893E-08
689,0.980574723,0.000118739,0.000222209,0.577176566,4.68385E-06,0.049650514,7.32974E-11
690,0.982676876,0.000122004,0.000232702,0.393195477,4.93584E-06,0.063439055,1.46347E-09
691,0.985209892,0.000124296,0.00023284,0.245353103,4.68025E-06,0.083161303,2.75611E-08
692,0.988109671,0.000125152,0.000225956,0.146689985,4.8932E-06,0.112084982,4.68145E-08
693,0.991283723,0.00012792,0.000214719,0.08801245,5.99785E-06,0.155249661,1.76205E-08
694,0.994471137,0.000129731,0.000205716,0.054299546,6.7378E-06,0.219245256,2.6994E-10
695,0.99717274,0.000129636,0.000203455,0.03483678,7.11579E-06,0.310383925,0
696,0.998968523,0.000129773,0.000209054,0.023343112,8.00964E-06,0.430512804,0
697,0.999718391,0.000129822,0.000232232,0.016273485,9.74797E-06,0.570333459,0
698,0.999660124,0.000129148,0.000282347,0.011755544,1.15709E-05,0.707909647,0
699,0.998204145,0.000130361,0.000343636,0.008808998,1.27091E-05,0.817060595,0
700,0.995917099,0.000131578,0.000371972,0.006826638,1.45795E-05,0.883171294,6.95782E-09
701,0.992912895,0.000130775,0.000347503,0.00546426,1.64493E-05,0.910409188,4.69024E-08
702,0.989050286,0.000125982,0.00029491,0.004499332,1.76551E-05,0.916202014,5.07251E-08
703,0.984808508,0.000117488,0.000245789,0.004035753,1.71968E-05,0.918215222,5.74067E-08
704,0.98051084,0.000113904,0.000208022,0.004145894,1.73164E-05,0.92677257,3.18524E-07
705,0.976257124,0.000119656,0.000178013,0.003838234,1.69087E-05,0.944178295,3.85548E-07
706,0.972288493,0.000125972,0.000160437,0.003859791,1.66724E-05,0.966183758,6.20681E-08
707,0.969062445,0.000129256,0.000153538,0.00450489,1.5829E-05,0.986407245,1.69767E-10
708,0.966591145,0.000131629,0.000150357,0.004311996,1.44026E-05,0.998653676,0
709,0.96467949,0.000132292,0.000145175,0.0039532,1.29969E-05,1,0
710,0.96369271,0.000131709,0.000142846,0.003754141,1.15443E-05,0.991714274,1.63703E-08
711,0.963405479,0.000130541,0.000144876,0.00369904,1.23132E-05,0.97697523,1.37761E-07
712,0.963495302,0.000129301,0.000154323,0.003783762,1.24154E-05,0.960858494,1.99606E-07
713,0.964516426,0.000128638,0.000181416,0.0040113,1.18087E-05,0.948292204,6.24318E-08
714,0.966285918,0.000129185,0.00023981,0.004364196,1.17139E-05,0.94149091,2.04227E-08
715,0.968490202,0.000130244,0.000316318,0.004764944,1.24621E-05,0.940128465,2.73162E-07
716,0.970673,0.000133715,0.000362163,0.005117653,1.19576E-05,0.942450252,2.21887E-06
717,0.973444439,0.00013726,0.000346018,0.005307878,1.18485E-05,0.947012824,7.28903E-06
718,0.97645527,0.000141144,0.000290124,0.005221956,1.35484E-05,0.951220285,1.28585E-05
719,0.97895423,0.000141582,0.000239137,0.00485995,1.52813E-05,0.952942057,1.59473E-05
720,0.981407387,0.000139578,0.000197854,0.004309398,1.70351E-05,0.95254325,1.74949E-05
721,0.983026681,0.000138449,0.000165589,0.003680837,2.13507E-05,0.950316685,1.66391E-05
722,0.983865492,0.000127331,0.000149356,0.003026369,2.80666E-05,0.947872673,1.46379E-05
723,0.984214257,9.63698E-05,0.000140558,0.002364207,3.71639E-05,0.946833455,1.20597E-05
724,0.9838641,6.80707E-05,0.000133136,0.00176115,5.00179E-05,0.947479531,8.52382E-06
725,0.982548501,5.68409E-05,0.000132678,0.001265454,6.82649E-05,0.949287975,5.51112E-06
726,0.980645139,5.61647E-05,0.000140259,0.000895237,9.11554E-05,0.951640536,3.44381E-06
727,0.977728782,8.5371E-05,0.000154883,0.000644903,0.000121018,0.952916,6.28707E-06
728,0.974490037,0.000109222,0.000186588,0.000482313,0.000159981,0.953046954,2.03695E-05
729,0.97094917,0.000122946,0.000242687,0.000379152,0.000205293,0.952240985,5.68093E-05
730,0.966908356,0.000135293,0.000303865,0.000303216,0.000254372,0.951529804,0.000108603
731,0.962900067,0.000138185,0.00033447,0.000241723,0.000304127,0.95280813,0.000153354
732,0.95914326,0.000136502,0.000317449,0.000200324,0.000348487,0.957412138,0.000170001
733,0.956077429,0.0001399,0.000275669,0.000169349,0.000383552,0.965816157,0.000145383
734,0.95349011,0.000139645,0.000232775,0.000138085,0.000407716,0.976292563,0.000106223
735,0.951785813,0.000127072,0.00019771,0.000115566,0.000420366,0.986078599,7.4133E-05
736,0.950513448,0.000125322,0.000172135,9.37976E-05,0.000425913,0.990523111,4.43343E-05
737,0.950210474,0.000204613,0.000156464,7.58929E-05,0.000429048,0.987464217,2.73342E-05
738,0.950795812,0.000314937,0.000150498,6.47802E-05,0.000434035,0.976464011,2.2513E-05
739,0.952292867,0.000307925,0.000154964,5.30309E-05,0.000441525,0.960635,1.48725E-05
740,0.95448317,0.000233766,0.000168438,4.12859E-05,0.000455993,0.945799861,9.09389E-06
741,0.956868797,0.000187235,0.000192965,3.24672E-05,0.000484292,0.937886153,4.42384E-06
742,0.959151274,0.000143172,0.000225998,2.75582E-05,0.000530377,0.939934503,5.46714E-06
743,0.961485689,0.000128273,0.000258299,2.27919E-05,0.000584936,0.950283545,4.71163E-06
744,0.963290295,0.000135947,0.000286082,1.99226E-05,0.00066313,0.957144369,3.91818E-06
745,0.964598659,0.000138173,0.000310466,1.70652E-05,0.000791805,0.942000078,5.42207E-06
746,0.964976099,0.000138266,0.000327712,1.34211E-05,0.000990023,0.885502644,5.0796E-06
747,0.964871938,0.000136638,0.000343006,1.1876E-05,0.001311137,0.782286368,3.18916E-06
748,0.963571514,0.000135878,0.00037938,9.58089E-06,0.001804578,0.64666346,4.24368E-06
749,0.961338001,0.000134469,0.000427803,9.37113E-06,0.002534896,0.505891455,4.56615E-06
750,0.958344631,0.000132521,0.000449232,1.17395E-05,0.003604161,0.383454903,6.14409E-06
751,0.954763521,0.000127668,0.000411053,1.27998E-05,0.005256361,0.289311814,6.93179E-06
752,0.950281043,0.000114372,0.00032535,1.75799E-05,0.007812265,0.222198827,6.78861E-06
753,0.945400624,8.76087E-05,0.000240077,1.61307E-05,0.011804055,0.175757983,4.32331E-06
754,0.940594294,8.38283E-05,0.000178292,1.54244E-05,0.017950024,0.143268534,4.2167E-06
755,0.935904766,0.00011426,0.000131415,2.25416E-05,0.027146868,0.119392355,4.43623E-06
756,0.931408277,0.000121589,0.000102294,3.24732E-05,0.040318226,0.100270331,6.39993E-06
757,0.927818494,0.000105346,8.67969E-05,4.02608E-05,0.05804769,0.083614018,6.30194E-06
758,0.924839828,0.000101686,7.34786E-05,4.92653E-05,0.080289246,0.068339076,5.27227E-06
759,0.922735573,0.000209619,6.42699E-05,6.2743E-05,0.106189289,0.054280496,6.02765E-06
760,0.921376034,0.000606971,5.99938E-05,7.74798E-05,0.134150812,0.041757571,5.939E-06
761,0.920428643,0.001203078,5.69148E-05,8.3731E-05,0.162625096,0.031162972,9.21291E-06
762,0.920440098,0.001571028,5.62757E-05,8.53671E-05,0.191048205,0.022496837,1.73129E-05
763,0.921122834,0.00142053,5.52425E-05,8.25236E-05,0.220184481,0.016032844,2.31717E-05
764,0.922248854,0.000965125,5.18971E-05,8.24306E-05,0.252176721,0.011684983,2.62167E-05
765,0.923556886,0.000554008,4.80006E-05,8.44898E-05,0.290601688,0.008641004,3.06451E-05
766,0.924794946,0.00027264,4.52759E-05,8.43052E-05,0.340366375,0.006617815,3.2754E-05
767,0.925914009,0.00012931,4.39629E-05,8.5828E-05,0.40709665,0.005102128,2.53136E-05
768,0.926528338,0.00011084,4.14493E-05,8.57823E-05,0.495133523,0.003887536,2.03597E-05
769,0.926924792,0.000119706,3.87659E-05,9.1399E-05,0.603631736,0.002931362,1.74527E-05
770,0.925878329,0.000119833,3.94308E-05,0.000118673,0.719888898,0.002208007,1.36298E-05
771,0.92433367,0.000105264,3.93429E-05,0.000162607,0.81993659,0.001704117,1.50772E-05
772,0.921376808,0.000102543,3.45277E-05,0.000221326,0.873823205,0.001373763,1.38063E-05
773,0.918255596,0.000204968,2.90375E-05,0.00029539,0.872012254,0.001163349,1.27733E-05
774,0.91407824,0.000438441,3.06258E-05,0.00035031,0.821868103,0.000946454,1.43174E-05
775,0.90935884,0.000628241,3.07676E-05,0.000352942,0.745609153,0.000739514,1.4813E-05
776,0.904361304,0.000612705,2.90716E-05,0.000300484,0.670260085,0.000576817,1.68358E-05
777,0.899132965,0.000455527,2.66436E-05,0.000232212,0.611256477,0.000452297,1.74197E-05
778,0.893794662,0.000312675,2.77569E-05,0.000197084,0.574368227,0.000355774,1.51705E-05
779,0.888964211,0.000202951,2.90934E-05,0.000178955,0.560248674,0.000282126,1.97252E-05
780,0.885404496,0.000132842,3.0228E-05,0.000149982,0.566579772,0.000227253,2.25381E-05
781,0.882088082,0.000114521,3.07272E-05,0.000107238,0.591789869,0.000183125,1.99225E-05
782,0.879572798,0.000115861,3.1763E-05,6.89412E-05,0.634550151,0.000150292,2.08959E-05
783,0.878264118,0.000117566,3.45343E-05,4.31433E-05,0.692102018,0.000126356,2.30268E-05
784,0.877780959,0.000117506,3.61702E-05,3.03475E-05,0.759637228,0.000106842,2.5393E-05
785,0.878525017,0.000112873,3.45388E-05,2.752E-05,0.830408869,9.18213E-05,2.98233E-05
786,0.880237218,0.000107456,3.27991E-05,3.2981E-05,0.89569407,8.02901E-05,3.07628E-05
787,0.882861592,0.000106022,3.19193E-05,3.92339E-05,0.948110531,7.18746E-05,3.38706E-05
788,0.885183286,0.000110845,3.01383E-05,4.34345E-05,0.981974802,6.45492E-05,6.06924E-05
789,0.887509412,0.000114867,2.90994E-05,5.35297E-05,0.997728003,5.80642E-05,8.13569E-05
790,0.889539962,0.000121732,2.89712E-05,5.8009E-05,1,5.57422E-05,8.32713E-05
791,0.890087371,0.000131202,2.68375E-05,4.99576E-05,0.99441728,5.64101E-05,7.97534E-05
792,0.889268395,0.000136538,2.91267E-05,4.2892E-05,0.986911108,6.21888E-05,9.01072E-05
793,0.886674227,0.000142421,4.48444E-05,3.39156E-05,0.981530629,6.15613E-05,0.000119606
794,0.882226929,0.000162238,7.50054E-05,2.79469E-05,0.980112829,6.0451E-05,0.000137494
795,0.875922565,0.000179419,0.000152357,2.39103E-05,0.982468529,5.86649E-05,0.000140836
796,0.867838539,0.000185365,0.000258443,2.68669E-05,0.986575018,5.56699E-05,0.000140034
797,0.858269635,0.000193314,0.000335372,0.000108161,0.990006775,4.86084E-05,0.000134636
798,0.847572816,0.000246991,0.000384326,0.000201018,0.990884553,4.409E-05,0.000130542
799,0.835829241,0.000324514,0.000465676,0.000185674,0.987208487,4.02591E-05,0.000124748
800,0.825826712,0.000322984,0.000522438,0.000198554,0.98218716,3.29258E-05,0.000123041
801,0.81648408,0.000300126,0.000537538,0.000330426,0.974775158,2.64197E-05,0.000127468
802,0.808155143,0.000330932,0.000549948,0.000460544,0.966047969,2.29436E-05,0.000184189
803,0.80318483,0.000327451,0.000555951,0.000493325,0.959240208,1.86887E-05,0.000287465
804,0.801571968,0.000292543,0.000537355,0.000440121,0.954264239,1.48584E-05,0.000335286
805,0.804034228,0.00026289,0.000532247,0.000427062,0.952136334,1.45339E-05,0.000385047
806,0.809397333,0.000243974,0.000521666,0.000464846,0.952259257,1.6502E-05,0.000510302
807,0.816805311,0.000218662,0.000535498,0.000438602,0.953856391,1.71746E-05,0.000627755
808,0.825781895,0.000229985,0.000521268,0.000433766,0.956687733,1.62284E-05,0.000635264
809,0.83262553,0.000227156,0.000498521,0.000461358,0.958120233,1.49144E-05,0.000627542
810,0.833493595,0.000188406,0.000497927,0.000458858,0.956622592,1.42961E-05,0.000629532
811,0.825171288,0.000201652,0.000508237,0.000456389,0.952383308,1.24717E-05,0.000626952
812,0.802743582,0.000237931,0.000502021,0.000442359,0.944822226,1.29704E-05,0.000610437
813,0.763088322,0.000234929,0.000489867,0.00043608,0.934526561,1.4156E-05,0.0006098
814,0.705832769,0.000216187,0.000468087,0.000458183,0.92273437,1.50237E-05,0.000611116
815,0.634025688,0.000233705,0.000460421,0.000449284,0.911127713,1.54734E-05,0.000617031
816,0.552757847,0.000207545,0.000466846,0.000435705,0.900632383,1.71843E-05,0.000618181
817,0.468861303,0.000204943,0.000465991,0.000457483,0.892673931,1.64836E-05,0.000604802
818,0.388743177,0.00022186,0.000460425,0.000501079,0.887608845,1.3966E-05,0.00060572
819,0.316973948,0.000242751,0.000458867,0.000540906,0.88542907,1.47444E-05,0.000605452
820,0.255638,0.000244266,0.000452758,0.000599057,0.886258357,1.55985E-05,0.000600725
821,0.204870305,0.00024724,0.000420386,0.000691195,0.888709064,1.32029E-05,0.000595816
822,0.164035823,0.000248574,0.000394085,0.000784825,0.891698609,1.16897E-05,0.00058338
823,0.131721643,0.000234722,0.000392337,0.00089345,0.894379376,1.41914E-05,0.000585173
824,0.106205151,0.000238863,0.00039406,0.000992238,0.895495167,1.4841E-05,0.000594821
825,0.086255684,0.000265928,0.000392097,0.001086174,0.895348477,1.24871E-05,0.000587397
826,0.070652795,0.000282146,0.000382283,0.001149189,0.893558999,1.08309E-05,0.000571086
827,0.058277143,0.000252751,0.000375164,0.001224467,0.889636591,1.22216E-05,0.000583701
828,0.048473481,0.00024497,0.000358632,0.001317065,0.884945745,1.35668E-05,0.000591247
829,0.040638322,0.000229854,0.000349459,0.001413659,0.879657191,1.1287E-05,0.000576207
830,0.034332462,0.00022482,0.000335765,0.00144819,0.87515804,1.06672E-05,0.000577363
831,0.029231193,0.000207138,0.000318926,0.001431812,0.871571678,1.23293E-05,0.00058853
832,0.02508274,0.000167339,0.000296173,0.00134548,0.869264731,1.33494E-05,0.000575623
833,0.021660549,0.000182254,0.000280627,0.001311182,0.868058565,1.30327E-05,0.000557629
834,0.018834703,0.000230378,0.000281739,0.001254043,0.868196428,1.37271E-05,0.000555713
835,0.016480755,0.000224422,0.000270384,0.001145846,0.868339686,1.34048E-05,0.000559019
836,0.01451415,0.000204855,0.000252777,0.001028774,0.868313085,1.25773E-05,0.000560531
837,0.012862351,0.000223653,0.000231942,0.00097308,0.867568567,1.32062E-05,0.000543851
838,0.011458686,0.000238743,0.00022385,0.000860828,0.865241487,1.4579E-05,0.000536276
839,0.010256386,0.000216645,0.000219993,0.000726161,0.861123151,1.55882E-05,0.000549929
840,0.009228745,0.000192739,0.000212964,0.000614268,0.855619023,1.43079E-05,0.000559006
841,0.008333433,0.000191921,0.000194537,0.000581188,0.848552971,1.21471E-05,0.000549906
842,0.007563173,0.000197586,0.00017997,0.000535709,0.840904223,1.12552E-05,0.00053881
843,0.006892634,0.000200787,0.00016979,0.000457782,0.833099797,1.38462E-05,0.000534757
844,0.006302375,0.000215239,0.000152107,0.000428509,0.825359813,1.60459E-05,0.000537841
845,0.005781013,0.000202516,0.000133093,0.000434849,0.818430265,1.57647E-05,0.000539196
846,0.005316543,0.000193141,0.000126848,0.000402164,0.812950168,1.56056E-05,0.000528071
847,0.00491159,0.000187329,0.000130801,0.000372565,0.809134854,1.52762E-05,0.000524634
848,0.004547893,0.000184365,0.000123123,0.000409265,0.806365654,1.47167E-05,0.000525104
849,0.004210282,0.000191535,0.000104552,0.00038832,0.803800995,1.22084E-05,0.000525443
850,0.003915604,0.000201201,9.67509E-05,0.000367585,0.803561855,1.12039E-05,0.000532325
851,0.003640299,0.000207773,8.8561E-05,0.000360434,0.802561154,1.17217E-05,0.000531115
852,0.003388532,0.000197005,8.0537E-05,0.000352474,0.802104774,1.29842E-05,0.000534247
853,0.003160144,0.00018294,8.29148E-05,0.000355186,0.801402028,1.22269E-05,0.000544481
854,0.002946655,0.000195075,6.62979E-05,0.000379237,0.800921419,1.20004E-05,0.00053217
855,0.00274692,0.00021086,5.24905E-05,0.000369831,0.799339901,1.40692E-05,0.000525955
856,0.002565023,0.000210652,5.71877E-05,0.000354544,0.797113929,1.43706E-05,0.00053645
857,0.002391865,0.000210442,5.98244E-05,0.000326961,0.794253637,1.4098E-05,0.000541819
858,0.002228325,0.000217569,4.82029E-05,0.000300156,0.790589287,1.30732E-05,0.000536368
859,0.002075232,0.000224042,3.93307E-05,0.00032726,0.786111672,1.24592E-05,0.000526027
860,0.001928199,0.00024819,3.99201E-05,0.000361983,0.780566253,1.29702E-05,0.000526991
861,0.001792059,0.000268811,3.96623E-05,0.00033211,0.774498155,1.31291E-05,0.000526617
862,0.001659742,0.00028086,4.0511E-05,0.000338818,0.76794403,1.1005E-05,0.000523872
863,0.00153126,0.000269565,4.40843E-05,0.000371424,0.761317192,1.1441E-05,0.000522273
864,0.001416428,0.000265217,4.46798E-05,0.000337046,0.754701873,1.28269E-05,0.000516783
865,0.001309816,0.000289493,4.0962E-05,0.000302843,0.748569922,1.24065E-05,0.000509345
866,0.001208289,0.000331793,4.13509E-05,0.000325617,0.743198746,1.1681E-05,0.000491079
867,0.001110964,0.000369234,4.71115E-05,0.000363133,0.739293817,1.23981E-05,0.00048241
868,0.00102172,0.000386922,5.29487E-05,0.000436179,0.736002872,1.34384E-05,0.000495433
869,0.000937358,0.000371871,5.80475E-05,0.000587672,0.73328627,1.29479E-05,0.000493989
870,0.000860909,0.000380801,6.52811E-05,0.000796812,0.731558624,1.13752E-05,0.000486365
871,0.000790309,0.000383457,7.06453E-05,0.001073029,0.729084529,1.16751E-05,0.000484985
872,0.000725244,0.000368404,7.52551E-05,0.001458337,0.726014135,1.27086E-05,0.000491283
873,0.000663848,0.00037228,8.1448E-05,0.001927461,0.721135169,1.21567E-05,0.000504386
874,0.000606148,0.000363211,8.82278E-05,0.002361192,0.712898331,1.01169E-05,0.00048431
875,0.00055604,0.000347808,9.7561E-05,0.002729232,0.702152849,9.8643E-06,0.000470399
876,0.00050894,0.000330523,0.000107629,0.003100438,0.687885103,1.12536E-05,0.00048301
877,0.000466067,0.00031034,0.000117809,0.003501148,0.67212102,1.172E-05,0.000484285
878,0.000427945,0.000277874,0.000127456,0.003755244,0.654605129,1.09803E-05,0.00046765
879,0.00039296,0.00025553,0.000132145,0.003728824,0.637610019,1.05313E-05,0.000454568
880,0.000362504,0.000250054,0.00013533,0.0035429,0.621736087,1.11411E-05,0.000465804
881,0.000334136,0.000233143,0.000142258,0.003307177,0.60851599,1.15273E-05,0.000464992
882,0.000306528,0.00021731,0.000150392,0.003003399,0.598054504,1.03629E-05,0.000452277
883,0.000282112,0.000200523,0.000156419,0.002688939,0.589968054,1.04329E-05,0.000445437
884,0.000261836,0.000201776,0.000162567,0.002321805,0.582966803,1.06943E-05,0.00044817
885,0.00024311,0.000211723,0.000165358,0.001905699,0.573349015,1.02555E-05,0.000456945
886,0.000224297,0.000210862,0.000165373,0.001535321,0.557286589,1.05588E-05,0.00044731
887,0.000209086,0.00021518,0.000167438,0.001281085,0.530226974,1.08592E-05,0.000437294
888,0.000195223,0.000218503,0.000171269,0.00108392,0.489992835,1.00774E-05,0.000434902
889,0.000182484,0.000207778,0.000174234,0.000904806,0.437033915,8.96721E-06,0.000434654
890,0.000172018,0.0002042,0.000172815,0.000802619,0.375400124,9.74803E-06,0.000427885
891,0.000162208,0.000206884,0.000166249,0.000771252,0.311328177,1.02769E-05,0.000423883
892,0.000151846,0.000216924,0.00016237,0.000784062,0.250481052,1.02234E-05,0.000419027
893,0.000141538,0.000204902,0.000163836,0.00081062,0.197577008,1.17891E-05,0.000424078
894,0.000132769,0.000181187,0.000167088,0.000819886,0.154439503,1.15076E-05,0.000423889
895,0.000125317,0.000177155,0.000162616,0.000819547,0.120743788,1.03917E-05,0.000420545
896,0.000117961,0.000186952,0.000154643,0.000810843,0.094983307,9.69425E-06,0.000423589
897,0.000112011,0.000186316,0.000150742,0.000798799,0.075667764,9.04344E-06,0.000420414
898,0.000106863,0.000179755,0.000149713,0.000784552,0.061161371,8.57962E-06,0.000412882
899,0.000101598,0.000173817,0.000151453,0.000735255,0.050181818,1.05713E-05,0.000405213
900,9.61601E-05,0.000176172,0.000154652,0.000673838,0.041892463,1.11682E-05,0.00040325
901,9.20211E-05,0.000186684,0.000150941,0.000658182,0.035550677,1.03554E-05,0.000404361
902,8.81496E-05,0.000184842,0.000143558,0.000617925,0.030648825,9.27471E-06,0.0003906
903,8.40553E-05,0.000172486,0.000141298,0.000577426,0.026797948,7.93447E-06,0.000378925
904,8.00948E-05,0.000170672,0.000146564,0.000543777,0.023719242,7.24625E-06,0.000379818
905,7.68514E-05,0.000179214,0.000150798,0.000502678,0.021212655,8.91948E-06,0.000381905
906,7.44332E-05,0.000194535,0.000151773,0.00045319,0.019112294,9.49303E-06,0.000384641
907,7.17006E-05,0.000212995,0.000154881,0.000394531,0.017294116,8.95247E-06,0.000381474
908,6.89724E-05,0.000202489,0.000161953,0.000384675,0.015660076,8.17456E-06,0.000377402
909,6.72194E-05,0.000203515,0.00017103,0.000388115,0.014127905,8.73136E-06,0.000378394
910,6.57824E-05,0.000215203,0.000183375,0.000366247,0.012643453,7.83421E-06,0.000375702
911,6.42124E-05,0.000245301,0.000200647,0.000337454,0.011187412,8.08171E-06,0.000373937
912,6.26156E-05,0.000283289,0.000224448,0.000353282,0.009770062,8.75407E-06,0.000370042
913,6.12227E-05,0.00030325,0.000256389,0.000378178,0.00841036,8.97654E-06,0.000368454
914,6.00011E-05,0.00035171,0.000295944,0.000366881,0.007129172,7.51472E-06,0.000365041
915,5.85175E-05,0.000417753,0.000345765,0.000358002,0.005964362,7.22906E-06,0.000362271
916,5.7531E-05,0.000493821,0.000414326,0.000357082,0.004922963,7.33491E-06,0.000355642
917,5.60733E-05,0.000605076,0.000501638,0.000362461,0.003995265,7.55599E-06,0.000349399
918,5.5121E-05,0.000735466,0.000606908,0.000385916,0.003276955,7.54303E-06,0.000349264
